mu,ar1,ma1,omega,alpha1,beta1,shape,tick,ar2,ar3,ma2,alpha2,beta2,skew,gamma1,gamma2,eta11,eta21,ar4,ma3,ma4,ma5,ar5,ar6,label
0.001474747754845,,,1.17056850535589e-11,0.0384021047436665,0.957114327546593,11.5908297574438,AOS,,,,,,,,,,,,,,,,,2009
0.0011390423715588,1.69087447112072,-1.64826405391737,2.85135124299097e-07,0.0333091595593899,0.959525503146304,23.3369106869898,APA,-0.718592854068834,,0.637911000306855,,,,,,,,,,,,,,2009
0.0026069113843634,-1.17846966804908,1.28391257087827,3.45061354122959e-07,0.0453272233301379,0.946345416971284,19.3995206063496,APD,-1.01079967077967,-0.231938309162685,1.3046729749899,,0.000690223593413354,,,,,,-0.0218598563915384,0.24584212196422,,,,,2009
0.00211674189010688,0.00497201719204091,,4.07285217896631e-06,0.0448913529136138,0.943253058535323,8.23558326325924,APH,-0.0694267607139203,-0.126722301636612,,,,,,,,,,,,,,,2009
0.002710818887628,,,2.44817995509157e-11,0.0562823270126439,0.937626479188419,29.8608718750806,ARE,,,,,,,,,,,,,,,,,2009
0.00151249159490469,,,1.28977643806115e-05,0.163718350833749,0.775000570504049,13.3732481860675,ATO,,,,,,,,,,,,,,,,,2009
5.64712229972449e-05,-0.0873505164266817,,1.06118941206524e-07,0.00765279571191946,0.178581739412984,6.12179967258707,ATVI,0.00440509347250151,-0.0613306683162984,,,,,,,0.999880414966083,0.0226106249974832,-0.00588205298653008,,,,,,2009
0.0024866906007141,,-0.215761831179672,2.14732664764571e-06,0.067133123413133,0.926960624965617,96.8637035205148,AVB,,,,,,,,,,,,,,,,,2009
0.00123980464073727,,,1.22815640635951e-11,0.0268372025271237,0.968271686720808,6.86513063262101,AVY,,,,,,,,,,,,,,,,,2009
0.000769795468608078,,,9.44599890169555e-06,0.0664581904241928,0.892047624116932,4.94418426177443,AWK,,,,,,,,,,,,,,,,,2009
-0.000849621140105293,,,5.69806815957945e-06,0.118645561911117,0.88035433967364,6.63050869290912,AXON,,,,,,,,,,,,,,,,,2009
0.00241456199707736,,-0.155952292947664,1.74015652528381e-11,0.0779304360405549,0.918869947350299,8.00850332689378,AXP,,,,,,,,,,,,,,,,,2009
0.000450235504310286,-0.226751470574002,0.113658271230353,1.17557073843693e-12,0.0117976420848375,0.98346442921947,5.89792806451285,AZO,0.231560516162711,,-0.385314202558642,,,,,,,,,,,,,,2009
0.00131131338159668,0.0428812531052384,,6.81451613928272e-15,0.0321664579950788,0.962892573200335,18.3031486863553,BA,,,,,,,,,,,,,,,,,2009
6.70899261147178e-05,-1.29559505390674,1.31541184227679,1.3972255306049e-06,0.0862973865332234,0.910792502236097,4.86964227011339,BAC,-0.945680668100663,,1.02303589224448,,,,,,,,,,,,,,2009
0.000809423359091069,,,7.32820376827748e-12,0.0189340299067085,0.97702099271739,10.2539077197628,BALL,,,,,,,,,,,,,,,,,2009
0.000994406172660988,,,3.82982851999741e-06,0.0654839370070763,0.922404971290265,4.65846529013412,BAX,,,,,,,,,,,,,,,,,2009
0.0026769411096632,,,3.75019591837631e-06,0.0567111892016061,0.93744914159008,6.7034362747128,BBWI,,,,,,,,,,,,,,,,,2009
0.00168972977840578,,,1.40195298458576e-12,0.0221257475856387,0.973113011019137,6.29966885292621,BBY,,,,,,,,,,,,,,,,,2009
0.00143735871181429,,,7.82142519900246e-08,0.305321877954962,0.0285747178366115,4.38725242767227,BDX,,,,,,,,,0.999857902877305,0.0257109014645395,,,,,,,2009
0.00231188247293951,-0.109131452659766,,7.52686457993209e-11,0.0517140863251489,0.942018568844,8.9922440213752,BEN,,,,,,,,,,,,,,,,,2009
0.00206970190711974,,,1.33702787653227e-12,0.0161049553465239,0.978428043798039,4.35999108627463,BG,,,,,,,,,,,,,,,,,2009
0.00160237154258177,,,2.0503109417171e-05,0.147254011287692,0.806802324590962,7.91032265137504,BIIB,,,,,,,,,,,,,,,,,2009
0.00136489324065797,1.13772994157252,-1.41672406281881,1.10568227448028e-08,0.0277446602826935,0.966487842932847,7.93323653136638,BIO,-0.617405753655597,-0.171926889395413,0.885915888787843,,,,,,,,,0.125237278393409,,,,,2009
0.000481946673620046,,-0.188435417265138,3.4650661999567e-10,0.0968231191303007,0.902176366758083,5.62747346171351,BK,,,,,,,,,,,,,,,,,2009
0.00393121573248442,-0.969406941964749,0.983332074098255,2.06136130881621e-12,8.49616494726752e-06,0.997188500320866,5.34649207150788,BKNG,,,,,,,,,,,,,,,,,2009
0.00176928856129584,,-0.164818962495618,3.65155233726835e-10,8.38391092177285e-06,0.942098573770932,8.48853228786758,BLK,,,,0.0520746597932517,,,,,,,,,,,,,2009
0.00114560075870692,,,4.8047611395916e-06,0.0997171567950466,0.880827697178683,10.997321938285,BMY,,,,,,,,,,,,,,,,,2009
0.00142964268764751,-0.022035917720176,,6.67462956295641e-07,0.022348185069698,0.970119173294381,5.06631852605793,BR,,,,,,,,,,,,,,,,,2009
-0.000289575262141809,,,1.71072068885016e-13,0.0845175510612826,0.910064971518323,6.32718325059563,BRK.B,,,,,,,,,,,,,,,,,2009
-0.000380561492874393,-0.536966762443605,0.344941713724231,1.31496980533493e-06,0.059653634022931,0.928797910606931,20.6528618719331,BRO,0.288204175216947,,-0.406248849359889,,,,,,,,,,,,,,2009
0.00150789733242765,2.05089938530294,-2.17365226758084,3.0403164053506e-05,0.10060443585222,0.852137690594937,5.71561853358761,BSX,-1.85103578014969,0.658842010676031,2.02596089371554,,,,,,,,,-0.730398431404096,,,,,2009
0.00137891418222666,,,1.55909243321043e-11,0.0554323577679291,0.9383797506218,9.4617126008517,BWA,,,,,,,,,,,,,,,,,2009
-0.000256662714489676,0.21261680844113,-0.231514415400236,3.42703405201844e-05,0.134374145391683,0.859154255284935,4.41435384792065,BX,-0.848696733218496,,0.961376204412049,,,,,,,,,-0.113538690084226,,,,,2009
0.00162588601529054,,-0.248165918074946,2.80181730202996e-10,0.0660943139449435,0.929846867732605,14.844229419412,BXP,,,,,,,,,,,,,,,,,2009
-0.00319311145396305,,,4.86158759064571e-05,0.177903744104256,0.821096118599516,5.3135892115156,C,,,,,,,,,,,,,,,,,2009
0.00140762694270252,0.592107079798116,-0.656720506028802,2.06512151322772e-05,0.166751814271864,0.766151673384425,5.22532840930703,CAG,-0.884791085273146,0.0492684684729413,0.929722337475044,,,,,,,,,,,,,,2009
0.00285027129849754,,,1.97862835935493e-05,0.125659861810538,0.827607628885195,5.57027530243227,CAH,,,,,,,,,,,,,,,,,2009
0.000781724955720769,,,1.96883850742893e-14,0.0829704506166685,0.914977388247367,19.4415536057364,CAT,,,,,,,,,,,,,,,,,2009
0.000513646983032474,,-0.16541881402987,3.88731939078837e-07,0.0643129064918545,0.929289436270735,73.7216346657293,CB,,,,,,,,,,,,,,,,,2009
0.00398579141145654,,-0.131904256875312,3.29557436588007e-06,0.0729034120731921,0.921048538691127,11.3396157401329,CBRE,,,,,,,,,,,,,,,,,2009
0.00326307096405843,,,8.73668833170559e-12,0.0459077649654051,0.948719801423209,14.9520269521842,CCI,,,,,,,,,,,,,,,,,2009
0.000606186384683942,,,6.72302595183647e-11,0.0479884466498925,0.947951275717396,11.7465293622798,CCL,,,,,,,,,,,,,,,,,2009
0.00112598230922411,,,5.75158665170529e-06,0.0343999578161967,0.955510519747541,7.79140170167276,CDNS,,,,,,,,,,,,,,,,,2009
0.00277048884584884,,,1.55823972290052e-12,0.0557428485197634,0.938939603746991,11.8811855937845,CE,,,,,,,,,,,,,,,,,2009
0.00286267127293962,-0.577350504014982,0.527430050473864,2.13321138226115e-05,0.0545697158242365,0.912364219601344,5.18076387795251,CF,0.198195344385675,,-0.313251990948221,,,,,,,,,-0.111298224015089,-0.133624197118233,0.0299741895544932,,,2009
0.000169487900083217,,,2.04141019836177e-06,0.00902220054093873,0.956267282173375,11.7500902995147,CHD,,,,,,,0.0430156464666267,,,,,,,,,,2009
0.000806515881810125,,,1.23106276244757e-06,0.055246400752324,0.93716519691988,11.8424640306553,CHRW,,,,,,0.993979873511863,,,,,,,,,,,2009
0.00266673949626823,,,6.40078961988073e-06,0.0457563214549348,0.94491002707709,12.6195901329625,CI,,,,,,,,,,,,,,,,,2009
0.0011451323004194,,,1.48815330305863e-06,0.0299895633938939,0.958478048151841,6.13841555105029,CL,,,,,,,,,,,,,,,,,2009
0.000378635090526595,,,8.59423484805337e-13,0.000102905736608477,0.969880936714293,6.91827164382375,CLX,,,,,,,0.0525838715519124,,,,,,,,,,2009
0.00148060010550562,,-0.171991713323474,6.48839874355741e-06,0.0820834016713215,0.909251580052111,21.6914633796185,CMA,,,,,,,,,,,,,,,,,2009
0.000235787431171746,-0.918922191185669,0.909038219829647,2.3228882680461e-06,0.0310509495329503,0.960892436172462,6.88804282586361,CMCSA,,,-0.0365563200160378,,,,,,,,,,,,,,2009
0.00170089992801788,,-0.125630697182299,3.81521759623548e-12,0.0505338199483015,0.942737952020698,9.05073250374515,CME,,,,,,,,,,,,,,,,,2009
0.000774214242366299,0.584067036488811,-0.536359392901544,2.92889888843606e-11,0.0303694145263524,0.964784147171558,9.17085771568669,CMG,-0.122802534517161,0.143307002100343,,,,,,,,,,,,,,,2009
0.00139526302276614,-0.930822484855087,0.894547493369145,7.37261404922289e-12,0.0827515312523589,9.95288217786306e-06,14.9749316197798,CMI,,,-0.111377774583751,,0.90485560570424,,,,,,,,,,,,2009
0.0017577166995619,0.943694419261437,-0.999999987033517,4.21301405977686e-06,0.101486960012683,0.881499311681553,59.9995315162752,CMS,,,,,,0.850631100678714,,,,,,,,,,,2009
0.00112471188714613,,,3.21621737077621e-05,0.164131206374734,6.22963442990115e-06,38.6942490910912,CNC,,,,3.60821056846663e-08,0.793149407273902,,,,,,,,,,,,2009
0.00194778621411326,-1.47063468441863,1.53976786924207,6.35628299403626e-06,0.0990639623942988,0.871156879664127,7.65553954603857,CNP,-0.880230109622526,0.127858861322121,0.99217679158967,,,,,,,,0.123346141435558,,,,0.0617566861361867,,2009
0.00170523517466204,-1.68693973757756,1.66658625159193,1.47354499399971e-05,0.122066339815308,0.872457529795228,12.3513417359124,COF,-0.904816176532086,,0.922262695890297,,,,,,,,,,,,,,2009
0.00265503199815571,-0.962864221590594,1.00000000999568,1.56805240158934e-05,0.0558615735412791,0.919179544408515,5.42618271623027,COO,-0.153017504821811,-0.141057109115174,,,,,,,,,,,,,,,2009
0.000811429021816518,1.58787626526534,-1.63198413705794,1.67288381685542e-12,0.0555982921068316,0.938497454471848,22.7602917427896,COP,-0.960584996391854,,1.00341143461242,,,,,,,,,,,,,,2009
0.0022471345320841,,-0.175178574041883,1.03873407090687e-05,0.129076258911497,0.836825494945364,11.1387753154292,COR,,,,,,,,,,,,,,,,,2009
0.000624981393761302,,,3.45404863708312e-13,0.000475423509764395,0.964801733405953,8.08369670372245,COST,,,,0.028956365083152,,,,,,,,,,,,,2009
0.000777946872400893,-0.224026991327198,0.294070835557237,1.15347277135329e-05,2.78764309723796e-08,0.0808209821324031,7.49410901103815,CPB,-0.546912605274322,,0.574380417677892,1.28762853670532e-07,0.772246769853095,,-0.000416442075758104,0.124653846531835,,,,-0.116475534885968,,,,,2009
0.000754197106659487,,,9.9640036956791e-13,4.0911801819766e-05,0.995778052190868,4.40803487604915,CPRT,,,,,,,,,,,,,,,,,2009
0.00175273132120843,,-0.183292957071291,1.422627426571e-05,0.0893748416653213,0.897997348488572,37.5125336993983,CPT,,,,,,,,,,,,,,,,,2009
0.00139417590179314,,,4.26873899399536e-13,0.0282137375543923,0.970669095284955,5.19715238802606,CRL,,,,,,,,,,,,,,,,,2009
0.00340287596769217,-0.84356821538127,0.804014843029442,9.63792585981266e-12,0.00874863613299506,0.986793411363292,7.81122759100118,CRM,,,,,,,,,,,,,,,,,2009
0.00127351982707955,,,1.39875722246703e-12,0.0467476905066414,0.947195265514738,24.5129494235996,CSCO,,,,,,,,,,,,,,,,,2009
0.00130811040753814,,,5.07685592707112e-06,5.32102101623917e-07,0.953111869099219,11.1294494054477,CSGP,,,,0.0331926399114178,,,,,,,,,,,,,2009
0.000824632869024169,,,6.92096893191252e-13,1.09240647874735e-05,0.954600455993109,15.1652180093106,CSX,,,,2.64784431247966e-05,0.00103266845580116,,-0.172295223082823,0.258147344958726,,,,,,,,,2009
0.000957853871506838,,,4.2158865470914e-06,0.0292413004967448,0.958615743841192,4.74723349838067,CTAS,,,,,,,,,,,,,,,,,2009
0.00228095506519519,,,5.14494376862931e-06,0.0398318328503075,0.951923431654718,19.6799859911834,CTRA,,,,,,,,,,,,,,,,,2009
0.00353278755219323,-0.0143517850286022,,5.94277939886148e-12,0.0266480729056986,0.968146874631573,8.57579256919819,CTSH,-0.128327670233004,,,,,,,,,,,,,,,,2009
0.00129511838010281,-0.852140620111152,0.849134098783426,5.93456194858823e-07,0.00165903924201651,0.991815854807335,5.40528208179713,CVS,-0.992295715162148,,0.9850741750726,,,,,,,,,,,,,,2009
0.000641747798021843,-0.0777589770644267,,2.20881991731826e-11,1.63120405029285e-05,0.921222041037247,99.9703678502882,CVX,0.0761481453095004,,,0.0741052482393494,,,,,,,,,,,,,2009
0.000956774870295784,,,8.91156464957459e-06,0.0928205507843827,0.0461087426173347,99.9954178337652,D,,,,0.117886322276846,0.693924678398102,,,,,,,,,,,,2009
0.00256702647768309,,,2.09185822525707e-05,0.0570252130376857,0.932271089941597,6.3204836331388,DAL,,,,,,,,,,,,,,,,,2009
0.00186918254244621,,,4.74560787185796e-11,0.0304351581665049,0.965046642864055,10.3050489128626,DD,,,,,,,,,,,,,,,,,2009
0.00213142108458874,-0.0367816960850563,,7.55332313636906e-14,0.043283087717527,0.950123755614946,92.6514228390009,DE,,,,,,,,,,,,,,,,,2009
0.00270199383219294,,-0.160215396412087,1.95113622800167e-05,0.0812414585428173,0.907905617076184,7.97501434038831,DFS,,,,,,,,,,,,,,,,,2009
0.000839073952049886,-0.0341538884327956,,1.00280104008844e-06,2.27070527535711e-08,0.965896486206176,8.3095018014152,DGX,-0.131888594167923,-0.090475050688841,,,,,0.0476513393706966,,,,,,,,,,2009
0.00122763093535405,,,1.87654943001652e-05,0.0528552685926938,0.93295721607347,8.57786956343192,DHI,,,,,,,,,,,,,,,,,2009
0.00126886488347183,,,1.6887935330448e-13,0.0326184407881,0.961379351097162,8.51760419877562,DHR,,,,,,,,,,,,,,,,,2009
0.00166276388437544,-0.877378877658241,0.872304954648748,1.1862512397225e-12,0.0356563688192152,0.958522334706643,10.9708317136623,DIS,,,,,,,,,,,,,,,,,2009
0.00231642527317623,0.1468704512358,-0.476806535775987,3.68581300044778e-12,0.0748220542848969,0.919638642470893,99.3217788725745,DLR,,,,,,,,,,,,,,,,,2009
-0.000330004862385871,,,6.175818360735e-12,5.91640715774525e-05,0.993095998986999,3.98911038591413,DLTR,,,,7.04956609148432e-05,,,0.206577896611396,-0.199183136471627,,,,,,,,,2009
0.0014512853287685,-0.0198797925393864,,1.33615485290886e-13,0.0456938256999163,0.948853981919307,17.3953927887735,DOV,,,,,,,,,,,,,,,,,2009
0.000614119696931075,-0.0278103939006085,0.0725269008645791,7.4465885638867e-06,0.0437001310258194,0.944418768252518,6.48285178430271,DPZ,0.914544758964482,-0.0928617576863416,-0.973357086568355,,,,,,,,,,,,,,2009
0.0007635261553656,,,8.7768670913707e-07,0.0290195186830864,0.963665459512158,5.72985304154451,DRI,,,,,,,,,,,,,,,,,2009
0.00155692953165268,-0.255635641996761,0.321312680433539,1.5512686223821e-05,0.036083090075551,0.0756880845855844,11.6699466758797,DTE,,,0.121678214241714,0.141854283502739,0.684139295838541,0.88512946820034,,,,,,,,,,,2009
0.00108325034075064,-0.0389133609071381,,5.07061629212951e-06,0.116158268219241,0.849656914520113,59.9989285206965,DUK,0.0117075343165142,-0.0344066363101158,,,,0.905116252019926,,,,,0.0593631160405825,,,,,,2009
0.000494416781466025,-0.808412397997868,0.849217258171294,2.12616653147274e-14,0.017356862095813,0.976662685927713,5.71486387276773,DVA,-0.130254817078388,-0.199754331773309,,,,,,,,,,,,,,,2009
0.00161791233091646,0.197379923561978,-0.229061481868862,3.95105995515427e-06,0.0653309628833065,0.925068273618957,99.9997212777927,DVN,-0.875804526815946,0.0216598247189446,1.12562609309942,,,,,,,,,-0.152019609829532,0.283961855126851,,,,2009
0.0024809196024498,0.552918638369664,-0.615002539842057,3.95949871316695e-11,0.0530789806230672,0.102085728780918,9.90237195033444,DXCM,-0.0212921853794684,0.0967370776406382,,,0.834567678865621,,,,,,-0.111278154577881,,,,,,2009
-0.000407373685712085,-0.172029905727423,0.160870879076958,4.48073483020439e-06,0.035926125992661,0.953115678106508,10.7944612064935,EA,0.500909234191471,-0.0811911144421878,-0.560508935491975,,,,,,,,,,,,,,2009
0.000917453192829903,,,9.13793428350414e-11,0.0217440660654498,0.972531577017056,5.7210355332989,EBAY,,,,,,,,,,,,,,,,,2009
0.000764069313940767,-0.113945309938051,,1.0487343999415e-12,0.0282031902615944,0.966754478175609,10.8349491178814,ECL,,,,,,,,,,,,,,,,,2009
0.00145243603897424,,-0.0869178144735653,2.31752529657948e-06,0.0608251572650556,0.920167803343216,6.56178629726722,ED,,,0.0340766160137966,,,,,,,,,,,,,,2009
0.00099101021114904,,,1.43463960876071e-10,0.0372094011079002,0.957561621581784,14.2922885226545,EFX,,,,,,,,,,,,,,,,,2009
0.00103037594491518,,-0.119693561017018,7.63940485863481e-07,0.0683364698133666,0.926138575683238,5.52413327456551,EG,,,,,,,,,,,,,,,,,2009
0.000717559968159004,,,9.53075903219754e-07,0.034472604515489,0.95769966365974,11.3975395916866,EIX,,,,,,,,,,,,,,,,,2009
0.00253438540745414,0.114915327656985,,3.06230731410017e-06,0.0236897877778018,0.966581021566365,4.54445313498409,EL,-0.0670993817723621,,,,,,,,,,,,,,,,2009
0.00197028127804345,,,1.73665273311724e-05,0.0903257593846523,0.881329639605329,15.622121771369,ELV,,,,,,,,,,,,,,,,,2009
0.00241030132353029,,,1.28061993269771e-10,0.0486075151107857,0.947135165752755,6.95054790351399,EMN,,,,,,,,,,,,,,,,,2009
0.00131082064684131,-0.67611017204572,0.652006811143077,1.93784288412345e-15,0.0424746708619149,0.951795970308127,83.3644693344056,EMR,,,,,,,,,,,,,,,,,2009
0.0022009701913738,-0.07703661707973,0.12486273535368,2.83995893296498e-06,2.09364337375004e-08,0.134874730901485,23.6716470176561,EOG,-0.7764788121727,,0.899819399176949,0.0975534240874857,0.756020501245872,,,,,,,,,,,,2009
0.00293003300736493,0.0615275847321372,,1.50494817788276e-06,0.0485412269948221,0.941436999406497,41.3148437218428,EQIX,,,,,,,,,,,,,,,,,2009
0.00167961283732048,,-0.229616203386887,1.24331959596924e-05,0.0989109667281011,0.891200788886136,99.9995832985345,EQR,,,,,,,,,,,,,,,,,2009
0.00130235776489841,,,1.16625129465741e-06,0.0448529527621248,0.948410172013278,15.8431957983711,EQT,,,,,,0.879411667734003,,,,,,,,,,,2009
0.000992641909554095,,,3.08767253880696e-06,0.0658438378450726,0.917157602123071,10.6395650404743,ES,,,,,,,,,,,,,,,,,2009
0.00130216421823201,,-0.211668745795188,4.56513485863288e-06,0.0863782468726072,0.905625133490297,24.936841609948,ESS,,,,,,,,,,,,,,,,,2009
0.000488340267117668,,,2.6037774081197e-06,1.69081323799654e-08,0.954393030742372,9.4812584029563,ETN,,,,,,,0.0823112032426695,,,,,,,,,,2009
0.000439075286237662,,,5.83145162004019e-08,5.96815900065287e-05,0.959873310651668,49.6194991580708,ETR,,,,0.036195295837893,,,,,,,,,,,,,2009
0.00159464457001072,,,1.50444335492656e-12,0.013253168578514,0.980738772567682,4.12581486541344,EW,,,,,,,,,,,,,,,,,2009
-0.000144061547562404,,,1.71389982199639e-07,0.0524132292009966,0.943048216484484,99.9908555188007,EXC,,,,,,,,,,,,,,,,,2009
0.000704478796784646,,,2.14969849739162e-12,3.22174041600534e-05,0.936960036702108,8.44749429527385,EXPD,,,,0.0580379922659251,,,,,,,,,,,,,2009
0.00375668892833601,0.0412061970485224,,3.3415001070747e-06,0.0313796098048056,0.959649958009417,6.60748317469084,EXPE,,,,,,,,,,,,,,,,,2009
0.00180145435087045,,-0.123346535564415,1.57187346338876e-05,0.0981506507217736,0.888922754707819,99.9988368698412,EXR,,,-0.075419859280933,,,,,,,,,,,,,,2009
0.0039718339042708,0.104137345984622,,3.47831951181072e-06,0.107534777090549,0.891458526663834,10.5222741162148,F,,,,,,,,,,,,,,,,,2009
0.00160886811048484,,,4.20676723775335e-12,7.40669884295103e-05,0.933098558748212,10.9257460851595,FAST,,,,0.0614731722413208,,,,,,,,,,,,,2009
0.00347608951090063,0.708902307791439,-0.723973885967572,1.73570847174845e-14,8.71760627449196e-05,0.963358401637325,72.5316925579443,FCX,0.11674888036241,-0.0317885641117485,-0.155489175061751,0.0304129216425358,,,,,,,-0.0197932700109214,,,,0.199435381246094,-0.203928438536961,2009
0.00210832434165357,-0.88210049462204,0.900827196651401,1.32748990051013e-06,0.014653929705879,0.978107629344956,5.08572922631002,FDS,,,,,,,,,,,,,,,,,2009
0.00190402241654843,,,7.4362796076746e-06,0.0572246072023044,0.931767590021373,18.2894889457753,FDX,,,,,,,,,,,,,,,,,2009
0.00136360695255264,0.214311651382228,-0.163799076255915,5.17115084931472e-06,0.0513278844163487,0.928305527006612,6.93116650439115,FE,-0.780851491989945,,0.67609085548538,,,,,,,,,,,,,,2009
0.00231084341810153,,,2.82873792434009e-12,0.00472542001928417,0.99146256153697,9.03437486462852,FFIV,,,,0.00112634089891725,,,,,,,,,,,,,2009
0.00142001639839008,-0.0836952143899412,,2.04728096077599e-07,9.02822257741155e-10,0.943584927689966,5.83150153342246,FI,,,,0.0517060890350142,,,,,,,,,,,,,2009
0.000816392656481854,,,3.16093393024863e-05,0.0993741928405432,0.185244575765526,4.48066716174004,FICO,,,,,0.680411663278513,,,,,,,,,,,,2009
0.00116647787158881,-0.0968418135740615,,1.64950845178424e-05,0.10411452775925,0.213048690804504,4.5584616403908,FIS,,,,,0.634623745813538,,,,,,,,,,,,2009
0.00125835204654981,-1.0730648747306,1.12208313325367,6.97766904462129e-05,0.190316827097373,0.808683173854117,5.28217003715614,FITB,-0.895407004211813,,0.950456679074669,,,,,,,,,,,,,,2009
