mu,omega,alpha1,alpha2,beta1,beta2,shape,tick,ar1,ma1,ma2,gamma1,gamma2,skew,ar2,ar3,ma3,eta11,eta21,ma4,label
0.000934338649456568,2.39866133192798e-06,1.89219519536097e-08,8.0568106731068e-08,0.0737269130244428,0.925272986656454,2.54317682899102,A,,,,,,,,,,,,,2007
-0.0047613633388325,8.46207893338539e-06,0.0464744325223308,,0.951688291724206,,7.72679722626076,AAL,,,,,,,,,,,,,2007
0.00434387746173157,0.000160364865349612,0.259631595945782,,0.462466962432221,,5.61575627075319,AAPL,-0.938962045293717,1.00000000999946,,,,,,,,,,,2007
0.000371470751575408,2.86242729614293e-07,4.24973650962199e-08,,0.998999852794196,,5.37474203629526,ABT,,,,,,,,,,,,,2007
0.000463497617783377,1.11169401788359e-05,0.177295537970759,,0.781898224082167,,5.55502812100425,ACGL,,,,,,,,,,,,,2007
0.000301252485409493,1.93234100499326e-06,0.0450013205714202,,0.953998672675823,,7.10622568983844,ACN,,,,,,,,,,,,,2007
0.000478558819133714,3.25003562916528e-07,6.57574728583511e-09,,0.998999918204612,,6.15242748107299,ADBE,,,,,,,,,,,,,2007
-0.000340552115948613,1.0748871378281e-06,0.00827555496351626,,0.989142052465646,,3.79450996237831,ADI,,,,,,,,,,,,,2007
0.000964367443238899,4.45089764067355e-07,4.44412971290307e-09,,0.998999934473428,,5.49216034596014,ADM,,,,,,,,,,,,,2007
0.000226157981086956,5.36961434038895e-07,4.86318245731142e-07,,0.434144410181412,0.564854135728373,4.04824872213393,ADP,,,,,,,,,,,,,2007
0.00118437101958801,2.18046005916522e-05,0.0600000288748956,,0.87133183600876,,10.347064301367,ADSK,,-0.0857202486663533,,,,,,,,,,,2007
0.000605501632511136,5.64269402336961e-06,0.116845134756648,,0.849150869457939,,6.34182223694376,AEE,,,,,,,,,,,,,2007
0.000953972142953248,6.80366068821635e-06,0.108593386677074,,0.856471636162743,,11.4183270442738,AEP,,,,,,,,,,,,,2007
0.000831697368009357,2.70592000900513e-05,0.0326715888686894,0.0529154524560302,0.834147981723504,,11.7723526513718,AES,,,,,,,,,,,,,2007
0.00106564509653671,1.12363578813346e-05,0.192691737174799,,0.141775666280662,0.664532158224161,3.37684214247433,AFL,,-0.144249690619128,,,,,,,,,,,2007
6.85251546812383e-05,3.40538948074144e-06,0.158029939442773,,0.840970054984968,,3.81875967874915,AIG,,,,,,,,,,,,,2007
0.000921708223548114,4.49595352365245e-06,0.052138279317753,,0.946861716443704,,2.89182243061262,AIZ,,-0.171356544588959,-0.0294978850208655,,,,,,,,,,2007
-0.0010207071050763,1.4999231616315e-05,0.125350985037236,0.0534501078853497,0.777747752639521,,3.41714028472974,AJG,,,,0.290142214894644,-0.2586533274119,0.7835463091978,,,,,,,2007
-0.000205812005544109,8.50049695719068e-06,0.0349426565610049,,0.960285958292499,,3.89076924611925,AKAM,,,,,,,,,,,,,2007
0.000457027886805427,8.65058936603704e-06,1.38276243112395e-10,,0.998999991100375,,2.29910722639096,ALB,,,,,,0.900818344688904,,,,,,,2007
0.000816146904779364,2.36053001125952e-05,8.34142707088465e-09,,0.998999990249697,,2.15959754921128,ALGN,,,,,,,,,,,,,2007
-0.0022329646456307,2.27485873082844e-06,0.0312457031725703,,0.967754260447607,,4.87282199580309,ALK,,,,,,,,,,,,,2007
-0.0001342780492878,5.95935827513444e-06,0.142889021264932,,0.856110844571953,,3.4252780372109,ALL,,,,,,,,,,,,,2007
-8.53032864501756e-05,1.36575341863339e-06,0.013786570858046,,0.984647973240158,,6.67189642381997,AMAT,,,,,,,,,,,,,2007
-0.00182746299275426,7.91629756254766e-07,0.0208244391247779,0.0239320559163196,0.18906970780985,0.76150579814701,5.87112723304103,AMD,0.0441003089365507,,,0.195285019923942,-0.192902099625432,,,,,,,,2007
0.00126561617118797,7.81069363786195e-07,1.93572563681334e-08,,0.998999941295762,,3.57837793341749,AME,,,,,,,,,,,,,2007
-0.000918296127573029,5.96894485887359e-07,9.54435843480567e-09,,0.998999886230214,,3.62782373579723,AMGN,,0.130656425828621,,,,,,,,,,,2007
0.00188222921361808,2.16047687036791e-05,7.8007780023898e-08,0.179801709576091,0.788551169140462,,7.23484467241544,AMP,-0.228425735688894,,,,,,,,,,,,2007
0.00103483811243995,7.42649805775018e-06,0.161287288358573,,0.826757233139501,,6.52178164384554,AMT,,,,,,,,,,,,,2007
0.00139194834409034,1.64860750139956e-06,0.0204742505689968,,0.978525723827078,,2.61748853519886,AMZN,,,,,,,,,,,,,2007
0.000947487638684788,5.38984619223809e-06,0.0547464538335083,,0.944253425623478,,3.47008729872141,ANSS,,,,,,,,,,,,,2007
0.000700433423347677,1.54987458687174e-06,1.54583725483467e-06,,0.99899687026498,,2.68559927880135,AON,,,,,,,,,,,,,2007
0.000344906603206722,6.14773859510211e-06,0.0635068736955253,,0.935493124594056,,3.08536669344834,AOS,,,,,,,,,,,,,2007
0.00188996223588408,7.0732887878302e-06,0.0646693203549401,,0.911092840259577,,59.9999764587366,APA,-0.00689419365728939,,,,,0.919482334259734,0.0677552982662926,-0.069974275608665,,,,,2007
0.00130084142615443,2.0591732468982e-06,0.0598139547246416,,0.939185954105986,,4.52596675189357,APD,-0.106391147822394,,,,,,-0.0489574388909338,,,,,,2007
0.00108050015632885,9.54795703268294e-06,0.0519647330765296,,0.914541650122102,,6.67485057101661,APH,-0.0396411187335559,,,,,,-0.0757705892544384,,,,,,2007
0.000824860474756879,9.88548403172647e-06,0.0822003956059272,,0.892275026532763,,9.25769646403964,ARE,,,,,,,,,,,,,2007
-1.12677447732527e-05,1.40313039030777e-05,3.71334681621072e-09,,0.830217156876077,,4.78682654360917,ATO,,,,0.085802216787238,,,,,,,,,2007
0.00170422613572803,0.000106949254778603,0.106999990565061,,0.696408499087343,,5.7835419237338,ATVI,,,,,,,,,,,,,2007
-0.000532751737739075,2.75612335080163e-05,0.0985431592014781,0.0160477355967033,0.836891087630893,,16.2575411087279,AVB,,,,,,,,,,,,,2007
-0.000135984087884796,3.51896775631212e-06,0.0775975716454988,,0.921402423831628,,3.23907764058369,AVY,1.17069722318201,-1.18582812595198,0.998112080841193,,,,-0.932755409733067,,,,,,2007
0.00328950750405823,2.42874624491301e-05,0.126940773544461,1.27432831304359e-07,0.864471731007899,,8.07632452313777,AXON,,,,,,1.46113597054521,,,,,,,2007
-4.17217923642129e-05,6.42144491784731e-06,0.116344466283856,,0.882655336498179,,5.4726766882175,AXP,,-0.14764978817478,,,,,,,,,,,2007
0.000999939463454708,1.70813160869699e-05,0.230147321776301,,0.768852670796916,,3.23284113196578,AZO,0.923576943118564,-0.976444893621601,0.859633572224755,,,,-0.791557625301858,,,,,,2007
0.000425662798433853,1.33362945453717e-05,0.0747998745033381,,0.849450921962519,,6.6592280516727,BA,,,,,,,,,,,,,2007
-0.000218651869731481,6.41296949675735e-06,0.156959041233504,,0.842040805523364,,3.52192249630507,BAC,,,,,,,,,,,,,2007
0.00111553919684836,8.44456165985182e-06,0.0923445997203308,,0.891730867815071,,3.85953608048791,BALL,,,,,,,,,,,,,2007
