mu,omega,alpha1,beta1,gamma1,skew,shape,tick,ar1,ma1,ma2,alpha2,beta2,ar2,ar3,ar4,ar5,ma3,gamma2,eta11,eta21,ar6,ma4,ar7,ar8
0.000546039473787285,4.15729265012989e-05,0.0502636202933162,0.626065037185843,0.220916646148567,,5.33805026668373,AVY,,,,,,,,,,,,,,,,,
0.000469815963243823,1.89569563225403e-07,7.44117201203407e-06,0.998982797515091,,0.798097196731306,4.88682844498854,AWK,,-0.084621228577735,,,,,,,,,,,,,,,
0.000185884561746562,2.00072625630478e-05,4.23291745579302e-14,0.851509872542927,0.0806519837359498,,3.43510588213989,AXP,,0.0762312157642558,,,,,,,,,,,,,,,
4.16703807641718e-05,2.21147831528273e-05,8.65490195484496e-11,0.754715537476049,0.207135943241623,,4.78188236573822,AZO,,,,,,,,,,,,,,,,,
0.000773307511422001,2.73402499090458e-05,0.14542530399669,0.727012137807398,,,4.83230136062907,BA,,,,,,,,,,,,,,,,,
0.000332119161148392,1.8134846403946e-05,0.0548922068973169,0.821616022595306,0.148837296976905,,6.83594801049343,BAC,,,,,,,,,,,,,,,,,
0.000479745663344233,0.000118542432749599,0.291491117388643,0.220485131782587,,,3.41492415207051,BAX,,,,,,,,,,,,,,,,,
0.000254214744759207,9.62808511072034e-05,3.73374141358737e-14,0.712386467883908,0.193766833197143,,3.26586432130073,BBY,,,,,,,,,,,,,,,,,
0.00067431624037982,1.53137234626254e-05,0.108245209089439,0.786392992031377,,,5.72093002044386,BDX,,,,,,,,,,,,,,,,,
-0.000926081675814237,1.57958808516772e-06,0.00632829821201833,0.951120715759007,0.0767242197749021,,5.65990481570256,BEN,,,,,,,,,,,,,,,,,
-0.000420970913404621,1.49458368885215e-11,8.66266529616013e-06,0.992042297445176,0.0119822083005081,,3.35462725384503,BIIB,,,,,,,,,,,,,,,,,
0.00036533596819021,1.558354830775e-05,0.0278267648323459,0.775223968214401,0.30248788440834,,3.77153239647116,BIO,,-0.130052499218724,,,,,,,,,,,,,,,
0.000313032018966742,1.40938468087258e-05,0.0639045524523169,0.791273770152767,0.200819470919271,,5.06288286189576,BK,,,,,,,,,,,,,,,,,
0.000492020625563139,5.69841668811552e-05,0.0907356320119758,0.741307668855595,,,3.21431032149817,BKNG,,0.0733942684764079,,,,,,,,,,,,,,,
1.96258738633284e-05,1.7512842616783e-05,0.150955675392122,0.776547712424387,,,6.49868146087762,BLK,,,,,,,,,,,,,,,,,
0.000375912160651652,2.40931342231965e-06,1.40092753513788e-08,0.9699843731814,0.218579025677804,,4.29349672779354,BLL,0.940881180201816,-0.984620185753032,,5.97751400045708e-09,,,,,,,-0.183088681657186,,,,,,
0.000444126456371205,8.76743493801649e-07,0.16886249303803,0.127413678267319,,,3.77591955302935,BMY,,,,,,,,,,,,0.996664555103279,0.00035020854966777,,,,
0.000849135793679916,2.69543655385903e-07,0.00104152402275273,0.996799961909783,,,5.0224418944306,BR,,,,,,,,,,,,,,,,,
0.000597775079269523,3.43674429664456e-05,8.93247449707937e-14,0.7361380259195,0.301725248927821,,4.63659176583268,BSX,0.0398287238416935,-0.154661264805082,-0.297558234284218,,,0.252546957936774,,,,,,,,,,,
-3.31792777522221e-06,8.62211332084413e-06,0.0618797134408157,0.92322466319335,,,4.25084433595306,BWA,,,,,,,,,,,,,,,,,
0.000433780985679781,2.77235929528847e-05,0.14075254627913,0.700413492726494,,,6.40502580682422,BXP,,,,,,,,,,,,,,,,,
0.000310429254997131,2.3509651795869e-05,0.0368909157195095,0.774176878740791,0.268686346076855,,4.49229310144697,C,,,,,,,,,,,,,,,,,
0.000616408531642354,2.74162018416047e-05,0.00250117557261418,0.869668152858155,,,3.19058221756056,CAG,,,,,,,,,,,,,,,,,
0.000192241736533872,4.01295287020504e-05,1.45884706112677e-09,0.684293567472241,0.237329887552509,,4.50421835015015,CAH,,,,,,,,,,,,,,,,,
-0.000182105092319444,5.52011669974273e-06,3.52018533646451e-07,0.938303625313073,0.0875245654534819,,5.29084337575926,CAT,0.0218187467598832,,,,,-0.00467740877754274,-0.0660226575958646,,,,,,,,,,
-1.11445623553845e-05,1.06929129932692e-05,0.031791813128027,0.772276166039836,0.241724869673605,,5.7323428102538,CB,,,,,,,,,,,,,,,,,
0.000498995814971521,4.80201095736183e-05,0.117111304159386,0.540776169124342,,,6.16956329105987,CBOE,,,,,,,,,,,,,,,,,
0.000134275503675915,2.2220669409153e-05,0.0149568672012745,0.850213805825573,0.157279280960413,,4.3684141883727,CBRE,,,,,,,,,,,,,,,,,
0.000315428682157159,1.01450276086731e-05,0.076936338463118,0.841900596648111,,,5.58632689742341,CCI,,,,,,,,,,,,,,,,,
0.000505838993365778,4.99312407604412e-05,4.04574460833264e-13,0.738603745451343,0.168106089166527,,5.1812520236695,CCL,,,,,,,,,,,,,,,,,
0.000669395079995938,0.000109720200685629,0.233986271596198,0.268931489631568,,,3.9210431990146,CDNS,0.967399052552917,-0.99999999,,,,,,,,,,,,,,,
0.000806045074405967,1.08501235592791e-05,0.0527720362836038,0.909286254967923,,,3.3350346040813,CDW,,0.0567616365582178,,,,,,,,,,,,,,,
-5.94090882759828e-05,1.74001694590007e-05,7.00718644197309e-09,0.882172766821623,0.13679598138688,0.8434777264238,3.99766409273303,CE,,,,,,,,,,,,,,,,,
0.000197233265866141,1.93072312156061e-05,0.0759584486758797,0.854697688185189,,,4.19422072248495,CERN,,,,,,,,,,,,,,,,,
-0.000322298039738704,0.000443760802317142,0.459795430027478,0.458106224183028,-0.459920686781746,,3.24581240894772,CF,,,,,,,,,,,,,,,,,
0.000962074608633064,2.38089350378343e-05,0.0275980244287153,0.801412984456987,0.18902043256073,,6.83175354448536,CFG,,,,,,,,,,,,,,,,,
0.00026027086733391,9.19374045398679e-05,0.20613308456444,0.183751936520011,,0.830313937181058,3.9622373211711,CHD,,,,,,,,,,,,,,,,,
0.000577953970411321,1.07750423042612e-08,0.234520843374536,0.452740974501069,,,2.76866470754176,CHRW,0.796757827175204,-0.864371959732826,,,,0.0355292236337806,,,,,,0.999985079304979,0.0108042176976092,,,,
0.000507656080326498,0.000114396064867838,1.41002244376707e-10,0.431028949502448,0.0445667416270017,,4.1770315172419,CHTR,0.79382459832315,-0.844033023514023,,0.042443342485678,,-0.00992533376402067,,,,,0.449787211675944,,,,,,
0.000633650440235947,2.16891448938735e-07,0.286614221184253,0.131925143758051,,,4.65562628915388,CI,,,,,,,,,,,,0.9992847850556,0.00192308525903842,,,,
0.000715690168721025,1.60762973285951e-05,0.0070481694000441,0.724535389549145,0.283426957852204,,6.9243380496327,CINF,,,,,,,,,,,,,,,,,
0.000336742733422027,4.23888305195821e-05,0.379561505765106,0.345726834584656,,,3.58725357378151,CL,,-0.124735136275246,-0.102712548684511,,,,,,,,,,,,,,
0.000552443949080977,4.97455951971448e-05,0.172226488428664,0.336680821756209,,,6.27382193361309,CLX,,,,,,,,,,,,,,,,,
0.00112164134495984,3.58569988942495e-05,0.180235720918954,0.731095028037674,,,6.2891778232152,CMA,,,,,,,,,,,,,,,,,
0.00037927398307982,2.41027473915178e-06,4.66078815211748e-09,0.928764866821614,0.106671122081309,,6.15739986706743,CMCSA,0.841011423898232,-0.819676035013564,0.934279374830138,,,-0.961976480126079,,,,,,,,,,,
0.000601709800869314,9.59848818214212e-06,0.11456538839932,0.844501197718605,,,4.49973343490447,CME,,,,,,,,,,,,,,,,,
-0.000877450000891742,2.8869295690762e-06,0.0210624868823393,0.977937509806732,,,2.92295709467897,CMG,,,,,,,,,,,,,,,,,
0.000175985675333688,9.80536479494524e-06,0.0701656362403554,0.902319563056669,,,3.52934482225317,CMI,,,,,,,,,,,,,,,,,
0.000509841222919234,1.60273304047712e-05,0.0533889470461724,0.837100605092084,,0.813689167978351,6.2204776540323,CMS,,,,,,,,,,,,,,,,,
0.00149202480218902,5.51364357854467e-05,0.0762873092187184,0.934441828842125,0.763140375581063,1.02268007048737,2.42311157023661,CNC,,,,5.63619016215407e-06,,,,,,,-0.786211633244851,,,,,,
0.000593583311236608,6.03882472169275e-05,0.175901087545993,0.511762052177118,,,6.26437233523437,CNP,-1.30191808595234,1.17472455240032,0.411215556457933,,,-0.535924693938519,,,,,,,,,,,
0.000538316985400523,2.72098208029373e-05,0.195027805395596,0.727685400141973,,,4.56643017541882,COF,,,,,,,,,,,,,,,,,
-0.000840273506484476,1.51972074099863e-06,1.58086671411726e-08,0.952701336491755,0.0925972926226722,,6.5407056957584,COG,0.864987588831244,-0.929084088725387,0.951317282355796,,,-0.884999858958094,,,,,,,,,,,
0.000355702787808772,2.36476114022273e-06,8.59176375072054e-09,0.968410484867379,0.0385507033649318,,4.71036834566802,COO,,-0.00590853328302175,-0.0703696588490553,,,,,,,,,,,,,,
-0.00133215454223251,4.00673879074312e-06,0.0152656993260309,0.923986569612084,0.119495442655056,,9.99605968942924,COP,,,,,,,,,,,,,,,,,
9.39402029859725e-05,1.5254742530802e-06,5.39701431031623e-07,0.955515554194567,0.0671498887744461,,4.16337911319397,COST,0.839812990439964,-0.811150310678549,0.730578536887964,,,-0.807106457513966,0.00034738740608934,,,,,,,,,,
0.000588140496684965,3.18661985291178e-07,3.62821834606979e-05,0.998050867093017,,,4.15053979648696,CPB,,,,,,,,,,,,,,,,,
0.000449969214396469,8.21024239178242e-05,0.172215845802089,0.271113708848048,,0.9410172080571,4.66790197906308,CPRT,,,,,,,,,,,,,,,,,
0.00013169178592165,4.01409558010728e-05,0.0186110903704884,0.779707861068263,0.253149955035508,,3.42562102732363,CRM,,-0.127168970944852,-0.0715232006566117,,,,,,,,,,,,,,
0.000112113237621633,1.40546271967965e-05,0.000890823736347051,0.811593576289229,0.254604357826773,,4.64266062976931,CSCO,-0.421268267527055,0.410308310787941,,,,-0.0250147473613229,0.0763554668473941,,,,,,,,,,
2.41156701252157e-05,1.37699712164568e-05,0.0760980754397791,0.876366425111465,,,7.89091574149113,CSX,,,,,,,,,,,,,,,,,
0.00084141603841948,1.75653775027203e-05,5.3499044631702e-09,0.764016738357303,0.286905029216708,,3.60180897241643,CTAS,,,,,,,,,,,,,,,,,
0.000621778887545175,2.05222464589571e-05,0.0412400143556149,0.91939889039448,,,3.83743563915646,CTLT,,,,,,,,,,,,,,,,,
0.000488781804229836,0.000108954225519278,0.197142700634575,0.50362981561474,,,3.51332242615085,CTSH,,,,,,,,,,,,,,,,,
-0.000100505763138371,2.33414725930067e-05,6.97224684632576e-12,0.85923475199374,0.161275194773714,0.836826305869088,3.76805747960173,CTXS,,,,,,,,,,,,,,,,,
5.54751616062119e-05,5.07266927700494e-06,0.0341096440458498,0.933683670608371,,,4.2361633244688,CVS,,-0.105639896865873,,,,,,,,,,,,,,,
-0.000144190100593031,1.39329471315552e-06,0.0162470219523441,0.928766868442662,0.104166158369142,,13.1343996603785,CVX,,,,,,,,,,,,,,,,,
7.73489233475766e-05,1.0946418861359e-07,9.3650628964061e-08,0.998999877132177,,0.823944813237709,8.22582913885636,D,,,,,,,,,,,,,,,,,
0.000463196990611883,5.76148776718548e-05,0.0564215782557384,0.797715775506493,,,7.13727910566308,DAL,,,,,,,,,,,,,,,,,
0.000451561120281628,2.70674456580425e-05,0.231938072196391,0.699535603300076,,,3.85772919201534,DD,,0.00581938395766835,,,,,,,,,,,,,,,
-0.00022839199695241,2.09577050450519e-06,0.00137129201711715,0.966591840377327,0.0608833225020445,,3.33082694475888,DE,,,,,,,,,,,,,,,,,
6.84006979204166e-05,1.89445677546103e-05,0.00826847361391033,0.84299203399785,0.121877706361353,,4.42218791734529,DFS,,,,,,,,,,,,,,,,,
0.000475554411430018,5.80376449029937e-05,0.0227189628315291,0.635536600258708,0.237541216451574,,3.53938232165105,DG,,,,,,,,,,,,,,,,,
0.00062732551306327,4.46347049802503e-06,3.49307368533353e-08,0.915509632498861,0.116743499580998,,5.45035579732462,DGX,-0.128136927124063,,,,,-0.0583359800982411,,,,,,,,,,,
0.000337434550708156,1.85291256973983e-05,0.101387880526899,0.84614562329932,,,7.369627194623,DHI,,,,,,,,,,,,,,,,,
0.000357590733827443,3.66959257581312e-06,0.0740149828202914,0.936549211692942,0.0194439364566249,,3.75153070734324,DHR,,,,0.0472399447863086,,,,,,,-0.138293386693061,,,,,,
0.000575537641331406,8.87139323765717e-06,0.000635507105790344,0.851272685889359,0.168053486661919,,4.11229575397759,DIS,0.900602478235979,-0.93749910880844,1.00046895118365,,,-0.952879687273045,-0.0401217029498807,,,,,,,,,,
-0.000451403109564629,2.58168845481828e-06,0.0291467272500865,1.37189811026459e-08,,,5.57767890064902,DISCA,,,,,0.963679847266547,,,,,,,,,,,,
-5.33991220049506e-05,0.000106599272635663,0.160764218445794,0.54405207541802,,,6.04931532159533,DISCK,,,,,,,,,,,,,,,,,
-0.000568379847153695,4.03892381984932e-05,0.14708614363172,0.741022339742833,,,5.37193599249333,DISH,,,,,,,,,,,,,,,,,
0.000939862010124046,1.7854034708768e-05,0.0787544188897178,0.832712317864025,,0.842434386834598,7.86656063182839,DLR,,,,,,,,,,,,,,,,,
0.000411254134007056,5.68922538639639e-06,9.14439829191867e-10,0.95146282157169,0.0595202343290169,,3.50774465202189,DLTR,,,,,,,,,,,,,,,,,
-0.000246924822341994,3.7586336604476e-05,0.114754756171827,0.744189161332882,,,4.28961502763774,DOV,1.91327165850694,-1.91001296989754,0.912779572180342,0.0261170697174239,,-0.957599666414653,,,,0.0381603426214448,,,,,,,
0.000680878984193525,7.49529862253685e-05,0.100896386445841,0.143646769200719,0.42124271670631,,3.32745278698483,DPZ,,,,,0.344779771102111,,,,,,,,,,,,
0.00107174713514765,3.26153052221801e-05,0.156855380814582,0.662090265273993,,,7.08238159745174,DRE,,,,,,,,,,,,,,,,,
0.000715056014774231,1.32737268114936e-07,9.76289968826917e-09,0.998999947888962,,,4.54391437674927,DRI,,,,,,,,,,,,,,,,,
0.00034348322768394,1.34230596744344e-05,0.0437416097701227,0.858471885476922,,0.796517125754356,7.12146752843239,DTE,,,,,,,,,,,,,,,,,
1.50628710079233e-05,1.6629032815721e-05,0.0384309801125991,0.840008364547884,,0.8082715100805,6.12273173043977,DUK,,,,,,,,,,,,,,,,,
-0.000543904224401848,1.97448703032676e-06,1.20301165828151e-07,0.939006153589006,0.104401856549604,0.845109618113945,4.41658912441211,DVA,,,,,,,,,,,,,,,,,
-0.00126311262523469,2.55198363955901e-06,3.98901945759444e-09,0.944272106202927,0.109455718031093,,11.4817769669926,DVN,,,,,,,,,,,,,,,,,
0.000621713070616285,7.23144701592102e-05,8.86583368862446e-11,0.764940603515226,0.312762778619608,,3.51483041554069,DXCM,,,,,,,,,,,,,,,,,
0.00069590522361493,1.70570224016974e-05,2.31035654102616e-08,0.897947490840627,0.113307324959882,,4.57663196817884,EA,,,,,,,,,,,,,,,,,
0.000954437212002027,1.38270832726485e-06,2.05469031618798e-11,0.884824944553666,,,2.55035233371138,EBAY,,,,8.76927807374034e-10,0.00347269456625525,,,,,,,0.995677113867693,0.000591444054433778,,,,
0.000376816504905231,6.70248355717455e-06,0.119175934116272,0.840158902231435,,,5.23530989582386,ECL,-0.96182579667853,0.850701259011579,0.976912805536877,,,-1.02651269494824,-0.0950863100862829,0.00270184077964089,,,,,,,,,
0.00030000585936134,1.35964718904084e-05,0.0397491339227856,0.863588181275197,,0.756719133310624,6.70410609351586,ED,,,,,,,,,,,,,,,,,
0.00095918440067074,2.08250647190748e-05,1.27136278022743e-11,0.75076251870891,0.260859563495258,,4.29443296421031,EFX,0.398426096266145,-0.42799935602697,-0.06722488679957,,,,,,,,,,,,,,
0.000622275102140254,3.58721367007888e-07,0.0013924224615254,0.995866410539204,,,6.82243424765956,EIX,,,,,,,,,,,,,,,,,
0.000186278030013131,2.87846430141979e-05,0.205443215794397,0.648983811446323,,,4.33854031628455,EL,,,,,,,,,,,,,,,,,
4.49856047549356e-05,1.00519188719349e-05,0.0415725183320624,0.919296174755342,,,7.17504136661337,EMN,,,,,,,,,,,,,,,,,
-0.000518639232869894,7.05414125649823e-06,3.69691170978921e-07,0.929561700690271,0.0803181433862456,,5.06111629217199,EMR,,,,,,,,,,,,,,,,,
-0.00442851552519592,2.55841450532788e-05,0.0250825608357456,0.969031060054655,,,3.01391075060432,ENPH,,,,,,,,,,,,,,,,,
-0.000517937275772649,7.34314371903049e-06,5.86254030079651e-08,0.931635977504252,0.121160063155405,,6.09147389016839,EOG,0.864612260188388,-0.923384890030201,0.366991617509947,,,-0.373330073072503,,,,,,,,,,,
0.00131675096571033,1.59835661447969e-05,0.0907983289580911,0.841423792998412,,,5.35046287491993,EQIX,0.736227942894101,-0.777513670387165,,,,-0.0597452136424618,,,,,,,,,,,
-0.000107822415912566,1.12762834852148e-07,9.80367380086671e-07,0.998998040574703,,0.767903310476235,8.48049179517951,EQR,0.676907353627373,-0.758337333100618,,,,,,,,,,,,,,,
8.21683268968278e-05,1.4897248307185e-05,0.0565079564845407,0.84198278300403,,0.732318195042137,7.55821289803515,ES,,,,,,,,,,,,,,,,,
0.000276530221858279,2.39609577336514e-05,8.7105450484608e-09,0.775761358532684,0.148598908463875,0.806111691823148,10.6441871497626,ESS,,,,,,,,,,,,,,,,,
-0.000261145155071121,1.37197336257524e-05,0.00168584961621358,0.836748559845562,0.23384113260472,,5.45606525538671,ETN,,,,,,,,,,,,,,,,,
-0.000275658744148729,4.20951701595165e-06,0.026077139421715,0.947474373580929,,0.807822214158903,6.35542022489386,ETR,,,,,,,,,,,,,,,,,
0.00112011004345639,1.20342787725458e-05,0.310744208124337,0.229545068383194,,,2.76786131750033,EW,,,,,,,,,,,,0.979799111851576,0.00229146283277451,,,,
-0.000228438764361666,1.51045720067019e-05,0.0740640909628519,0.861345188920047,,0.847951668294171,7.2936681536226,EXC,,,,,,,,,,,,,,,,,
0.000597141407395275,1.07089385045756e-06,0.0350793314605801,0.960979106027684,,,4.0169100405716,EXPD,-0.0872726022202295,,,,,-0.0472485267291115,-0.0695260617512976,-0.0686025887146225,-0.0529770147045933,,,,,0.0942157509072084,,,
-0.000475475824503698,3.18142303134302e-05,0.00186151537226233,0.874221610412677,0.160994283167402,,3.29181368768713,EXPE,,,,,,,,,,,,,,,,,
0.00105995050251041,2.75676744634321e-05,0.0995289185691525,0.768157785135661,,,7.95739939346795,EXR,,,,,,,,,,,,,,,,,
-0.00058498428921635,0.000146393158177972,0.149838268161383,0.183451300130797,,0.774155768554851,4.92908822801948,F,1.73085056820438,-1.662989078293,0.546661672988545,0.0809157643506982,,-0.74499050893973,,,,0.112886390211093,,,,,,,
0.000352451423566038,2.40856454758241e-05,1.0933142111897e-24,0.88768658225259,0.154305392532403,,9.23246751605758,FANG,0.0990414323109856,-0.173629493272387,0.666307136247231,,,-0.619020701336314,-0.587191306358343,,,0.521544895037816,,,,,,,
1.66904936243009e-05,1.87695086014453e-07,1.03792414960234e-06,0.99899416971159,,,4.26723871851655,FAST,,,,,,,,,,,,,,,,,
0.000929773290469609,2.09243140449708e-05,0.0858115145301792,0.831229549189653,,,4.5171717332162,FB,-1.07483267856691,1.13583452273217,0.376633216002467,,,-0.385331841566824,-0.309733416715851,-0.00836948728590962,,0.136428368870147,,,,,-0.125295481407016,,
0.00017075260918422,7.92756891698018e-06,9.83288870474908e-08,0.929016549690594,0.0724233384051791,0.863914806127993,5.13421903119009,FBHS,,,,,,,,,,,,,,,,,
-0.00271674423035965,1.84035957208397e-05,0.0137693398573744,0.9312349926474,0.100270357960945,,7.33709008464635,FCX,,,,,,,,,,,,,,,,,
0.000358828067189615,8.90423721314104e-06,2.5875441670317e-09,0.880993583175134,0.149112772864099,,4.62222942279057,FDX,,,,,,,,,,,,,,,,,
-0.000252418123254774,1.08569355472222e-06,0.0168066876848024,0.999932056541067,-0.0385309886032314,,8.03919212486882,FE,,-0.0238814527985595,,,,,,,,,,,,,,,
