mu,ar1,ar2,ar3,ma1,ma2,ma3,omega,alpha1,beta1,gamma1,skew,shape,tick,ma4,ma5,eta11,eta21,ar4,ar5,ar6,ar7,alpha2,beta2,gamma2,ar8,ar9
-0.00106160968236017,0.741311576032501,,,-0.84620002839849,,,1.74553916229561e-05,0.0458983706153416,0.870117341452695,0.15252478219032,,18.1090804215066,AVB,,,,,,,,,,,,,
-0.000443791141859183,,,,-0.0556353143219004,,,3.57852161632365e-06,0.0824872684684148,0.916512702437329,,,3.91545882112736,AVY,,,,,,,,,,,,,
-0.000368258118885561,,,,-0.133591440564231,-0.107187690209279,,1.49976768236566e-05,1.89174839022472e-08,0.800659521833937,,,6.62597150275771,AXP,,,,,,,,,0.19834045912028,,,,
0.000276391749132062,,,,,,,1.02540504622178e-05,0.00303597293972529,0.837030575978897,0.131421409476292,,5.25965682797799,AZO,,,,,,,,,0.021454636994393,,0.143536120802748,,
-0.000236306887178569,-1.07983959531132,-0.505434451347619,,1.06724265873283,0.44114725513374,,1.01902294068259e-05,2.70044438907683e-07,0.0794295478783507,0.236702163643915,,5.90960864687699,BA,,,,,,,,,,0.777756229371538,,,
-0.00118677343004231,,,,,,,6.59147335222174e-06,0.0715168075826794,0.818186230222483,0.218593859346649,,5.48475948438017,BAC,,,,,,,,,,,,,
0.00082270566124244,,,,-0.145080401785248,-0.0736116464426831,,9.9936425447724e-06,0.015335363906556,0.873882397877219,0.139958439295696,,5.38901041776335,BAX,,,,,,,,,,,,,
-0.000528367414592189,,,,,,,4.45578841281028e-06,0.0140851626109894,0.924778076830818,0.120273485610597,,6.65401757595062,BBY,,,,,,,,,,,,,
0.000191060043303778,-0.140798414444358,-0.0800992698370727,0.0578936264519007,,,,8.32163078403676e-06,0.0366478722874016,0.846351869017886,0.164847356804011,,8.82541906787791,BDX,,,,,,,,,,,,,
0.000909342733864935,,,,-0.108344596262428,-0.0910190667395539,,1.69941775887182e-05,1.5426651852763e-08,0.81352853051505,,,8.3467041119251,BEN,,,,,,,,,0.185471366302208,,,,
0.000544282795198887,,,,-0.161775189812489,,,6.4908131314156e-08,0.0339313478343458,0.129230299546397,,,3.65792023474073,BIIB,,,0.999803393329929,0.00719527009295182,,,,,,,,,
7.67506848493262e-05,,,,-0.0850485192258979,,,2.16380382417754e-05,0.0287483170650871,0.829365821765126,0.28177169627677,,4.12924858115222,BIO,,,,,,,,,,,,,
0.000170880487405856,0.546263307543086,,,-0.700236042184599,,,1.16877456492684e-05,0.0683887822180319,0.840026183739767,0.181170056266674,,5.30965213855594,BK,,,,,,,,,,,,,
0.00151657720959901,-0.969281768874993,,,0.852263627153173,-0.0975612968352988,,2.27549547265205e-05,0.00318736193483097,0.929132729648576,0.133359801067324,,3.53716205201953,BKNG,,,,,,,,,,,,,
-0.000339258784218213,,,,-0.0486025238255252,-0.0707522471945729,,1.41290426846857e-05,0.0387952551037528,0.888540607136941,0.143328248290348,,5.58847468432579,BLK,,,,,,,,,,,,,
0.000375006501411148,,,,,,,9.03845699216837e-06,8.23111628854376e-08,0.885502505875576,0.226994694498744,,4.35095567396742,BLL,,,,,,,,,,,,,
-0.000494230864671138,,,,-0.099059722662644,-0.0433477482809247,,1.10102265565715e-05,0.0146222889325574,0.881436523882858,0.179535893471049,,5.36652486843361,BMY,,,,,,,,,,,,,
-0.00124297640444591,,,,-0.0239173037012697,,,2.79540707569468e-05,0.00327797592433414,0.876177079136941,0.17272806684042,,4.92615403316345,BSX,,,,,,,,,,,,,
0.000966992148764342,,,,,,,3.43673000114785e-05,0.191789565404361,0.807210361818726,,,3.36692412683657,BWA,,,,,,,,,,,,,
-0.000716481467841017,0.767230535854389,,,-0.854027277746983,,,7.98469841667103e-06,0.0357487930546987,0.90287534146974,0.120751668499435,,10.004224928102,BXP,,,,,,,,,,,,,
-0.00166523872693095,0.429493282657485,-1.00004287364299,,-0.439810661178619,1.01584985111031,,1.52963387175381e-05,0.0509683687498625,0.806589725315128,0.28288269842637,,4.67472339947715,C,,,,,,,,,,5.50167581384291e-07,,,
-0.000955836205195656,,,,0.0121964264448016,-0.0720578758761818,,1.94295269900368e-06,0.0292583690626354,0.969741603067733,,,3.5737997799294,CAG,,,,,,,,,,,,,
-0.000217192681823454,,,,,,,8.34545651442925e-06,0.124349130274684,0.874650711068791,,,3.38007297771717,CAH,,,,,,,,,,,,,
0.000404012896707423,,,,,,,4.92698140736141e-06,3.6006661194295e-07,0.937235470472959,0.116517412625014,,5.1107895974327,CAT,,,,,,,,,,,,,
-0.00047400244968421,0.964411303381616,,,-1.12629149684525,-0.00315106420988318,0.118142165862525,3.10656308900859e-05,0.316926260152877,0.682071190974364,,,4.120274679416,CB,,,,,,,,,,,,,
-0.000120725510768332,-1.70740347588707,-0.973990346209368,,1.75239415226807,1.0108781795389,,1.59938944376067e-05,1.84955744129897e-17,0.857136481748445,0.226386143120173,,14.1893095976863,CCI,,,,,,,,,,,,,
-0.00130789654197496,,,,0.0288936353268707,-0.0895720118038267,,6.52295976897973e-06,0.0242432553070539,0.888259263790413,0.172994943081295,,12.1850954448923,CCL,,,,,,,,,,,,,
-0.000382412792079248,0.409000740124156,,,-0.434528845992681,,,5.10820885248033e-05,0.0745092842418178,0.749496188527066,,0.92104436409841,2.92905867843282,CDNS,,,,,,,,,0.174994521108459,,,,
-1.81797007150328e-05,,,,,,,2.31622901889271e-05,4.40876607235343e-09,0.902856918430757,0.141224483037116,,3.11071300022015,CERN,,,,,,,,,,,,,
0.00035732906003761,0.0153226429569053,,,,,,5.12455122052383e-06,0.026113064098911,0.871605662247661,0.202557914018863,,4.35501845892416,CHD,,,,,,,,,,,,,
0.000168711548848686,0.31357715247312,,,-0.428276510743685,,,8.34851091696783e-06,7.61412861185012e-09,0.963307806552854,0.071384106900343,,3.34589814243772,CHRW,,,,,,,,,,,,,
0.000575978226662173,,,,,,,0.000143334780848667,0.542756461880896,0.456243503175893,,,3.3054866482958,CI,,,,,,,,,,,,,
-0.00071229640949333,-0.7934334637897,-0.188639808096642,,0.6802095222079,,,1.49770158603611e-05,0.186825827618116,0.812174145067434,,,4.03596734709804,CINF,,,,,,,,,,,,,
0.000372160946538641,-0.608767552870017,-0.124722022341711,,0.534737668603201,,,5.56139850815996e-06,0.0726299986427516,0.834419917664881,,,5.23794135710708,CL,,,,,,,,,0.0782261759474855,,,,
5.74782378095496e-05,1.55063939117812,-1.29120445238044,0.717538268885768,-1.64991170952412,1.44147454683119,-0.811765893943643,6.21033527196066e-06,0.138652516272484,0.846229264487463,,,5.11170212003392,CLX,,,,,,,,,7.16794300985909e-05,,,,
-0.00111705001158319,,,,,,,1.0049700993592e-05,0.0731696886360557,0.830742937267202,0.190174658484924,,7.24675204265169,CMA,,,,,,,,,,,,,
-0.000403928712341768,,,,-0.0475433161486251,-0.0497878035678146,0.0246361665700502,0.00019659574894196,0.265068287010102,0.396639447942358,,,3.35415576539286,CMCSA,,,,,,,,,0.221846259991518,,,,
0.00182812606020866,,,,,,,0.000247732690073831,0.237376171707385,0.751515322607698,,,2.77417060436003,CMI,,,,,,,,,,,,,
0.000195886396261253,,,,-0.0568227124455963,,,1.12980654560249e-05,0.181497683140293,0.797391633321021,,,7.17389052850643,CMS,,,,,,,,,,,,,
0.00013252836100234,0.549061849505726,-0.723765145079795,,-0.635045635179152,0.778626177995878,,1.94926941482458e-05,0.165645410369544,0.774611019313678,,,11.9404979020511,CNP,,,,,,,,,,,,,
-0.000276651915162829,0.727164485281519,,,-0.792508848251904,,,1.01564080183522e-05,0.14426619031109,0.854733807797618,,,5.46788014171118,COF,,,,,,,,,,,,,
0.000989454844436386,,,,,,,2.21955318314692e-05,0.140041009962288,0.92946643477282,-0.141017493279078,,4.33940525843885,COG,,,,,,,,,,1.29358357395331e-06,,,
-0.000177151127725443,-0.4986944234228,-0.899880175805542,0.0983229571246924,0.569908856108626,0.94466512811165,,1.06124392221411e-05,0.115307961984419,0.883691968328075,,,3.35909484855432,COO,,,,,,,,,,,,,
0.000266693914370668,-1.00273245170761,-0.0962665530335188,-0.0103685625845875,0.901733727685168,,,1.94835037411555e-05,0.0308964745816646,0.846689508201362,0.150696878330733,0.812481424189594,24.3482063995189,COP,,,,,0.0194642003823521,,,,,,,,
0.00082686236723048,,,,,,,9.16612327028608e-06,0.128960149435398,0.861174654639767,,,5.12744342475525,COST,,,,,,,,,,,,,
0.000134195653801948,-0.935948517311072,-0.9876061703093,,0.943186288255079,0.956462668354182,,5.26405750965651e-06,0.109979318441159,0.88902051827161,,,3.62649202278141,CPB,,,,,,,,,,,,,
0.000576396839550591,,,,,,,1.80254165367096e-05,0.186420322648575,0.802383974504082,,,4.03089771207652,CPRT,,,,,,,,,,,,,
0.000251552137711543,,,,-0.0750084475876584,-0.0620815045197842,,2.12369756977426e-05,0.119219922674755,0.84489109386109,,,5.98390452193888,CSCO,,,,,,,,,,,,,
0.000846431345146463,,,,-0.0570676346237281,-0.112923862501737,-0.0488689102826009,1.58808299859673e-05,1.57928287074056e-05,0.93292313564533,0.0902426730585471,,12.706596009593,CSX,,,,,,,,,,,,,
0.000109189420971187,,,,,,,2.67239275710944e-07,4.16243062871997e-08,0.795290345715038,,,6.4199967639798,CTAS,,,0.997963546720418,0.0895549838161422,,,,,,,,,
-0.000373608235478364,,,,,,,0.000103469436726585,1.46775180075243e-09,0.804661795943702,,,2.89634548506518,CTSH,,,,,,,,,0.194336710076965,,,,
0.000194196151683418,-0.740017989264991,-0.0624876415241312,,0.723807648803213,,,8.20161927277973e-06,7.41667666446731e-08,0.928790602666594,0.121559882858521,,5.66826560127286,CTXS,,,,,,,,,,,,,
0.000222199269218646,0.603945697736464,,,-0.725528286428059,,,1.00074544313092e-05,0.0112899667376641,0.89630766841659,0.132704198002894,,5.01014849842228,CVS,,,,,,,,,,,,,
0.000263853053935242,0.0457425938833149,-0.000707072055459076,,-0.186744472221242,,,1.19119598083608e-05,0.0150860489472796,0.882087127568088,0.136191597725564,0.749866306884402,13.5652712268146,CVX,,,,,,,,,,,,,
0.000213330772076957,,,,,,,9.89874545017413e-05,0.608337375926727,0.326194112604613,,,3.27097852250957,D,,,,,,,,,,,,,
-0.000351335501609436,-0.823852907114814,-0.994262684248293,,0.833135168533565,0.978902620177898,,1.18982183187285e-05,0.042415025361958,0.867159681665737,0.126855450471275,,6.54423383928383,DD,,,,,,,,,,,,,
0.00107927711041093,,,,,,,0.000101912091794501,1.03519318101666e-09,0.667937251716608,,,4.28551604365116,DE,,,,,,,,,0.276023353828746,,,,
-0.000250696111700109,-0.138756876062544,,,0.0836209216895695,-0.097504531729346,,1.65929408017674e-05,0.0629027568125165,0.820657469716226,0.190522381031956,,3.35592616859687,DGX,,,,,,,,,,,,,
-0.00311916637668388,,,,,,,1.16082927144238e-05,0.100473688420284,0.898526306141333,,,12.0871880695908,DHI,,,,,,,,,,,,,
-0.000181920616480615,0.257680753838465,-0.739974607956873,,-0.329924699383558,0.754077615907612,,1.15472473320023e-05,0.0233081358524998,0.851096418726616,0.191321040218765,,6.83492626213681,DHR,,,,,,,,,,,,,
-0.000514493699556028,-1.42909431847653,-0.586515368062678,-0.154050925317463,1.31258261120723,0.301524954428514,,5.73578400142256e-06,0.129191039003504,0.868916804558929,,0.881563532650604,6.7110121312039,DIS,,,,,,,,,,,,,
-0.000372342909778146,0.522847500307281,-0.959817272617318,,-0.631594776131391,1.00943097649951,-0.0812989204659027,2.17126123377984e-05,0.102181567360341,0.896818387235807,,,3.12627780383406,DISH,-0.0380805750663863,,,,,,,,,,,,
0.000346394582049016,,,,,,,1.16238067238144e-05,0.0194259491546036,0.909955146177016,0.139237604255991,,6.96298857356397,DLTR,,,,,,,,,,,,,
6.79785106750995e-05,-0.704380926440639,-0.94013746868033,,0.660760414926574,0.894517721870454,,5.63531239580033e-06,0.00381064524440258,0.917374651765406,0.140094133751788,,7.15116437980779,DOV,,,,,,,,,,,,,
-0.00206170448171535,,,,,,,9.59206173230995e-06,0.0599087356785132,0.856100618265516,0.165981291829982,,33.0653678009012,DRE,,,,,,,,,,,,,
-0.000165068354624935,-0.457768757470207,,,0.55269687956949,,,5.92227861578916e-06,0.0771130900520519,0.921886882854706,,,4.65955633110614,DRI,,,,,,,,,,,,,
0.000274678236275859,-0.371714719836259,-0.149780969849086,-0.684523787559504,0.238570417382507,0.0863804069311972,0.706324423958596,1.69761390338612e-05,0.0465361228379186,0.766783132406905,0.243535041079704,,6.3121296348294,DTE,,,,,,,,,,,,,
-0.00048854379317788,-0.227430776876503,-0.0901780338523044,-0.001086383191917,,,,2.98957820901274e-05,0.227238895045745,0.709490627986193,,0.876979447917346,4.40762733598782,DUK,,,,,,,,,,,,,
5.49804964762739e-05,-0.617676418560127,,,0.634717659446301,-0.0430389772411585,,2.14615776348872e-05,0.10725728394879,0.845757426966256,,,3.63802755990324,DVA,,,,,,,,,,,,,
0.00133626508489415,,,,-0.0437285681334448,-0.0758205894085972,-0.0332028791740258,5.9824299665085e-06,0.109428147527474,0.889113459280739,,,39.936998753308,DVN,,,,,,,,,,,,,
-0.000931378489021161,-1.13469255251145,-1.03103754475816,-0.120250630919576,1.07445615356852,0.941564400603719,,1.75112254149603e-05,0.0307496805437415,0.885726869446424,0.115224212819148,,13.1508784997723,EA,,,,,,,,,,,,,
-0.000769247218768548,-0.0868021260947173,-0.0706268806315391,0.0367827059031801,,,,5.04358609424476e-05,0.232617734593014,0.0418915117727401,,,6.62500273168256,EBAY,,,,,-0.017950279552741,-0.0286792621520232,-0.00306549817477216,0.0649682153798643,,0.656628676221669,,0.0187250554244023,0.0667707448794209
0.000106613202578684,,,,-0.158353087784362,-0.0440153109800701,,1.43156025852049e-05,0.195957352909669,0.77144611208759,,,12.7584056899607,ECL,,,,,,,,,,,,,
-1.6808249088599e-05,-0.13753773563106,-0.0890363684470882,0.0390659253167139,,,,6.72269139658849e-06,0.143140290178695,0.829836949352725,,,5.98159253124099,ED,,,,,,,,,,,,,
0.000674731031238692,,,,-0.0713519586757773,,,8.75745820024897e-06,8.55901236155325e-09,0.84469957128635,,,4.01372431311898,EFX,,,,,,,,,0.154300418294613,,,,
0.000526782691617679,-0.147395729092031,-0.0528610553330715,,,,,1.10211936707253e-05,0.137112700709686,0.838509543635964,,,9.61678776478374,EIX,,,,,,,,,,,,,
-0.000690958439395859,,,,,,,3.06903366804666e-05,0.0230937845887892,0.828470411371326,0.280640034645702,,3.05710112512669,EL,,,,,,,,,,,,,
-2.90147208946628e-07,1.26345380627997,-0.97694714017646,,-1.26119851766706,0.959936728837942,,2.27440011779398e-05,1.83243642377637e-08,0.791562085348175,,0.988472533886641,3.78442290596885,EMN,,,,,,,,,0.207437644392997,,,,
0.000235328119194664,-0.105253258091254,-0.0913280242391256,,,,,7.18418209229615e-06,0.00990864361271179,0.917439054421489,0.14330427279846,,4.22390107359604,EMR,,,,,,,,,,,,,
0.00135252601265409,-1.70768981372937,-0.992104354277603,,1.60434917437273,0.807480304881568,-0.136363964815111,1.84860875256538e-05,0.147638390708172,0.839042874277139,,,9.00398122572278,EOG,,,,,,,,,,,,,
-0.00094759791527027,0.881283172603566,,,-0.944015616801549,,,1.20899315459358e-05,0.117424643814911,0.881575328867632,,,6.07796450797539,EQR,,,,,,,,,,,,,
0.000167096434808473,,,,-0.0291915909773023,,,1.14470361481956e-05,0.182990322707864,0.793318098612093,,,7.17678284287953,ES,,,,,,,,,,,,,
-0.000234281815276501,0.727317412167615,,,-0.798353958522635,,,1.58586260559563e-05,0.136066454826666,0.858165218099966,,,6.37214929646496,ESS,,,,,,,,,,,,,
0.000855776137415803,,,,-0.0907304352219515,,,7.9818332609725e-06,0.1359196623484,0.863080301647133,,,5.89698543483309,ETN,,,,,,,,,,,,,
0.000857277256350186,-0.200940962670154,-0.678946682439432,,0.139977118551151,0.620383994291091,,1.25880095573543e-05,4.0289454690364e-07,0.85943679111411,0.202219528285553,,7.54406715785494,ETR,,,,,,,,,,,,,
0.00126668662835487,,,,-0.0695329451082525,-0.090112077462676,,1.73036689697033e-05,0.176098451723735,0.802003976889104,,,10.4746850332875,EXC,,,,,,,,,,,,,
-0.000240571822422829,-0.129860353040435,,,,,,1.45043825748504e-05,0.106160717511721,0.883480356926575,,,6.4687889374719,EXPD,,,,,,,,,,,,,
-0.000924897340920533,1.02974027767746,-0.905126915262303,,-1.04243417914014,0.973927657695777,,3.75193686935454e-05,0.193618278349021,0.805381715155088,,,5.06261330538245,F,,,,,,,,,,,,,
0.000363081269108961,,,,,,,8.96097995762277e-06,0.0297223298531623,0.913773449731439,0.109333362294234,,4.82939143226857,FAST,,,,,,,,,,,,,
0.000726721542506643,0.556522964437532,-0.0076771143585677,,-0.627035756683861,,,3.64467524384795e-05,2.03037755163391e-08,0.903013110981412,0.126115327178279,0.752093693793512,24.5806443653042,FCX,,,,,,,,,,,,,
-0.000808781993382157,,,,,,,3.91736340743176e-06,0.0895026496901715,0.909497212735388,,,10.7508830408682,FDX,,,,,,,,,,,,,
0.0013143477348197,,,,-0.0747025264187346,-0.0576935814471457,0.0219536177541244,1.16483101083012e-05,0.15910237370486,0.830395233277914,,,5.27562211837777,FE,,,,,,,,,,,,,
-0.0013016687955706,,,,,,,6.96557852441536e-05,0.00220591885209663,0.0271527932929528,,,2.14225620329352,FFIV,,,,,,,,,,0.969641285313905,,,
-3.10794306813988e-05,-0.825722529068622,,,0.783323106861439,-0.084232903145379,,7.05527847692038e-06,0.106926964622287,0.889030996489035,,,5.41506813252772,FISV,,,,,,,,,,,,,
-0.000929563763055039,,,,-0.148230862800733,0.00794023805696158,,1.20280175208502e-05,0.16315588622064,0.835844076302264,,,4.96556870386205,FITB,,,,,,,,,,,,,
0.00142971887764872,,,,,,,0.000246567257819402,0.335048288847579,1.91634077228819e-08,,,2.63839590135441,FLIR,,,,,,,,,,0.663949407326614,,,
0.00182896048020959,0.64024394679277,,,-0.653003620323223,-0.0865046339507053,-0.00921818654151047,2.42862445931756e-05,0.0133446382870646,0.836791218497506,0.29772818424664,,4.50157486682903,FLS,,,,,,,,,,,,,
0.00158887983077357,,,,,,,0.000140573592279766,0.189936324042137,0.436440297328169,,,2.98017154049344,FMC,,,,,,,,,0.372623169639678,,,,
-0.000922552585441578,,,,-0.0385386664155114,,,6.69706025581671e-06,0.0289212022692462,0.907113544266346,0.125930408820469,,11.5503930965607,FRT,,,,,,,,,,,,,
-5.20715077568103e-05,-0.871853896224915,,,0.686082503212605,-0.132958785570107,0.0298130709896404,1.0992988621491e-05,3.53745136568612e-06,0.89542946191929,0.133776683026354,,5.70246275691496,GD,0.0164162030017299,,,,,,,,,,,,
-0.000648483298546312,,,,-0.117491118185916,-0.0176947489590495,,1.14394810810939e-05,0.201502057745992,0.797497707884764,,,4.49179526359931,GE,,,,,,,,,,,,,
0.0010099001540201,,,,,,,4.15406247784455e-05,0.154598137706615,0.897758661005177,0.252320943831093,,2.77055453514233,GILD,,,,,,,,,0.00583737694561118,,-0.371274368230709,,
0.000518639481380584,,,,-0.0830564000027032,-0.0943168910788365,,3.40256714632449e-06,5.74380161005056e-07,0.829731594360929,,,6.6115082114796,GIS,,,,,,,,,0.169267698966365,,,,
-0.000228297900792908,,,,,,,4.14474742979902e-06,0.0179063401881688,0.871243051164101,0.219701199434052,,7.56288151092567,GL,,,,,,,,,,,,,
-0.000414268254058758,,,,-0.0139110707181105,,,1.1593942827449e-05,2.80739427272932e-09,0.921136245140044,0.127482621059848,,5.78044442660112,GLW,,,,,,,,,,,,,
-0.000596316436130515,0.316521698144528,-0.983061024796543,,-0.381032752021522,0.929157525096819,-0.00971132487860812,2.53327899501006e-06,2.19265328545075e-07,0.932569667654603,0.134593763017176,0.82352909383958,5.07281836247728,GPC,-0.0642132049779916,,,,,,,,,,,,
-0.000872276663400545,-0.672861433959997,-0.925639846744612,,0.613027019318643,0.891691518372191,,5.7738580729352e-06,0.002350602146345,0.9132746900146,0.16674940816648,,7.33635733514199,GPS,,,,,,,,,,,,,
-0.00087253372787403,,,,,,,1.88964343371523e-05,0.0187247845151148,0.872335800302668,0.215873615997898,,5.58122739772252,GS,,,,,,,,,,,,,
0.000695094120590405,,,,,,,6.57375167680074e-06,0.00876065061412515,0.906343713669364,0.13367837886303,,13.4035150838898,GWW,,,,,,,,,,,,,
0.000959095752808233,-0.111227919671124,1.5425749581535,-0.144097203523337,0.0997111324289154,-1.62239691674169,0.141323200584133,2.74205752147619e-05,0.017732704320206,0.821339178905689,0.201158993972692,,12.1831232230932,HAL,1.03975957069208,,,,-0.95403167298225,,,,,,,,
0.000272632314306151,,,,-0.120777989292744,,,7.88636279661729e-06,0.0368823608951502,0.900141206396184,0.12395263703725,,5.30937843529823,HAS,,,,,,,,,,,,,
