mu,ar1,ma1,omega,alpha1,beta1,skew,shape,tick,ar2,ma2,eta11,eta21,alpha2,beta2,ar3,ar4,gamma1,ma3,gamma2,ar5,ma4,label
0.000557520998853818,,,3.10638282632521e-05,0.145621743712529,0.7937018443969,,5.25626583162059,CBRE,,,,,,,,,,,,,,2016
0.000827104871584492,2.23303184763126,-2.17573641766176,7.28234457175527e-06,0.0705553028296271,0.864395173827111,,5.75359796564486,CCI,-1.67616101246361,1.54615668419106,,,,,0.377233242109045,,,-0.311590201876386,,,,2016
0.00118681702256268,,,3.74318802631173e-05,0.0814045744249732,0.797667442555489,,4.70151913052044,CCL,,,,,,,,,,,,,,2016
0.00110804028202185,,-0.145671249380483,1.33981658936697e-06,0.000110307441934865,0.989485452678761,,4.8718924948802,CDNS,,,,,,,,,,,,,,2016
0.000970915829268841,,,1.69931313162443e-05,0.126695310152117,0.846882320635814,,2.81781017815354,CDW,,,,,,,,,,,,,,2016
0.00111125659469411,,,7.66927568414198e-06,0.0398868439705354,0.927170587376847,,4.55368906379111,CE,,,,,,,,,,,,,,2016
-0.000241986665594172,,,3.94123683120711e-07,5.68762676745623e-10,0.998999939612739,,10.9533791610477,CF,,,,,,,,,,,,,,2016
0.000490449366545914,0.852839418272194,-0.761900703702841,6.94463501087746e-05,0.295672845125984,0.542763422984365,,11.9464218446169,CFG,,,,,,,,,,,,,,2016
0.000117625287217243,,,3.89055600610007e-05,0.195038781896097,0.574297775250278,0.790558951691612,3.93056485564314,CHD,,,,,,,,,,,,,,2016
0.000924169404159681,,,2.87914430622262e-05,0.136984791803516,0.73178837575292,,2.7452165747189,CHRW,,,,,,,,,,,,,,2016
0.00180731411344881,0.924752393239416,-0.998202655511748,0.000123361668625845,3.00427012898243e-10,0.253293527551274,,3.5478383280244,CHTR,,,,,0.542527495805678,,,,,,,,,2016
-0.00046326639198515,,,0.000119326390535131,0.36777761375679,0.266584926052925,,6.06497562212468,CI,,,,,,,,,,,,,,2016
0.00120711153766958,-0.163940716463362,,1.58761241683572e-05,0.177642795150528,0.688822562880822,,5.48950079970065,CINF,,,,,,,,,,,,,,2016
0.000376470452828106,0.00209452820989713,-0.177057404456034,3.19585004688477e-05,0.50092508129147,0.27078609252351,,3.93880694431253,CL,,,,,,,,,,,,,,2016
0.000392078176569161,,,2.06321262764865e-05,0.215599252136238,0.652516139826524,,7.17049610618387,CLX,,,,,0.0262473754323999,,,,0.0446283711251937,,-0.191612784617329,,,2016
0.00200555437592121,,0.0809992866948725,3.77523794046883e-05,0.165012776792786,0.750965936928129,,5.11924411960844,CMA,,,,,,,,,,,,,,2016
0.000354292481979107,,,1.05111342585747e-05,0.164304419624791,0.757565385535245,,4.69558150490263,CMCSA,,,,,,,,,,,,,,2016
0.00059986226956121,-0.069278691844645,,1.57878714213927e-05,0.173070650266017,0.735307182318857,,4.13203755718195,CME,,,,,,,,,,,,,,2016
-0.000887068048603458,0.060476913851788,,9.76891954881786e-07,0.00137802717996842,0.995164912916857,,5.3866807078826,CMG,,,,,,,,,,,,,,2016
0.00158266777394011,,,2.33683346052401e-05,0.057950554106512,0.848855835084514,0.981329111267393,3.66462845573287,CMI,,,,,,,,,0.0385373600927582,,,,,2016
0.00073494204306753,,,1.62022088031476e-05,0.0380452409095226,0.832281898297194,0.791069397110069,5.97678442178834,CMS,,,,,,,,,,,,,,2016
8.52140910274295e-05,,,6.87758733675245e-06,0.00704975265693664,0.974546430120337,,4.78044010764716,CNC,,,,,,,,,,,,,,2016
0.00166236611988143,,-0.120413756211277,7.82391993965129e-06,0.0713837810286579,0.877491594786869,,9.1255127095797,CNP,,,,,,,,,,,,,,2016
0.000472109103026432,0.985334563430905,-0.99999998003721,1.62703395580832e-05,0.177067274416181,0.775204899113376,,7.82032036250646,COF,,,,,,,,,,,,,,2016
0.000782068816000942,,,6.76580185969104e-06,0.0716815799035399,0.888435836533157,,7.85627618143581,COO,,,,,,,,,,,,,,2016
0.000359214113311172,,,4.36890305896044e-05,0.163964384702415,0.777328721456267,,8.0571201059313,COP,,,,,,,,,,,,,,2016
-3.38155226937742e-05,,,5.52510832942729e-05,0.264103458412137,0.610675713728029,,2.9675650928675,COR,,,,,,,,,,,,,,2016
-0.000101079206237058,,,1.32012494110737e-13,0.000195633980356367,0.997951375066785,,6.09577613060635,COST,,,,,,,,,,,,,,2016
0.000794437788780735,,,6.48100658882316e-08,8.53767232767029e-10,0.998999978155405,,3.85340959769808,CPB,,,,,,,,,,,,,,2016
0.00131238692152139,,,1.17217230110455e-12,5.58432714843493e-05,0.998140772384806,,5.3119157632193,CPRT,,,,,,,,,,,,,,2016
0.000704862586631754,,,1.21626039815986e-07,3.08562934156454e-08,0.99899983189419,0.867150203511386,6.32626548531044,CPT,,,,,,,,,,,,,,2016
0.000285368279282583,,,4.57765733459139e-05,0.255846864209781,0.582894068111437,,6.96866493390047,CRL,,,,,,,,,,,,,,2016
-0.000350815098279244,,-0.0929128958524454,5.84927256785846e-05,0.307692262649412,0.656877766504561,,2.86136684309988,CRM,,-0.043896124212602,,,,,,,,,,,,2016
0.000960547243026017,-0.941800420076825,0.899599583108495,1.47287706432197e-05,0.191512645021252,0.743896806160917,,3.62297734916728,CSCO,,,,,,,,,,,,,,2016
0.00146421615055854,-0.090485695507438,,0.000134948803235213,0.306211635702716,0.48736324054024,,2.87836218834182,CSGP,,,,,,,,,,,,,,2016
0.00116545294037638,,,1.69422503132614e-05,0.100770986582785,2.03195355618472e-07,,5.58289429716126,CSX,,,,,,0.830824119750008,,,,,,,,2016
0.00118264980232783,0.000311480793177559,,2.05414725205824e-06,0.00258074623731671,0.976352444473076,,3.25554718749536,CTAS,,,,,,,,,,,,,,2016
0.00138271334925851,,,1.70490750829007e-05,0.0353517831248378,0.926842921472823,,4.17209518321157,CTLT,,,,,,,,,,,,,,2016
0.000347665364392892,0.713116886460645,-0.970225076529708,1.77651624782017e-05,0.0439351197264628,0.922953066230597,,7.51368835772418,CTRA,-0.741729959607849,1.01342656279146,,,,,-0.197840149399199,,,,,,,2016
-0.000255628856564665,0.958123012291495,-0.999999989999853,6.14348302852756e-05,0.270559202940977,0.620907817476921,,3.0597322183189,CTSH,,,,,,,,,,,,,,2016
-7.32442349691824e-06,,-0.121085113634204,2.81487571053874e-06,0.00852049843372412,0.968031015193687,,3.74608809899719,CVS,,,,,,,,,,,,,,2016
0.00143159194241083,-0.127166922017685,,7.46203162405528e-08,0.0273919809334593,0.95582731950587,1.05745863202205,6.72795612575395,CVX,,,0.999911401787839,0.0581848548806428,,,,,,,,,,2016
0.000713598942779104,-0.416585262894296,0.509379760688529,4.60387925699495e-07,4.74156544188121e-08,0.998999649797992,,6.13963210026932,CZR,0.40450185018624,-0.266883670288589,,,,,,,,,,,,2016
0.0011380482523227,,,9.71079135174779e-06,6.04629123753824e-13,0.885619561665068,,7.76886485699189,D,,,,,0.0924796618050515,,,,0.156844857868981,,-0.261690652183384,,,2016
-0.000189231551502522,,,3.31701197929917e-05,0.061408236125018,0.858221200061774,0.831962254137796,5.08649211796069,DAL,,,,,,,,,,,,,,2016
0.000668512861044198,1.23086754159787,-1.41533537068021,9.85561977613287e-06,0.0877792712304713,0.730141683995533,0.847150658203855,10.3186339812692,DD,-0.226740547137675,0.393906253894312,,,0.136393589985524,,-0.013106751065258,-0.101768690164547,,,,0.0425768620341144,,2016
0.000414248542164838,,,2.60159262009855e-13,8.58709626292096e-05,0.995691257293736,,4.06972220539517,DE,,,,,,,,,,,,,,2016
0.00070133673273535,0.986500707332437,-0.999999989998967,2.82394448648124e-05,0.0804227930076162,0.793305621290839,,3.5452916805193,DFS,,,,,,,,,,,,,,2016
0.000582300626503172,,,1.40032667325569e-06,0.00297831713396649,0.987313396550579,,3.55198142648897,DG,,,,,,,,,,,,,,2016
0.00105547631376041,0.892669727444146,-1.04972243302485,8.02437333977214e-06,0.100051148101853,0.817270559246322,,5.08031548493881,DGX,,0.154653103019641,,,0.0278758020460231,,,,,,,,,2016
-0.000406759984449141,0.734077332695964,-0.80906046264174,1.40799257735384e-05,0.0824860216641375,0.865520548806225,,7.0649535327147,DHI,-0.00960552864388167,,,,,,0.0808750922473516,,,,,,,2016
0.000523507061696049,,,4.39358328006166e-06,0.114391671249187,0.842663710788061,,5.60096472781823,DHR,,,,,,,,,,,,,,2016
-0.000333164886891079,-0.000600146213865495,,6.73665539762088e-06,0.164632935106139,0.783743040000152,,4.45200881176952,DIS,0.0770437426188565,,,,,,,,,,,,,2016
0.00206511419357055,,,1.70374439710874e-05,0.0656279469710492,0.867732882121098,,7.03361873893916,DLR,,,,,,,,,,,,,,2016
0.000114748636072002,,,8.54376851536033e-07,1.93553050166318e-06,0.994375209160439,,3.48074973262654,DLTR,,,,,,,,,,,,,,2016
0.000342991861360634,,,3.92995421344466e-05,0.119674029790988,0.766373305993052,,3.91249034520113,DOV,,,,,,,,,,,,,,2016
0.00121284829773207,,,1.70285517425548e-06,5.33664186252107e-09,0.988480750992045,,3.48039268855974,DPZ,,,,,,,,,,,,,,2016
0.000708691311138691,,,1.9336226073343e-07,8.37624175280142e-09,0.998999936851065,,4.5867985008843,DRI,,,,,,,,,,,,,,2016
0.000868972673853778,-1.44633038384968,1.42576729029657,1.02482740983863e-05,0.0391164815791853,0.87029069861606,0.726536433563481,11.2501577299808,DTE,-0.583363655241348,0.500511669190034,,,,,,,,,,,,2016
0.00125252452630093,,,1.83476369244233e-07,2.73450647109327e-08,0.998999879309852,,5.06293123774852,DUK,,,,,,,,,,,,,,2016
-0.000122011958207436,,,8.12957976599652e-06,0.139550134093888,3.46266074948159e-07,,3.68864440069286,DVA,,,,,,0.833778101721875,,,,,,,,2016
0.00138783433563505,,,6.6526399984646e-05,0.174406426157504,0.783771699141536,,7.46613934363425,DVN,,,,,,,,,,,,,,2016
0.000214698469200079,0.976896977244126,-0.971379983953819,4.81019421180639e-05,0.234343469781495,0.751518231572555,,3.22720606536876,DXCM,,,,,,,,,,,,,,2016
0.000691379295639879,0.288438086808155,-0.253378149286035,1.69543722413927e-06,6.04778829477895e-06,0.991157092399153,,5.15087297924385,EA,,,,,,,,,,,,,,2016
0.000806070289858938,-0.058889485435132,,5.84427518993343e-08,0.172962117870129,0.0601884534149891,,2.49392123260585,EBAY,,,0.999945030473078,0.0135381038094024,,,,,,,,,,2016
-0.00141153821058626,0.981761583314044,-1.11751114634882,1.19305559535461e-05,0.224073368616564,0.710802085579056,,4.47005808014434,ECL,,0.0940293469850209,,,,,,,,,,,,2016
0.00161991613374111,,,2.42080416723218e-07,1.45011395408725e-08,0.998999980525768,,4.61631404987547,ED,,,,,,,,,,,,,,2016
0.00120241996702119,0.682303556357097,-0.656257382911875,2.69113033279533e-05,0.23972803762538,0.631340429161988,,4.54840952221347,EFX,,-0.0672752558338403,,,,,,,,,,,,2016
0.000697823053572653,,,9.9372861041528e-06,7.2830076151764e-07,0.799961673152695,,4.3432549826074,EG,,,,,,,,,0.277020552847449,,,,,2016
0.00128898283347954,,,1.54322534742092e-07,1.54874751003804e-08,0.998999959020435,,7.57645423206161,EIX,,,,,,,,,,,,,,2016
0.000144906544040837,,,1.76155007580989e-05,0.18188649506031,0.712218312613682,,4.00036228658344,EL,,,,,,,,,,,,,,2016
0.000108197906243959,,,9.87923317637555e-05,0.361169569657971,0.297132372547559,,18.1555959861266,ELV,,,,,,,,,,,,,,2016
0.000893534435738208,,,2.70877720126664e-13,0.000136162329333225,0.997860728528819,,7.17199709549829,EMN,,,,,,,,,,,,,,2016
0.000861037449571523,,,6.73393760079685e-08,0.11192713538268,0.299552947906297,,4.30055416319266,EMR,,,0.999710185056212,0.00338590838119547,,,,,,,,,,2016
-0.00182437025169947,,,0.000115826902809959,0.0627904024699947,0.937630775772613,,3.63169201775971,ENPH,,,,,,,,,-0.086941278453148,,,,,2016
0.00137938496389212,0.894580802501342,-0.999764903134075,1.05891712620746e-10,0.0156852849608168,0.980096996823292,,5.45979467673739,EOG,,,,,,,,,,,,,,2016
0.000145139400452806,-0.00488030428895178,,1.65612491044883e-06,0.142506067497579,0.633411979008761,,2.53290543121523,EPAM,,,0.999190690327342,0.017708697266515,,,,,,,,,,2016
0.00120767979078154,-0.975527486243559,0.920568009900289,1.50238643019217e-05,0.153240182707927,0.778878694347156,,6.50977578712593,EQIX,-0.119166564280783,,,,,,-0.0895191216641183,,,,,,,2016
6.7921599003184e-05,,,1.82535442059383e-12,8.56245355613354e-05,0.535001360283732,0.758694133534368,11.6289817335444,EQR,,,,,,0.463555869645515,,,,,,,,2016
0.000255102108909515,0.407218869090749,-0.625584355143719,7.53986172974841e-06,2.67454676628769e-09,0.929459377055395,,7.22779306509532,EQT,-0.450005150233352,0.665268504396001,,,0.0490168165232345,,-0.12704981472675,-0.0829778949223626,,,,,,2016
0.00110847786893334,,,1.84673787682822e-07,2.89940848206004e-08,0.998999902644083,,6.62929083825533,ES,,,,,,,,,,,,,,2016
5.29602771944742e-05,,,3.31284994007829e-05,9.85815833295466e-12,0.741770218363812,0.872166134168896,5.75920862805518,ESS,,,,,,,,,0.145425429312118,,,,,2016
0.0012343533407755,,,3.06419984660062e-05,0.178061011529419,0.715735197522153,,4.19498373698542,ETN,,,,,,,,,,,,,,2016
0.00118621368946506,,,4.33366541401032e-06,0.0218058744422792,0.946936570932971,,4.66507508773896,ETR,,,,,,,,,,,,,,2016
0.000827593991354882,,0.13550589055467,4.29381367436383e-11,9.23259744949196e-06,0.997915305712915,,4.99951031383957,ETSY,,,,,,,,,,,,,,2016
0.00129406318452915,,,0.000132281359725397,0.176428156538054,0.60656912964857,,2.82088143031935,EW,,,,,,,,,,,,,,2016
0.000767460712039286,,,2.06690476044488e-05,0.132520457612443,0.765999875746206,,9.53839420089065,EXC,,,,,,,,,,,,,,2016
0.000752913646414012,0.906379982245345,-0.999999989999211,2.55812799044132e-05,0.165535467300381,0.655726606660693,,3.29163420443778,EXPD,,,,,,,,,,,,,,2016
-0.000548565656855252,,,3.85001990694253e-05,0.138116636298392,0.776629718932811,,3.78349789831986,EXPE,,,,,,,,,,,,,,2016
2.65535468698161e-05,,,2.40679553141865e-05,0.104735332022793,0.803566688483464,,6.69061381972692,EXR,,,,,,,,,,,,,,2016
0.000124224620810692,0.0394506722470446,,2.21839568270616e-12,2.04112313042102e-05,0.998142880884541,0.882812361264183,4.70511699083549,F,0.0921520028320855,,,,1.68449901215992e-05,,-0.0511718186802491,,,,,,,2016
0.00153116877584351,0.844944579874976,-0.936152466049624,2.72562476442468e-05,0.0483139594838656,0.898572520741199,,5.50845153126055,FANG,,,,,,,,,,,,,,2016
0.000243579389093005,,,3.35767804472926e-05,0.118817938428242,0.74931569258243,0.945700539551832,3.76537506406025,FAST,,,,,,,,,,,,,,2016
0.000898513594521055,,,1.78698104431862e-05,0.0697744650424481,0.918016440865721,,7.96323479427268,FCX,,,,,,,,,,,,,,2016
