mu,ar1,ar2,ar3,ma1,omega,alpha1,beta1,eta11,eta21,shape,tick,ar4,ar5,ar6,skew,gamma1,beta2,alpha2,gamma2,ma2,ma3,ma4,ma5,label
0.000972310660834678,-0.0336081655547783,,,,1.96982069036463e-05,0.157321188411079,0.0766811110485566,,,8.09674614691618,AVB,,,,0.67092255505356,,0.523029982065653,,,,,,,2019
0.00179141437678153,-0.0237588767919987,0.0203818278290242,,,2.51430618414482e-07,1.26594296063714e-08,0.998999986731044,,,4.48762521297647,AVGO,,,,,,,,,,,,,2019
0.00185566043954728,0.0159420959220186,0.0168754536634119,-0.0156965331373845,,5.94320369931704e-06,0.0604304398782308,0.907365704196795,,,4.6789653122518,AVY,,,,,,,,,,,,,2019
0.0012971415780157,0.0242410503153848,0.422310367065188,,0.0323784780503115,1.717998394342e-07,0.00013424985494326,0.998076800749063,,,8.46361502910251,AWK,,,,,,,,,-0.562047545176379,,,,2019
0.00237377590299878,,,,,1.29903333814562e-11,1.92022300117814e-06,0.129171130108743,,,4.10150517724521,AXON,,,,,0.00688915553654727,0.863443198075213,,,,,,,2019
0.00146732473245127,-0.101295705922158,-0.0576344944495792,-0.0141409631914881,,2.01475510329498e-05,4.01564411830922e-10,0.2365861857334,,,6.1248806375984,AXP,,,,,,0.474449767630091,0.106102976348446,,,,,,2019
0.00130745630303754,,,,-0.0837471236412779,1.03595914302275e-07,3.26008962016477e-09,0.998999935364246,,,4.73729382687248,AZO,,,,,,,,,0.185900974795616,,,,2019
0.000592560018169356,-0.0601324599350818,0.0525923467690188,-0.0643506045097117,,1.67609905067444e-06,3.20548097264444e-05,0.999781324553708,,,5.27638124560266,BA,,,,,0.0463000629956911,,6.30818865033588e-05,-0.0536532188106118,,,,,2019
0.00176140966295387,,,,,8.90097294884717e-06,0.0509008272775328,0.908481131852522,,,4.11638871761866,BAC,,,,,,,,,,,,,2019
0.00203786918171244,0.914310552023278,-0.924820201805025,,-0.977338304269414,1.15296731462825e-05,0.0644327621528497,0.870247378783111,,,6.9267380007683,BALL,,,,,,,,,1.01595782902383,,,,2019
0.00167082346410768,-0.513038941767674,-0.991150771883819,,0.492961031335128,4.45507224650444e-07,6.75360479702044e-05,0.996181516725484,,,3.69128187929165,BAX,,,,,,,,,0.953200373864774,,,,2019
-0.000692784742442984,,,,,0.000164005376071765,0.196784335617083,0.632056099066945,,,4.95337225782292,BBWI,,,,,,,,,,,,,2019
0.00227306439290871,,,,,1.6403438151088e-06,2.31043566657462e-05,0.998666592092387,,,2.65963629226531,BBY,,,,,,,,,,,,,2019
0.00157995887419861,0.729515393464129,0.0712319853715176,-0.125464077000356,-0.780891662937306,2.70214868827064e-05,0.0233851308595642,0.78023183836841,,,5.72606583447527,BDX,,,,,,,0.0360101579350283,,,,,,2019
0.000861837128257747,,,,,4.36286425042399e-07,2.3959417537424e-10,0.998999977240625,,,4.75429569585798,BEN,,,,,,,,,,,,,2019
0.000445374850063431,,,,,1.50034131435178e-07,2.34848005429855e-08,0.998999949481115,,,3.86327071806161,BG,,,,,,,,,,,,,2019
0.00101065777289569,,,,,0.000180833733870317,0.0225839857300464,0.500474977332985,,,3.18076723462023,BIIB,,,,,,1.26172658253409e-13,,,,,,,2019
0.00142934070324503,0.643392932215797,,,-0.753647181391014,6.49104709759765e-07,1.37035832465771e-09,0.998999706030704,,,2.84410333216539,BIO,,,,0.936132146740837,,,,,,,,,2019
0.00124519283246738,,,,,5.11126997304063e-08,6.15074183433126e-09,0.998999991527377,,,4.26919299216498,BK,,,,,,,,,,,,,2019
0.000884225304440771,-0.114567247344618,-0.0352129878726741,,0.0440446626185049,6.69312382903035e-14,3.81989950249192e-05,0.997412671899096,,,4.2108312412834,BKNG,,,,0.793347094637297,,,,,,,,,2019
0.00172108178908013,,,,,4.86557968044891e-06,5.20961175490432e-06,0.988501399776626,,,6.80682507677704,BKR,,,,,,,,,,,,,2019
0.00164754115354722,-0.000455842579962956,-0.00211191884131687,-0.0549925116378373,,8.173424279876e-06,0.0862232937414469,0.865735749987809,,,5.80714651848843,BLK,,,,,,,,,,,,,2019
0.00187858703438156,,,,-0.0382870333552463,8.94657416879118e-13,0.00104962894212595,0.995627033095787,,,5.10567613187195,BMY,,,,,,,,,-0.04651639068627,,,,2019
0.00211721559273837,,,,,1.2933937558624e-07,1.97638592357098e-09,0.998999927365103,,,4.03759869508709,BR,,,,,,,,,,,,,2019
0.000860363048666546,-0.742090631198099,-0.0559731523862894,-0.0236080439074748,0.657878917825449,1.90979725611353e-07,0.0449381631316614,0.954060397741853,,,5.4138256770292,BRK.B,,,,,,,,,,,,,2019
0.00176927294440775,0.242911901857497,0.136590691444836,-0.0464923245570845,-0.365310837001974,4.40795332914979e-08,2.4665258132133e-10,0.998999967740017,,,4.64512882901113,BRO,,,,,,,,,-0.265026097691931,,,,2019
0.00187105367917128,0.541547397930733,0.0295773691542671,-0.105231398093095,-0.621315733218035,1.01181184928299e-05,0.0502940891612716,0.904399289056133,,,3.42506265922978,BSX,,,,,,,,,,,,,2019
0.000782107942078975,0.779442469225955,-0.0769274893233949,0.0528704232014551,-0.613072320570328,5.14398336748635e-05,0.046671098432426,0.810116678341735,,,10.5876833290799,BWA,,,,,,,,,,,,,2019
0.00251695249981728,1.08422628704936,-0.122961192339207,-0.0664089350098362,-0.952826441138806,8.31536049143398e-06,0.0509047230894718,0.922661801984658,,,3.70893412242192,BX,,,,,,,,,,,,,2019
0.00103763104308047,0.46223407516797,-0.546155451711925,,-0.415705375469847,4.28698396369978e-08,1.63964698627391e-08,0.998999970015124,,,7.35639816210359,BXP,,,,,,,,,0.612220235123624,0.0782560607751326,-0.180004502880616,,2019
0.00193805017768351,-0.72023822670916,,,0.677899523178564,1.06390601363842e-05,0.0535687285358784,0.898888145693521,,,5.09894943564599,C,,,,,,,,,,,,,2019
0.00204496473682545,,,,,3.64568826122843e-06,0.0120987050057913,0.985327859751202,,,2.8622646115582,CAG,,,,,,,,,,,,,2019
0.00123492468716011,,,,,1.48037428990064e-06,0.000942504039112789,0.349137537366024,,,8.70999430141127,CAH,,,,,-0.0468496102689362,0.672159763755606,,,,,,,2019
0.000898486324483918,-0.0137620545239316,0.0269598104992965,-0.0533640379201209,,2.50106510460864e-12,1.22160662835314e-05,0.998917630115726,,,5.2394707353899,CAT,0.147045303967092,,,,,,,,,,,,2019
0.00109975665637763,0.687126319506277,,,-0.843685051042648,1.17762709210562e-05,0.0926845870224832,0.782315058339719,,,5.78427614462487,CB,,,,,,,,,,,,,2019
0.000978684645508791,,,,,3.93913192026631e-08,2.83110468981318e-08,0.998999928949694,,,5.2983840744041,CBOE,,,,,,,3.26467138200977e-08,,,,,,2019
0.00184167448553192,0.297446577060735,0.0288246600879516,-0.143437623709309,-0.29045793088826,1.52272986398897e-05,0.0362649583839637,0.879112591680589,,,6.55170528784545,CBRE,,,,0.747010036991504,,,,,,,,,2019
0.00160416516006698,0.0412316810093849,,,,1.00246691533247e-06,0.0313891708620452,0.964428843055375,,,6.9140937531128,CCI,,,,,,,,,,,,,2019
0.00140456585459251,0.1317291614865,0.0353821258985587,-0.0118086812392766,,5.18827703031706e-07,1.38483149814706e-06,0.998978163636806,,,3.20229885395148,CCL,,,,,,,,,,,,,2019
0.00176467982257531,,,,,3.42312755968486e-05,0.16212490714648,0.795791246697497,,,3.88796543733708,CDAY,,,,0.768144208852439,,,,,,,,,2019
0.00302467058632346,-0.210287920498763,0.402232118665912,,0.178780174326038,5.26394839850952e-05,0.0905815415945649,0.721256048470983,,,4.52406090164304,CDNS,,,,,,,,,-0.477862599535735,,,,2019
0.00283752276858606,1.17598567316414,-0.80410919675372,,-1.2572860438294,2.37604585413525e-05,1.02307438234239e-14,0.844851361486164,,,3.75028706424647,CDW,,,,,,,0.0480790818265559,,0.866276918956516,-0.114807124091785,,,2019
0.0014145943128577,-0.00174176135562061,-0.100380755797558,-0.0620144557044516,,3.50280694176032e-07,0.0120755314716447,0.983820341953174,,,5.53159085944374,CE,,,,,,,,,,,,,2019
0.000167067414050901,-0.10079533473135,0.0224099296153083,-0.0283478388930253,,1.89766469334049e-07,1.9134733579346e-10,0.99899992600598,,,5.78229977614141,CF,-0.192876014034832,,,,,,,,,,,,2019
0.00198345142335503,,,,,5.42696424804485e-06,0.0479391561316328,0.93304219093484,,,4.61075113258026,CFG,,,,,,,,,,,,,2019
0.00136799997125986,,,,,1.11497342276859e-06,2.27454209750731e-05,0.999992550484781,,,4.79512352826506,CHD,,,,,0.0931138087718026,,1.2761970988826e-05,-0.103252183988437,,,,,2019
0.0010987496526792,,,,,5.53059820847812e-07,0.0579754949018503,0.706426864959233,0.997560200926636,0.000189094848233665,3.48189828924003,CHRW,,,,,,,,,,,,,2019
0.00129441953167088,,,,,5.94130101087704e-06,4.6741945510993e-10,0.951779860957544,,,3.91957806541973,CHTR,,,,,,,,,,,,,2019
0.000888395490917942,,,,,2.1364127805539e-05,0.0604680747764993,0.880968167760897,,,6.34262518858322,CI,,,,,,,,,,,,,2019
0.00130302142085033,-0.829291735773047,0.159505247652001,,0.737524385070127,4.31829166023665e-07,0.00821352489241286,0.987959375972777,,,4.36398203343888,CINF,,,,,,,,,-0.302500818462985,,,,2019
0.000956418563362788,,,,,2.47222221330736e-05,0.11347387768523,0.54185390097977,,,8.80645619013669,CL,,,,,,,0.107662048237217,,,,,,2019
0.000406608620894212,-0.0751244270696456,,,,8.74772059737146e-13,0.000628494189558569,0.998067228571553,,,4.53600417504246,CLX,,,,,,,,,,,,,2019
0.000707185772078232,,,,,0.000231002100918658,7.63570428976655e-11,4.04950195817043e-07,,,6.83481318210092,CMA,,,,,,1.65898523123975e-07,0.200815217335364,,,,,,2019
0.00111101507847936,,,,-0.094183787958442,2.54196545945863e-05,4.58336396801453e-13,0.74080162900607,,,8.94695445248386,CMCSA,,,,,0.149278269914549,,,,,,,,2019
0.00064076454754161,0.114392724732072,-0.073670502080113,-0.0520649361729678,,6.26981045829241e-06,0.0276309408655992,0.92444428216014,,,8.22892401668982,CME,,,,,,,,,,,,,2019
0.00236595345449044,,,,-0.050042207147388,8.76631817575732e-08,5.25985466463682e-11,0.998999991208719,,,3.70439951355122,CMG,,,,,,,2.3580560125766e-10,,,,,,2019
0.00141885111645986,,,,,8.42203062364728e-06,0.0580295796496067,0.901839519024241,,,5.35433790592775,CMI,,,,,,,,,,,,,2019
0.00115302846655539,-0.0274861976317775,-0.161725710857077,,,7.50898159017117e-08,4.18038687321572e-06,0.998983154567478,,,7.61857957476184,CMS,,,,,,,,,,,,,2019
0.000646320164705438,,,,,9.8097740463216e-07,1.26738625633979e-05,0.998068450362905,,,4.30525338204382,CNC,,,,,,,,,,,,,2019
0.00095613744028272,,,,,6.85527155405657e-07,4.801849194694e-07,0.99999965319578,,,3.2076651848257,CNP,,,,,0.114460169565477,,4.46388954908255e-07,-0.120049417533631,,,,,2019
0.00173343475474915,,,,,4.13280069296286e-06,0.0364787557846492,0.943188946116706,,,5.03689285558791,COF,,,,,,,,,,,,,2019
0.00127428048986174,,,,,4.64684021610084e-05,0.103989395541176,0.575258859331172,,,6.94262084253298,COO,,,,,,,2.96161290191119e-15,,,,,,2019
0.000218930792252461,,,,,9.05367376020095e-06,0.0178371934833519,0.950949018121952,,,7.01331956212987,COP,,,,,,,,,,,,,2019
0.00135773273346654,,,,,1.16636487735444e-06,2.67922167116054e-05,0.996643598441256,,,4.6361186467324,COR,,,,,,,,,,,,,2019
0.0013978128513608,-0.0212599463139866,-0.0317168986412618,0.0329544523745122,,8.30450027759017e-06,0.0592351339728682,0.852925594363311,,,5.27101300344582,COST,,,,,,,,,,,,,2019
0.00172194973058994,1.07002445932297,-0.165061928135487,,-0.999988518530881,5.66881272384568e-12,2.08510226728526e-05,0.118283466917301,,,4.03315426550802,CPB,,,,,0.0416729970694823,0.857717785132396,,,,,,,2019
0.00213168288407101,0.101666735953689,-0.0560806840837067,-0.0332257675982356,,1.67747353292154e-07,0.0234008230642019,0.426602361293782,,,4.76731534478825,CPRT,,,,,0.208970119320257,0.497154609060296,0.0229778641010592,-0.176309119389921,,,,,2019
0.00100998171366737,-0.0287199286080279,,,,3.56999821824271e-08,1.11087759742511e-07,0.99899987450983,,,5.50852266908904,CPT,,,,0.854090810756702,,,,,,,,,2019
0.00249720624172675,0.592589870131358,0.0105142913249864,-0.139126860113578,-0.542689042129487,5.02406225858872e-11,0.0238625005417758,0.36657732528174,,,4.18421200495787,CRL,,,,,,0.607126807715937,,,,,,,2019
0.000974971405006313,0.477934987475801,0.0693204009006796,-0.147346915322306,-0.499264717911164,2.83265108861316e-05,0.119652098040269,0.762170358796765,,,9.91600395200908,CRM,,,,,,,,,,,,,2019
0.000793780985264938,-0.0417417779067474,-0.0291598366531991,-0.0100732798178513,,1.62581097702281e-05,0.0661999021886887,0.859105678105744,,,3.81688283992161,CSCO,,,,0.767924668109258,,,,,,,,,2019
0.00169554128110626,,,,,2.89763110949159e-07,9.1483318420515e-09,0.998999936835237,,,3.84369162832218,CSGP,,,,,,,,,,,,,2019
0.00092699953424928,,,,,4.05539496889162e-06,0.0110468731964144,0.964611860355207,,,4.81425064045875,CSX,,,,,,,,,,,,,2019
0.00244713704628251,-0.0519010132953096,-0.111421653798697,0.0182062328782452,,6.91901120906748e-07,0.00354778652471439,0.993367298075843,,,3.08478420535482,CTAS,,,,,,,,,,,,,2019
0.00279036770100204,0.883308285487519,0.0429242993725439,0.0178926257687692,-0.899753609494648,1.96599139113842e-07,0.00985910265982944,0.989140879226153,,,3.58263891097795,CTLT,,,,,,,,,,,,,2019
0.000145147313074856,0.0370822029463556,0.0115938765870842,-0.10024668449447,,4.05286328410181e-07,0.0105979612774215,0.98840160497266,,,4.10952877047412,CTRA,0.115633451324513,,,,,,,,,,,,2019
0.000880176551081152,-0.0721224577036367,0.0363121577677294,0.0178237946523317,,1.81554240567225e-07,0.32849737490084,0.0367654684080468,0.999453506786345,0.0228031057333693,3.38689103362301,CTSH,,,,,,,,,,,,,2019
0.000994463889405826,,,,,4.43565426299423e-09,0.0181141869352378,0.978910212299148,,,4.73675438588683,CVS,,,,,,,,,,,,,2019
0.000105827372761815,1.00376816148772,-0.169696317908646,0.141322640773493,-0.999999981001027,1.16529442679641e-07,1.87803396567118e-10,0.998999983006333,,,4.5085531473258,CVX,,,,,,,,,,,,,2019
0.00261559432090252,0.133754739501605,,,,0.000304913302248385,0.459344898727954,3.21723976975857e-11,,,6.06845521366857,CZR,,,,,,,,,,,,,2019
0.0010609199061197,,,,,5.76165545597467e-06,0.0421599514317169,0.885270164072785,,,7.66621878014575,D,,,,,,,,,,,,,2019
0.000924562738260382,-0.0219910204950189,-0.0365253906167021,0.0101109465373499,0.0191546993663967,2.35857855916714e-07,0.0488883858190983,0.403262451599665,0.998763005018512,0.00162131437489444,3.78351137833879,DAL,,,,,,,,,,,,,2019
-8.44857884434849e-05,-0.973869958276674,,,0.989933996269128,5.77726212324699e-08,1.10945367865996e-08,0.998999750975016,,,3.59980894236396,DD,,,,,,,,,,,,,2019
0.00171932031473474,,,,,3.59578910993885e-05,2.77598773956991e-09,0.335561624938462,,,3.99170254265532,DE,,,,,,0.393115599029209,0.136763253599185,,,,,,2019
0.00149849987555547,,,,,4.07705202347633e-06,0.0338705662124975,0.951231720648908,,,3.07964733678019,DFS,,,,,,,,,,,,,2019
0.00137928777784452,,,,,1.71713208454608e-06,6.10382438072389e-07,0.993710719543616,,,2.60869511775651,DG,,,,,,,,,,,,,2019
0.0010940797328908,-0.0757828881911734,-0.00360288559506823,-0.0887340876741758,,1.70642517914263e-13,0.0029355790646118,0.993824070855074,,,4.76551563739971,DGX,,,,,,,0.000215922312882309,,,,,,2019
0.00162800010049193,0.789486398547818,,,-0.897154832692298,3.84188732442701e-06,0.0126025709700428,0.969075077935561,,,7.53564992996132,DHI,,,,,,,,,,,,,2019
0.00175082066045017,-0.0921914034535747,-0.108234043220356,-0.0659353990014465,,7.69323648275484e-07,0.000103436613061493,0.994444796135725,,,3.94202659642437,DHR,,,,,,,,,,,,,2019
0.000706699076888001,0.0162959930874737,-0.138298063858601,0.124741170488931,,2.38225032421273e-06,0.0040341626588621,0.986893364678042,,,2.77044613206121,DIS,,,,,,,,,,,,,2019
0.000526301673831029,-1.44735059761198,-0.435593654325641,0.0199642081178748,1.60078162638551,7.61884624422886e-06,0.0426931152698488,8.68877331998592e-05,,,10.2697998824294,DLR,,,,0.753140947349189,,0.904668513041936,,,0.587309916217502,,,,2019
0.00121028015551379,,,,,0.000183738822526949,0.468707277625006,0.189630718278,,,3.58853451464399,DLTR,,,,,-0.438600300188961,,,,,,,,2019
0.00163716391893411,0.00299542941126191,-0.049601070863543,-0.0150716594736607,,0.000155757789282656,0.147542247639004,0.038831332069832,,,3.99243530467015,DOV,,,,,,,,,,,,,2019
0.00100897683932752,,,,,5.36599003575133e-13,8.21959605323463e-05,0.998492508630702,,,5.92350704041796,DPZ,,,,,,,,,,,,,2019
0.000598613184632584,,,,,1.10226977226588e-07,1.80151148222632e-08,0.99899989340737,,,5.97484562575514,DRI,,,,,,,,,,,,,2019
0.000886577101977448,0.537880044935638,-0.142699753449707,,-0.538733146365532,8.03225617059764e-08,3.11726829300138e-05,0.998761871577324,,,9.7540485479629,DTE,,,,,,,,,,,,,2019
0.000613691320057059,0.647433091567368,-0.16058775398859,,-0.591304430013584,3.08171603475738e-08,9.93348250228178e-09,0.998999974438486,,,8.25689043826855,DUK,,,,,,,,,,,,,2019
0.00210604742615535,,,,,7.03777314939278e-12,6.04826961645001e-06,0.998967953499824,,,3.9980093747429,DVA,,,,,,,,,,,,,2019
0.000814015734845737,,,,,8.62801427096968e-07,4.20578939525477e-08,0.998999159198455,,,7.69598394342008,DVN,,,,,,,,,,,,,2019
0.00211559703897969,-0.775586625359452,-0.871136053227607,0.0972916868904968,0.824095180168674,4.58769003010586e-13,2.51958648060928e-06,0.997814968675956,,,3.78215512096566,DXCM,0.0303979133214853,,,,,,,,0.982650199101014,,,,2019
0.00125063270294918,-0.954428972564385,,,0.85507443444312,1.34541701453393e-07,0.333053192971599,0.509195198161578,0.999904127557893,0.0482269330739802,4.64747606527315,EA,,,,,,,,,-0.141532020690172,,,,2019
0.00114468890254908,-0.0518033552861778,-0.0363921159671194,,-0.0393808464503582,1.80938603932734e-05,0.0428653801576737,0.850808964150751,,,4.10881107924374,EBAY,,,,,,,,,,,,,2019
0.0015496845464493,-0.0522606162561883,-0.0223562084309155,-0.0722684011040472,,2.61984069765409e-06,0.03811679214169,0.940502610545553,,,4.5651096389777,ECL,,,,,,,,,,,,,2019
0.000861705262344,-0.85899526779507,-0.0598766482578858,0.0049424450787992,0.842209274498481,1.87043964592157e-14,0.000126409085679228,0.998863189164472,,,15.751180412525,ED,,,,0.816159970640359,,,,,,,,,2019
0.00176325360286971,,,,,4.5006203416474e-05,0.169829127157292,0.528659026427407,,,11.5935814979205,EFX,,,,,,,,,,,,,2019
