mu,ma1,ma2,ma3,omega,alpha1,beta1,shape,tick,ar1,ar2,ar3,eta11,eta21,ma4,ma5,gamma1,alpha2,gamma2,skew,beta2,ar4,ar5,ar6,label
-0.00102516085420563,,,,4.08621866830016e-05,0.0324377534480305,2.28608514932967e-05,38.3844296239208,APD,,,,,,,,0.0406956516433631,0.0110851233436716,0.376202746120933,,0.691732202719097,,,,2008
-0.000669355843392705,0.647562547377878,0.976783319358851,,3.70008817213935e-05,0.109912331942315,0.857355173022548,4.24131510715344,APH,-0.69725196265986,-0.9649221853731,,,,,,,,,,,,,,2008
0.000197587805770066,-0.267777694801905,,,2.03837111867974e-05,0.158493249029832,0.840506745478438,8.94223398293066,ARE,,,,,,,,,,,,,,,,2008
-0.000662285754056342,0.954311256840873,-0.178506967127122,-0.155943400649133,2.07511430938966e-05,0.0900588039811004,0.745434965526698,5.88538462553664,ATO,-0.982422185542365,,,,,,,0.279323661640068,,,,,,,,2008
6.85218655482175e-05,0.845632000380897,,,1.1610419338881e-05,0.223587497806252,0.775412477340758,4.5126525816199,ATVI,-1.07294011323158,-0.204769069292008,,,,,,,,,,,,,,2008
-0.000286483731700286,-0.754260234802727,,,3.92331023044977e-05,0.143508477894128,0.839391938177468,23.0846756141384,AVB,0.541237005038982,,,,,,,,,,,,,,,2008
-0.000825739042951554,,,,1.82430512123224e-05,0.0870260534495952,0.713698657845417,3.91827507884547,AVY,,,,,,,,,,,,0.19025097924436,,,,2008
-0.00331955560850032,,,,0.000127249927121848,0.10204840298523,0.866674520129836,3.37086602770471,AXON,,,,,,,,,,,,,,,,2008
-0.00260320957789538,-0.120902333560456,-0.150529889971491,,5.99072925587271e-05,0.12565641398044,0.847456688465036,8.83954207121372,AXP,,,,,,,,,,,,,,,,2008
0.000490629801171652,,,,2.27645002263409e-05,0.11854208777393,0.853848092576916,8.86787151733355,AZO,,,,,,,,,,,,,,,,2008
-0.00137500534628413,1.319648289318,0.561610594129292,,8.45190918723831e-06,0.0693290869491521,0.928522148563843,5.20972881872448,BA,-1.32244053741673,-0.618418936279231,,,,,,,,,,,,,,2008
-0.00533167900306221,,,,5.8581096355922e-05,0.194031285097292,0.804968642768436,5.16148038194669,BAC,,,,,,,,,,,,,,,,2008
-1.09258874206117e-05,,,,3.25501716162764e-05,0.157158614275236,0.815984434092327,6.06100914885109,BALL,,,,,,,,,,,,,,,,2008
0.000536931778794197,-0.143261824365313,-0.173273074768683,,7.29651212692189e-06,0.101724101534435,0.880306036618022,4.56406072820043,BAX,,,,,,,,,,,,,,,,2008
-0.00117711716231571,,,,2.80426679667602e-05,0.0443523693902024,0.939215598144943,5.3470923999316,BBWI,,,,,,,,,,,,,,,,2008
-0.00146414745773173,,,,8.01468502335799e-06,0.0661966895112635,0.932790545192161,26.338538983842,BBY,,,,,,,,,,,,,,,,2008
-0.000134872996223135,1.69792550569131,1.07082475641318,,1.36846165614154e-05,0.112346388736726,0.627189275470962,12.1905385834429,BDX,-1.71375173094914,-1.33783898777545,-0.404603574088914,,,,,,,,,0.216673324926645,-0.158665461634113,,,2008
-0.00071872171919986,-0.0886412977505086,-0.210604756119539,,3.89283080971926e-05,0.152289745372519,0.830748575940705,83.0407010235534,BEN,,,,,,,,,,,,,,,,2008
-0.00215334507057567,,,,2.23411804782059e-05,8.67841523724499e-11,0.934783242480175,5.04391526826769,BG,,,,,,,,0.00585372124956949,6.6744218515369e-09,0.0939570340551452,,,,,,2008
0.000111343482167475,,,,2.99081809822465e-06,0.0112910907130858,0.987708894411192,3.33989536154394,BIIB,,,,,,,,,,,,,,,,2008
-5.39579347494535e-05,,,,2.07614753508232e-05,0.139293741952994,0.850065852737138,5.49566718052671,BIO,,,,,,,,,,,,,,,,2008
-0.00163434876556509,-0.775558275913541,,,5.00573516331323e-05,0.184962307433827,0.810656460670814,6.16519614330982,BK,0.45329423304525,,,,,,,,,,,,,,,2008
-0.00182413250659525,0.876210727145352,-0.119456570262195,-0.0940602967817235,3.02904234992782e-05,0.0261290119003348,0.959962936915187,4.65526006305104,BKNG,-0.958871101058364,,,,,,,,,,,,,,,2008
-0.00180209069302943,,,,6.20456087625492e-05,0.175180767948949,0.803219500456657,14.0859165949892,BLK,,,,,,,,,,,,,,,,2008
-0.000466537471330063,-0.108349765168417,-0.0945720101992666,,2.75987017571872e-05,0.103273152152391,0.847757594548413,8.6807953951874,BMY,,,,,,,,,,,,,,,,2008
-0.00131616510199193,-0.135062025634743,,,2.39460086657661e-05,0.128815734860784,0.859150085162677,8.73005372259749,BR,,,,,,,,,,,,,,,,2008
-0.00142723835538496,,,,1.11456972165126e-05,0.156824076930301,0.829893441253652,6.7330456748514,BRK.B,0.0963801598703642,,,,,,,,,,,,,,,2008
0.000766661406338546,,,,6.75255237940325e-05,0.211431603662484,0.776071327487859,3.18880291436839,BRO,,,,,,,,,,,,,,,,2008
-0.00109769681623353,,,,6.95204658974957e-05,5.76393259936923e-08,0.800244162856821,5.34580765803195,BSX,,,,,,,,0.30561410452224,,,,,,,,2008
-0.0010771570737624,,,,1.86083200980682e-05,0.129827986189793,0.868612380275445,9.14066893447314,BWA,,,,,,,,,,,,,,,,2008
-0.00324569442470943,0.137517843228061,-0.0556450347544497,,8.05711187923228e-05,0.147105699695076,0.83518947063915,3.76595542927708,BX,,,,,,,,,,,,,,,,2008
0.000227924957432411,-0.29372137183322,,,2.8909605003716e-05,1.11959346800304e-08,0.853493312095039,6.90136858892859,BXP,,,,,,,,,0.139365326322652,,,,,,,2008
-0.0051019748967725,,,,0.000161173738064069,0.302181223038488,0.693416006954143,6.72361648178131,C,,,,,,,,,,,,,,,,2008
-0.00108826001509122,0.0765359380351021,-0.0990414548725554,,1.88204131338911e-06,0.0100726532854591,0.988927342814995,3.63408118156515,CAG,,,,,,,,,,,,,,,,2008
-0.000655809358249145,0.713684891818084,0.416800413414172,,3.4358127659673e-05,0.143300468538776,0.806103138518887,4.73385803006182,CAH,-0.744022826811531,-0.524835631647195,,,,,,,,,,,,,,2008
-0.000622939825932262,,,,1.75558053609235e-05,0.149321965709849,0.847073456827603,5.862210791418,CAT,,,,,,,,,,,,,,,,2008
-3.92104494677643e-05,-0.101701754729443,-0.117266496090848,-0.122294033103431,8.45320094408407e-05,0.286350354836174,0.711819152203301,3.44118295614644,CB,,,,,,,,,,,,,,,,2008
-0.00216079542319491,-0.80606578331152,,,0.000119175459957936,0.237408459693914,0.76158702130467,7.20316926373386,CBRE,0.709309318945452,,,,,,,,,,,,,,,2008
-1.98844061240578e-05,0.0836734866601914,-0.0241674725568477,,1.80153999612809e-05,0.190742967676954,0.808115867557038,11.5988256088694,CCI,,,,,,,,,,,,,,,,2008
-0.00263681695242104,,,,3.19354887399782e-05,0.0370001368867446,0.877387001699088,20.0269442245654,CCL,,,,,,,,0.152069586167262,,,,,,,,2008
-0.000763542438101533,-0.533370386352901,,,0.000449413481272897,0.304516158010105,0.486556786406297,2.69887862512211,CDNS,0.404129036644416,,,,,,,,0.207926981821062,,,,,,,2008
0.000795534978985376,,,,3.58642534316274e-05,0.145195013370913,0.852106894023523,4.45679600836348,CE,,,,,,,,,,,,,,,,2008
0.00099869159461282,,,,0.000155792673522907,2.12099129208682e-08,0.172104848766781,5.65192939559624,CF,,,,,,,,,0.176755321507716,,,0.618870506006081,,,,2008
0.00010908873824164,,,,1.54080631263181e-06,1.53209572540479e-08,0.952710304890707,4.42198621109862,CHD,,,,,,,,0.0925793417782335,,,,,,,,2008
0.000597940583304394,-0.492440850478612,,,9.48134715139071e-05,0.189833233520991,0.00369035341942374,4.22626137631606,CHRW,0.31490365440339,,,,,,,,,,,0.737273288099887,,,,2008
-0.00201552177041419,-0.880547739366974,-0.444268409189504,1.03733385886035,6.19179725546113e-05,0.219271193338258,0.779728808227297,3.64983632796036,CI,0.755172297577051,0.444025202531857,-0.785313735838367,,,-0.169804807956919,,,,,,,,,,2008
-0.00140344851756301,-0.119702113585894,-0.127718982126625,0.13290501355676,3.53410010587961e-05,0.176024936874075,0.817300898579749,4.82394015392856,CINF,,,,,,,,,,,,,,,,2008
-0.000282223834493138,-0.126371485165198,-0.113052665640057,0.16955280394779,4.22410741202691e-06,0.117718034294621,0.881281914098364,3.71251007443682,CL,,,,,,,,,,,,,,,,2008
-0.000711468563300179,-0.161462132951818,,,1.4659876488934e-05,0.132647155190981,0.836327523117974,6.03946357926384,CLX,,,,,,,,,2.72389731747266e-08,,,,,,,2008
-0.00293544410722825,,,,0.000118817956879124,0.25716974729635,0.72023118028127,19.1597608914975,CMA,,,,,,,,,,,,,,,,2008
-9.47895986675279e-05,0.148125238027853,-0.148625122464452,,4.91008250963548e-05,0.166513647211595,0.794817788789207,5.91780229309697,CMCSA,-0.171580715295108,,,,,,,,,,,,,,,2008
-0.0041371538269973,,,,0.000146614034773985,0.244689879072658,0.733703351472089,6.58215051461753,CME,,,,,,,,,,,,,,,,2008
-0.00283739664424929,-1.18561050443469,0.892638287392032,-0.0340245995072493,6.11399879919505e-06,0.0151029329621356,0.983897049941463,5.02261052356177,CMG,1.19139377304088,-0.933636140320369,,,,,,,,,,,,,,2008
-0.000612524028844055,,,,5.39871416780476e-05,0.0992244662100537,0.879138696043891,8.75436319575308,CMI,,,,,,,,,,,,,,,,2008
-0.00112922162737213,-0.138927688033462,,,2.63833829322631e-05,0.269498240945513,0.713781219765677,8.2352814529613,CMS,,,,,,,,,,,,,,,,2008
-0.00127604594376438,,,,7.62748543999242e-06,5.36121881609735e-11,0.998999952946812,2.76014026563047,CNC,,,,,,,,,,,,,,,,2008
-0.000332574276819619,0.793317129695592,-0.223647601618592,0.0354665950945563,2.9411801549471e-05,0.220479743986229,0.719894713531946,20.3890784962129,CNP,-0.999999988128871,,,,,0.0628443231823974,,,,,,,,,,2008
-0.000712699150024361,-0.999999989388043,,,0.000101562953623729,0.128859574757372,0.841775147796915,9.029554988828,COF,0.942171603081331,,,,,,,,,,,,,,,2008
-0.0017338985621264,,,,4.57466369889775e-05,0.147529810271601,0.851470121583607,3.34576047716555,COO,,,,,,,,,,,0.800698945339465,,,,,2008
0.00132117378967306,,,,1.21921420665162e-05,0.156545406362725,0.842451848996664,10.7157597556779,COP,-0.0998617766722298,-0.00571623715369551,-0.0258497629831825,,,,,,,,,,,,,2008
-0.00148397752005932,0.146175879944444,0.168075476356236,,6.09772710573751e-06,4.2672515380271e-09,0.926140912869792,4.68275318181176,COR,-0.367216507195383,-0.342436777760829,,,,,,0.14505840380481,,,,,,,,2008
0.000371464724306863,,,,3.34168112699129e-05,0.150623046194471,0.7997140829996,7.47619895433902,COST,,,,,,,,,,,,,,,,2008
0.00014387372255189,0.668486102246436,-0.19766350453549,-0.00430259438796327,5.74883760657624e-06,0.100501383037712,2.28208138244976e-10,3.98335476360849,CPB,-0.761228682483175,,,,,0.173772170064046,,,,,,0.898498367283775,,,,2008
0.000682275663324845,,,,2.35584336051547e-05,0.189511819913454,0.790466132052247,6.91876487181895,CPRT,,,,,,,,,,,1.02438071246335,6.54563050993211e-07,,,,2008
-0.000566424379542778,-0.793176635332699,,,4.44341740846458e-05,0.260835629329845,0.05941249580662,16.2225040011179,CPT,0.643627891398938,,,,,,,,,,,0.672296251681214,,,,2008
-0.000631258509508001,0.082427149350317,,,2.74954608452456e-05,0.191942894624485,0.807056945449296,3.07720687355057,CRL,,,,,,,,,,,,,,,,2008
-0.00170750282379304,-0.0992149579397755,,,1.27367389960369e-05,0.0440253643534371,0.954974142395995,4.01622562506476,CRM,,,,,,,,,,,,,,,,2008
-0.000987614197112494,-0.147752388227789,-0.0744814087004266,0.0125157552653396,3.43703908485725e-05,0.126369881885886,0.831827230462341,9.39300536423923,CSCO,,,,,,,,,,,,,,,,2008
0.000488308337327884,-0.723768087081932,-0.139387288124402,,1.65345461672562e-05,0.0659952515816363,0.91980829302178,9.58478734333458,CSGP,0.824802235607247,,,,,,,,,,,,,,,2008
0.00109699025932917,-0.689381120126888,-0.788609586222237,1.01579976264455,9.19427093382054e-06,0.0558377654277823,0.939309728791541,7.67108614459257,CSX,0.681102595965653,0.659964861020008,-0.884784475321695,,,,,,,,,,,,,2008
-0.00067977302274804,,,,5.01226191982936e-06,0.0720298198147431,0.926969731648324,32.150936054342,CTAS,,,,,,,,,,,,,,,,2008
0.00124664288037036,,,,7.19243992537335e-05,0.171036392517555,0.814836573617397,7.63774633228021,CTRA,,,,,,,,,,,,,,,,2008
-0.00169837223174737,-0.142830167655452,,,4.25589796349253e-05,0.0709978951870613,0.909472665321184,4.76198514591022,CTSH,,,,,,,,,,,,,,,,2008
-0.000481074235130184,-0.555431791807216,0.776322981769901,,3.22842347432106e-05,0.298338784491393,0.679596545068978,6.40473025123321,CVS,0.407665914121534,-0.838157591275996,-0.0761773214579458,,,,,,0.0131071845852382,,,,-0.118451523710086,-0.163860988119006,,2008
0.000877268155064446,0.445723510159975,,,1.51510777032387e-05,0.146743337776253,0.841916389820365,8.00694871113857,CVX,-0.540467152568533,-0.0943212453855389,,,,,,,,,,,,,,2008
0.000285993282758569,0.672828600111679,-0.276636079063578,-0.106392302589534,2.68811354272308e-05,0.241277711920919,0.709191244067061,7.57667673879114,D,-0.856648988972195,,,,,0.0330188832213303,0.00317349313624361,,,,,,,,,2008
-0.00424418012545842,,,,0.000860031543024699,0.154451025581492,0.0486885363215607,3.94536891845958,DAL,,,,,,,,,,,,0.676643610125823,,,,2008
-0.000218774872890807,-0.104822099469239,-0.113390594321631,,1.63627435661947e-05,0.139972017195131,0.840437307717751,21.3315829433201,DD,,,,,,,,,,,,,,,,2008
-0.00184524043498676,0.804786545885149,-0.129198198099597,,5.45505747968378e-05,0.145181710175365,0.821653833456182,7.41362579636768,DE,-0.855641856927185,,,,,,,,,,,,,,,2008
-0.00188159987675927,,,,0.000151022758353943,0.128935195899064,0.825013738132958,8.4531783909935,DFS,,,,,,,,,,,,,,,,2008
0.000453554095460471,,,,5.71943256291221e-06,0.215398430060213,0.74145969212231,3.85124903361736,DGX,,,,0.99167662175619,1.75965737999473e-05,,,,,,1.0319664326783,,,,,2008
-0.00204795825780798,,,,7.29454182413802e-05,0.0803021186779966,0.903738583514407,11.2920618764737,DHI,,,,,,,,,,,,,,,,2008
-0.000802713094014697,-0.139995602063798,,,1.59190108472234e-05,0.133411454970593,0.845947200784005,5.63086672112008,DHR,,,,,,,,,,,,,,,,2008
-0.000110529417307932,0.152047132303504,,,1.19917051901292e-05,0.121281019825778,0.866125653250158,10.8908144654466,DIS,-0.270385716701108,-0.147980935989324,,,,,,,,,,,,,,2008
0.00121389510351037,-0.828213652308198,,,5.56003208854983e-05,1.44970094448418e-16,0.792197735137754,90.6396118617936,DLR,0.676114102647047,,,,,,,0.0331778236509632,1.71231061009886e-08,0.293890655777409,,,,,,2008
0.00186958085882638,-0.932306003480714,,,0.000111723292947226,0.0547878717469258,0.831784096005063,11.6522002693403,DLTR,0.823447310561015,,,,,,,,,,,,,,,2008
0.000661576155962819,-0.814570462409376,1.01626526547012,,1.20672038853292e-05,0.0899680931893684,0.897776026989571,8.17212654073942,DOV,0.781717940799846,-0.921078648479719,,,,,,,,,,,,,,2008
-0.00198226765267553,,,,7.7686448381301e-05,0.126590051567527,0.842672876680552,3.85156584408881,DPZ,,,,,,,,,,,,,,,,2008
8.40599804553161e-05,,,,1.2589007620135e-05,0.0577711134012083,0.936827583763589,14.8334401412396,DRI,,,,,,,,,0.00325115755171443,,,,,,,2008
0.000116209066401116,-0.180965418798271,,,1.77183353767781e-05,0.0282394511992243,0.784723274580582,11.2403766624521,DTE,,,,,,,,0.278526152127442,,,,,,,,2008
-0.000396916524872142,-0.364555921889611,-0.0546139069547394,-0.0440978347437812,1.33727663935644e-05,0.122389544500308,0.845269157166993,5.20026655742815,DUK,,,,,,,,,,,,,,,,2008
-0.000211141718778746,,,,5.3858057858032e-05,0.227277405422387,0.76213049163194,2.94066578712029,DVA,,,,,,,,,,,,,,,,2008
0.000840064800185322,-0.112911357680698,-0.101068216115937,,2.68502542068604e-05,0.114704749047611,0.872194014249538,23.3559809362337,DVN,,,,,,,,,,,,,,,,2008
-0.00616872506485386,,,,0.000288312223182698,0.12543107119574,0.857887797071478,3.31202480680193,DXCM,,,,,,,,,,,,,,,,2008
-0.00172434347138294,,,,2.05285613668188e-05,0.144802670018934,0.84630191265732,32.8777578209432,EA,-0.0467066476754342,-0.017672046013892,,,,,,,,,,,,,,2008
-0.00261991432669132,-0.204272544978644,,,4.80803798262343e-05,0.164426795116858,0.802273733155348,5.71439612528663,EBAY,,,,,,,,,,,,,,,,2008
-3.90137976648625e-05,-0.287878774780404,-0.0627295741872592,,1.92742922467635e-05,0.178631200673081,0.791582594818581,61.1284380791467,ECL,,,,,,,,,,,,,,,,2008
-0.000613175249103159,-0.239141647529498,,,7.90310814127791e-06,0.145301831030895,0.835062623705191,5.51164171844535,ED,,,,,,,,,,,,,,,,2008
-0.000413234277615422,,,,1.13600777085173e-05,0.0886368696484219,0.900424508681881,6.44151825874392,EFX,-0.0964686091445437,,,,,,,,,,,,,,,2008
-0.00168624610109664,-0.20562453520592,-0.0793182317681267,-0.0286798915100125,1.9027614640383e-05,0.189716724574506,0.798608963035583,4.17960871878772,EG,,,,,,,,,0.0106740465802996,,,,,,,2008
-0.000912819133161234,-0.196126922984568,,,1.1034267844639e-05,0.146209513819651,0.836945826205706,25.5001733042712,EIX,,,,,,,,,,,,,,,,2008
-7.94261567664382e-05,,,,6.28800716235471e-05,0.166231732274138,0.768009138756992,3.89479141098031,EL,,,,,,,,,,,,,,,,2008
-0.00246413314158751,0.029455775014048,-0.091797900663286,,6.04390247644537e-05,2.68371668764109e-10,0.152364918538168,2.15875075498305,ELV,,,,,,,,,,,,0.84663507570776,,,,2008
-0.00073600786792093,,,,1.91573931149764e-05,0.129104442612113,0.86989552351042,3.62809814348551,EMN,,,,,,,,,,,,,,,,2008
-0.000924446944249497,1.31557130030877,0.123629191141354,-0.26656378328677,1.27236770925463e-05,3.00778542660594e-11,0.886250607305031,8.33371093838899,EMR,-1.47277856245261,-0.516308596669208,,,,,,,0.10412877852634,,1.02273532291226,,,,,2008
0.00036061601313286,0.492482125329226,,,7.16055830200867e-05,0.120521078069894,0.848064203663436,5.79739113941581,EOG,-0.626863604751397,-0.123808711784316,,,,,,,,,,,,,,2008
-0.000478598686554074,0.101075654524331,,,6.24314184565359e-05,0.202837230878335,0.769761107208248,12.209372481202,EQIX,,,,,,,,,,,,,,,,2008
0.000158813077158303,-0.695434386223211,,,2.29755552173777e-05,0.103966115139545,0.895033841130529,6.96619035531241,EQR,0.475586139785968,,,,,,,,,,,,,,,2008
0.00164708063619611,1.793805832432,1.00653880899391,,5.94381438693185e-05,0.209958299741689,0.713475430832763,4.39546569828588,EQT,-1.76450267096222,-0.987578978071582,,,,,,,0.0755662648543391,,,,,,,2008
-0.000506004989621892,,,,2.88991220121133e-05,0.372143009554274,0.612994755189106,10.7462560828955,ES,-0.139774480975312,,,,,,,,,,,,,,,2008
0.000271410203307678,-0.631680228403766,,,2.0562338502619e-05,0.118727694173968,0.880272183670656,4.97134984606541,ESS,0.398207949725389,,,,,,,,,,,,,,,2008
-0.00125136910497692,-0.0874851805545295,,,2.59085841310307e-05,0.107625276816501,0.863325928283526,9.17330982977093,ETN,,,,,,,,,,,,,,,,2008
-0.000587414497437423,-0.124250571290241,-0.0834316310007493,,1.29786937950048e-05,4.20977471287515e-08,0.875812540138281,20.7027893518683,ETR,,,,,,,,0.183511803323063,,,,,,,,2008
0.00118401186498341,1.56823400790267,0.840841689909917,,9.3074206557645e-06,0.0365844363250586,0.962415562001068,2.54365561120187,EW,-1.57765028271972,-0.943234802207332,-0.0870105206110873,,,,,,,,,,,,,2008
0.000376499137134746,-0.110667322098505,-0.081702014624057,,1.42891082967357e-05,0.161866038513804,0.829991159346809,9.68569728192067,EXC,,,,,,,,,,,,,,,,2008
-0.00106059802682996,-0.212583713518464,,,4.17590447556907e-05,0.103543880465408,0.863930926272404,13.1370855647868,EXPD,,,,,,,,,,,,,,,,2008
-0.00399418499310527,,,,3.28600429833265e-05,0.117092142533306,0.867846173465742,11.2806793290476,EXPE,,,,,,,,,,,,,,,,2008
-0.000238908461072308,-0.154135580368347,,,1.77294385314678e-05,0.14299266371716,0.856007322526995,6.9035453298096,EXR,,,,,,,,,,,,,,,,2008
-0.00332747517854686,,,,0.000243056814595218,0.233188348630774,0.738719997189091,3.83422936757455,F,,,,,,,,,,,,,,,,2008
0.00107352135803743,,,,2.62603852696728e-05,0.0932087669188937,0.885766118821488,9.48641192064732,FAST,,,,,,,,,,,,,,,,2008
-0.000911604438996119,,,,5.25573112387584e-05,0.13760936474085,0.851736151082931,17.2011446647916,FCX,,,,,,,,,,,,,,,,2008
-0.000795970729723966,,,,5.3068513128103e-05,1.26052245813963e-10,0.784701734574862,15.799482223923,FDS,,,,,,,,0.363463655320873,,,,,,,,2008
-0.000964590503802317,,,,2.19396324302532e-05,0.128073460872207,0.851857232230797,19.6719273802017,FDX,,,,,,,,,,,,,,,,2008
0.000688457671926433,-0.0974717998990733,,,1.03146258778536e-05,0.132963072817745,0.861215912770071,5.83283923167914,FE,,,,,,,,,,,,,,,,2008
