mu,omega,alpha1,beta1,eta11,eta21,shape,tick,ar1,ar2,ma1,ma2,alpha2,gamma1,ma3,beta2,ar3,gamma2,ar4,skew,ma4,ma5,label
-8.86524105196521e-05,1.79279584006575e-12,6.79278456558264e-06,0.998741782310656,,,5.05065715815403,AOS,0.012277086852902,,,,,,,,,,,,,,2006
-8.77442747064803e-05,1.02157872290915e-14,2.31170709033779e-05,0.0818330658713131,,,45.6908131519007,APA,-0.669974847239481,-0.795776760035602,0.759628405166855,0.757658985805683,7.72612095870277e-05,,,0.916976115260786,,,,,,,2006
0.000962250755955907,9.48191716166054e-06,0.0622885641457673,0.870825625656471,,,8.48771403037637,APD,,,-0.172087498015981,-0.165504791582153,,,,,,,,,,,2006
0.000145857836840482,4.38230048397306e-12,0.0065244985764159,0.991954853495767,,,3.77631544520786,APH,0.0516523389142772,-0.166890217056468,,,,,,,,,,,,,2006
0.00107894846018752,1.40798541956191e-07,4.24861007954229e-08,0.998999906096821,,,23.2537659508401,ARE,-0.377783827526289,,0.526214871378526,,,,,,,,,,,,2006
0.000967652219264443,2.56843584535068e-06,0.0785694537347344,0.878826248265636,,,59.9996851686587,ATO,-0.0155420065631372,,,,,,,,,,,1.0467118545321,,,2006
4.23020386970152e-05,1.32383516862471e-06,3.78716846203379e-08,0.981102787114762,,,6.99421315288581,ATVI,,,,,5.02102924471881e-08,0.200544499255253,,,,-0.164750250495283,,,,,2006
0.00175156073507338,1.13313423946915e-07,2.00720155937827e-07,0.998999453358503,,,18.2609794954447,AVB,0.114416463844187,,,,,,,,,,,,,,2006
0.000764850011496675,1.4721254547293e-13,4.73106366358037e-05,0.998877991753149,,,6.28153569016752,AVY,0.354139992648939,,-0.439356252562112,,,,,,,,,,,,2006
-0.0024636613633148,8.07473739585961e-07,0.300725426332051,0.0239101510040235,0.999722191456015,0.0195174253383393,3.05155693084268,AXON,,,,,0.161107041479104,,,,,,,,,,2006
0.000641476891896497,1.44408311075765e-08,3.91071465281429e-07,0.998999038113449,,,5.89483592796788,AXP,-0.263249697304973,,0.164355600264199,-0.098607621920076,,,-0.0922268058007556,,,,,1.18790255695263,,,2006
0.000516953539108627,4.59894543174345e-05,0.140584793611292,0.557170850971914,,,4.6679847618095,AZO,,,,,,,,,,,,,,,2006
0.00104403544849427,6.77247353622219e-06,0.0409176122853071,0.92638951232247,,,5.81643057533974,BA,,,,,,,,,,,,,,,2006
0.000718641967365013,3.46280185336033e-06,0.0296328815299634,0.914689258072304,,,6.4528606555105,BAC,-0.398952037173892,,0.408765796169145,,,,,,,,,,,,2006
0.000760691870260428,3.1914583756801e-07,0.0220470647521228,0.970652520049137,,,3.87889349453567,BALL,-0.0740861584391975,-0.105622991599567,,,,,,,,,,,,,2006
0.000447646517709081,7.39278754592007e-08,1.72492119197925e-08,0.99999988724982,,,10.1614055264135,BAX,,,,,8.97599552386652e-09,0.0394534374656042,,,,-0.0414533285232868,,,,,2006
0.00126894762249672,1.66883154603134e-05,0.0602666353272575,0.868171007244714,,,32.5291835306741,BBWI,,,,,,,,,,,,,,,2006
-0.00103772531697975,3.11525635318045e-06,1.48411534106341e-05,0.995285403171121,,,3.36083255127895,BBY,,,,,,,,,,,,,,,2006
0.000152499866154513,1.74919650343416e-13,0.000259477875793426,0.997955058135346,,,5.3201225053117,BDX,,,,,,,,,,,,,,,2006
0.000983239688671604,5.41196619377813e-06,0.0289002574570107,0.946264624071526,,,5.36553032218802,BEN,,,,,,,,,,,,,,,2006
0.000559674463874465,2.37029773035044e-15,4.40823201811045e-05,0.998514923308329,,,4.18318315255898,BG,,,,,,,,,,,,,,,2006
0.000166733231655188,2.26433272678533e-05,0.0912947075420679,0.820208305391731,,,6.64892198640173,BIIB,0.0013329984280971,-0.15562436787303,,,,,,,,,,,,,2006
0.000340063376087994,3.11981652450253e-07,2.45605688567825e-07,0.99899567417514,,,3.26298430244903,BIO,,,,,,,,,,,,,,,2006
0.000405507085979076,4.76700986107134e-13,3.28167031715614e-05,0.997337816784462,,,3.67312728584092,BK,,,,,,,,,,,,,,,2006
0.00169226531788247,4.3414460265492e-12,4.91283179959263e-06,0.998825375998304,,,3.70224602958128,BKNG,,,,,,,,,,,,,,,2006
0.00041571991732897,1.88610379334124e-07,0.243647474827187,0.0172433675905845,0.999549314361077,0.0172409975692771,3.84945056804672,BLK,,,,,,,,,,,,,,,2006
0.000465764897083846,1.92186558823321e-05,0.0816993456171902,0.825714403680261,,,3.01088557040754,BMY,,,,,,,,,,,,,,,2006
0.000391207462581014,1.24666630422596e-05,0.142968786256452,0.645205938868967,,,3.9489268265004,BRK.B,,,,,,,,,,,,,,,2006
-0.000583363277838853,6.52924027402449e-15,0.000114388722391051,0.996899204133244,,,5.64126873101435,BRO,,,,,,,,,,,,,,,2006
-0.00162780700781185,2.07427420038328e-12,3.54137748063535e-06,0.998957352540306,,,4.53184343776947,BSX,,,,,,,,,,,,,,,2006
0.000166603933971762,2.41504646871248e-08,8.20065170925142e-08,0.998999770828931,,,5.8183241364253,BWA,0.391242925225489,-0.963878630837502,-0.398503193207907,0.929573714568572,,,,,,,,,,,2006
0.00291942311372168,3.76976964258554e-06,0.00998506072950098,0.966275510537016,,,5.11145130671172,BXP,0.945152015773589,,-0.866015595513235,-0.167427861664478,,,,,,,,,,,2006
0.000579887513094045,6.13315725856653e-06,0.0833571825256868,0.843554842976027,,,4.77983289483401,C,-0.95357967233451,,0.976151408785692,,,,,,,,,,,,2006
0.00126715377368071,1.85858213197696e-08,0.00249379986041465,0.999999960581478,,,15.3566534676369,CAG,,,,,5.3179442812826e-07,0.293143546946732,,,,-0.300132359999939,,,,,2006
-0.000410891446384086,5.45378447711434e-08,1.0282737131053e-09,0.998999983688811,,,6.26625758628721,CAH,,,,,,,,,,,,,,,2006
0.000598913466100072,6.58817615230599e-12,2.62233067748408e-08,0.998346181253297,,,4.83517819014423,CAT,,,,,,,,,,,,,,,2006
-8.59062185430128e-05,1.0458702180874e-05,3.7239633372557e-10,0.983887953444611,,,2.12837163518841,CB,,,,,,,,,,,,,,,2006
0.00177704749636201,7.6085576374517e-05,0.119611510886892,0.783362166448115,,,4.26992347311375,CBRE,,,,,3.84882342742002e-08,,,,,,,,,,2006
9.57876392845774e-06,8.81388672544003e-12,0.0224130665540421,0.975165765488974,,,4.51435476794435,CCI,,,,,,,,,,,,,,,2006
2.01105569695938e-05,1.46674395140256e-06,0.0142855822058587,0.977970923468193,,,4.34849037327098,CCL,,,,,,,,,,,,,,,2006
-2.78150965460896e-05,4.98082567189786e-07,1.84097745081077e-05,0.997235447574057,,,8.91771122461169,CDNS,,,,,,,,,,,,,,,2006
0.00163102267083776,1.77936490814482e-07,2.058182273302e-09,0.998999873133913,,,5.76331485688943,CE,,,,,,,,,,,,,,,2006
0.00306953744473753,1.71589490003899e-05,0.0743702762781919,0.879780691823036,,,41.7359303530992,CF,,,-0.0494450298312371,,,,,,,,,,,,2006
0.00110553636480286,7.53687510719189e-16,0.00112189849235338,0.995586044629017,,,4.53249616644971,CHD,,,,,,,,,,,,,,,2006
0.000295428096919069,5.38409909069852e-06,0.0401485382626902,0.953969843844541,,,4.35238698106345,CHRW,,,,,,,,,,,,,,,2006
0.00150556125409393,3.48426915794676e-06,0.0175069737281964,0.971295027289367,,,2.81376131718949,CI,,,,,,,,,,,,,,,2006
0.000355158912517803,8.10937658909809e-14,0.00422268896968683,0.993893944786818,,,5.10965034967244,CINF,,,,,,,,,,,,,,,2006
0.000605320562639986,4.59216330543079e-13,0.00373001887955336,0.994678381123299,,,8.79350577408637,CL,,,,,,,,,,,,,,,2006
0.000390540288076468,2.64654188816794e-14,0.0178088181404046,0.977611921727719,,,4.74962266179192,CLX,,,-0.0773347933168759,-0.0439716916222591,,,-0.169823766018692,,,,,,0.120977023137068,-0.0988236685529233,2006
0.000540236216080225,1.5089700465854e-06,0.0367217248176384,0.947117173145458,,,3.96803725981784,CMA,,,,,,,,,,,,,,,2006
0.00140007039345913,6.35212266526277e-08,6.80529807399646e-09,0.998999992574167,,,7.01584456965533,CMCSA,,,,,,,,,,,,,,,2006
0.000328634793011375,7.60420722617019e-08,3.15028279665967e-09,0.998999993026649,,,6.36840214212843,CME,,,,,,,,,,,,,,,2006
0.000771313495969741,1.44695862164791e-05,0.0288055058258952,0.923304936845105,,,10.5450681815792,CMI,-0.733835542541342,-0.0630931983356992,0.75135451911065,,,,,,0.0738948376843831,,,,,,2006
0.000606632142566404,9.86714147963644e-06,0.0900558531223508,0.82289421251487,,,7.35689751860418,CMS,,,0.00736043068159008,,,,,,,,,,,,2006
0.00144769259098679,0.000278576534732311,0.206600173787281,0.535003052659855,,,2.74698285230358,CNC,,,,,,,,,,,,,,,2006
0.00147626105660663,5.86760691908577e-15,0.0151004226933695,0.982692133472289,,,27.8878809425269,CNP,,,-0.0132161524243511,,,,,,,,,,,,2006
-4.19413956252753e-05,1.02398002052852e-05,0.0589083068463917,0.903778919209889,,,3.17443096079243,COF,,,,,0.0221908889159359,-0.132247673735575,,,,0.0949135295023465,,1.03704319308113,,,2006
-0.000469398577748056,3.96326413045445e-12,1.88819094891319e-05,0.996089146881522,,,4.39474197924182,COO,,,0.0620655405857611,,2.22273115655304e-05,0.170087971764879,,,,-0.165587159669675,,,,,2006
0.00113406059128491,8.23856649225722e-12,0.00791899047286302,0.9904532704328,,,19.9031722473041,COP,-0.408548362465824,,0.525238316097313,,,,,,,,,,,,2006
0.000534874234437963,1.02917929395897e-07,1.01608871623925e-09,0.998999913973954,,,4.78966429905336,COR,,,,,,,,,,,,,,,2006
0.000295541333031353,6.77188682009932e-06,0.0254030781951298,0.938546286820446,,,9.47940671427096,COST,,,,,,,,,,,,,,,2006
0.00089779763676907,1.92034801517142e-06,0.0462215511171849,0.926577023225854,,,7.75759601686102,CPB,,,,,,,,,,,,,,,2006
0.00281048199204983,3.70695996613294e-05,0.257048982489892,0.513944636710828,,,4.25557192558468,CPRT,0.296567068337898,0.691069228355728,-0.329828803135229,-0.783185985303337,,,0.0643955884483871,,,,,1.1712338540003,,,2006
0.00102975852372087,2.35549108922043e-16,0.000120781098542783,0.684654963899092,,,29.7193491098745,CPT,,,0.119939617484026,,,-0.0173292531313576,,0.322801353336407,,,,0.993253304896411,,,2006
-6.39296251254454e-05,4.95622880858256e-06,0.000505370713394036,0.976404525118015,,,3.20113879185291,CRL,,,,,,,,,,,,,,,2006
-0.000403477133695776,4.97969799832502e-13,1.08531341608792e-05,0.998512333471702,,,5.26188324382861,CRM,0.972544396604675,,-1.010266983831,0.0540722900616214,,,,,,,,1.23628211363803,,,2006
0.000573962897324866,5.36692685674016e-15,1.79590359045612e-05,0.998011124831324,,,4.54679159098544,CSCO,,,,,,,,,,,,,,,2006
0.00114052582767176,1.22029095892297e-06,0.0175105357193232,0.988866082063446,,,3.15157662413496,CSGP,,,,,3.94529202723335e-08,0.0688652058087624,,,,-0.0836185362286591,,,,,2006
0.00135022028225392,4.72038608049476e-07,5.78643971342528e-09,0.998999921930011,,,13.8527751821125,CSX,,,,,,,,,,,,,,,2006
-0.00012036648364338,5.70446471433454e-08,0.00796192435187515,0.416473167811076,0.99948159477071,0.00195212943033494,6.51736426052317,CTAS,,,,,0.138004093929958,,,0.0883389808486379,,,,,,,2006
0.00138175745601368,7.59533835339953e-11,0.0220624903878836,0.976014993921701,,,99.8539621332857,CTRA,0.0958765342689158,,,,,,,,,,,,,,2006
0.000788694291841124,1.07453493740754e-06,0.0305333468433184,0.964052889544581,,,6.11038360547692,CTSH,,,,,,,,,,,,,,,2006
0.000998393390712938,4.5063826503004e-07,1.08333204880461e-07,0.998999638058797,,,4.3702500852353,CVS,,,,,,,,,,,,,,,2006
0.00113289864249813,7.58427296980546e-08,9.96874747757875e-10,6.18177617883988e-06,,,59.9999463393976,CVX,-0.0293066359012303,,,,,,,0.998993816580726,,,,1.04718788280247,,,2006
0.000575556584866077,8.70469800476486e-13,0.0420118434856854,0.000511121148719862,,,8.2116941469497,D,-0.283693320884507,-0.0930021362076178,0.246618589218592,,,,,0.952330900289217,-0.0838320259744149,,,,,,2006
0.000546433257398407,1.87688181559585e-07,0.000118804254661818,0.998146172949445,,,8.08264595437368,DD,0.0977112703095903,,,,,,,,,,,,,,2006
0.00165358735004718,9.95296391493495e-06,0.0528456202779732,0.923565125408537,,,5.60540860263939,DE,,,,,,,,,,,,,,,2006
6.46412570788722e-05,4.03290843130767e-06,0.0113416891815617,0.957142720715264,,,2.92589016477567,DGX,,,,,,,,,,,,,,,2006
-0.00206673719443706,4.16601248718643e-07,1.17214720696378e-08,0.998999877101128,,,8.29667038663833,DHI,,,,,,,,,,,,,,,2006
0.00117476129279501,4.01726100613343e-06,0.0270327402342276,0.94118662049031,,,26.5146582386153,DHR,,,,,,,,,,,,,,,2006
0.0012033756607031,8.48612832662904e-13,8.65054234545356e-05,0.998698997335985,,,6.53979954119988,DIS,,,,,,,,,,,,,,,2006
0.00128829809634874,2.35928752965773e-07,3.12757162936724e-08,0.998999848852766,,,5.5694662073604,DLR,,,0.0691597990501169,,,,,,,,,,,,2006
5.14264034856289e-05,1.20734484432795e-07,5.701817007315e-09,0.998999949020026,,,4.02923157413286,DLTR,,,,,,,,,,,,,,,2006
0.000658796114851507,2.64049081294195e-07,1.66941625841529e-05,0.997833955708163,,,3.82553066899861,DOV,0.0682756670506091,,,,,,,,,,,,,,2006
0.000968102987928943,5.80942062508679e-06,0.00351777860446962,0.977583874703696,,,3.72934983441144,DPZ,0.733394511313047,,-0.816464116610283,,,,,,,,,,,,2006
-0.000440728334600779,1.00894005066526e-05,0.0655292084178101,0.895776806828048,,,6.47094695608249,DRI,,,,,,,,,,,,,,,2006
0.000733260116345336,2.27642072619679e-08,1.73151298538245e-06,0.998996511673001,,,59.9625184886829,DTE,-0.654857639163973,,0.725514026191613,,1.49887240272951e-06,,,,,,,0.949685547931145,,,2006
0.000782929587528777,5.46415529558672e-08,3.6467109659153e-09,0.998999976503126,,,9.83769059573058,DUK,,,-0.106999446139736,-0.143463624412063,,,,,,,,,,,2006
-0.000758782275193009,3.61634912819577e-06,7.8021893858619e-06,0.989663503710855,,,2.77246958843017,DVA,,,,,,,,,,,,,,,2006
0.000357365030258555,6.90035426871873e-05,0.0732492305720227,0.781393330311985,,,11.7176822456719,DVN,,,,,,,,,,,,,,,2006
-0.00217214755966796,5.64240463443958e-07,0.266789449022379,0.204675844691225,0.999528704367988,0.000519875152952885,4.24948516319145,DXCM,,,0.1729935264681,,,,,,,,,,,,2006
-0.000283928236576955,1.97623272972294e-14,1.46148754822308e-05,0.998780729613914,,,4.58362932974318,EA,,,,,,,,,,,,1.16605009551243,,,2006
-0.00125122269135513,5.84208783801085e-06,0.0318491186835571,0.958890166234481,,,5.05218207677322,EBAY,,,,,,,,,,,,1.25843050165824,,,2006
0.00036332564217685,3.11710318234017e-05,0.203296146858753,0.550574718908117,,,4.50244420600418,ECL,-0.116127010132261,,,,,,,,,,,,,,2006
0.000390297989594894,1.35605138043573e-06,0.0503590831685033,0.924335233496803,,,26.0354098191154,ED,,,,,,,,,,,,,,,2006
-0.000452566227512992,8.96156549771646e-05,0.423976656301397,0.0677781548138835,,,4.39256177855229,EFX,-0.0453747502286532,,,,,,,,,,,,,,2006
-0.000252350053225112,6.60065447680349e-08,0.185236534237526,0.439251384240907,0.999495106664869,0.0161290419115684,8.51212164930989,EG,,,,,,,,,,,,,,,2006
0.000362160260209507,1.73567874195528e-06,0.0352074887555709,0.950688108019288,,,12.0753579537972,EIX,-0.010252994358161,-0.057813660260535,,,,,,,,,,,,,2006
0.000205775088873912,5.6465695695154e-06,0.0404167044896659,0.93932254200988,,,3.07772418511948,EL,-0.124394971978507,-0.0702600919141891,,,,,,,,,,,,,2006
-0.000180309474772366,1.42740604637509e-05,3.93209744402249e-10,0.830813994247797,,,5.07962122465971,ELV,,,,,,0.166380913879213,,,,,,,,,2006
0.000927355963169024,3.88298219317602e-08,4.43496972303818e-09,0.998999984136457,,,5.05651633894553,EMN,,,,,,,,,,,,,,,2006
0.00050849613646945,9.08560445366043e-08,1.07384374414752e-11,0.998999971420484,,,5.15638929151687,EMR,,,,,,,,,,,,,,,2006
-0.000432461535107423,9.73680645964593e-11,0.0115850744698086,0.986429457686218,,,12.9330029476279,EOG,0.0458171883443621,,,,,,,,,,,,,,2006
0.00248955545355556,1.98816723898614e-05,0.0567304241112606,0.918706469823269,,,4.79111662327586,EQIX,,,,,,,,,,,,,,,2006
0.00165197979765216,2.7014658070117e-05,0.143851703512066,0.17881144527388,,,57.9225936326809,EQR,0.058553105743124,,,,,,,0.466475070354571,,,,,,,2006
0.000342567871828005,8.48689703301636e-07,1.53396051335863e-05,0.999990343250494,,,6.96539381543863,EQT,0.0338104111480147,,,,,-0.0124889490437808,,,,,,,,,2006
0.00164089916974216,3.8441417235909e-08,5.1607720851499e-08,0.998999936906565,,,18.2586499036798,ES,,,,,,,,,,,,,,,2006
0.00135216210962281,6.05969070060473e-16,0.0037635885137794,0.452516567286526,,,12.3148310317848,ESS,0.0771368667777447,,,,0.00243402863985324,-0.0816160933905847,,0.566095746547648,,0.0234554357001622,,,,,2006
0.0006793857289872,1.83462793798586e-05,0.0375061479945689,1.38714270732988e-10,,,5.55975460527283,ETN,,,,,,,,0.85931611158451,,,,,,,2006
0.00145838610750845,3.83085197375487e-08,0.018614318601958,0.249889878157489,0.99956571692429,0.0592368227539979,25.8835972561847,ETR,-0.0153272135199342,-0.0908348251785786,,,,,,,,,,,,,2006
0.000611377158435968,8.43589895738138e-08,0.0478224203766656,0.640843854012039,0.999132058400556,0.00143728328914632,4.89172477939457,EW,,,,,,,,,,,,,,,2006
0.000689061090637494,7.80492707609827e-13,0.025123059506342,0.971362413685834,,,15.2283951638116,EXC,-0.0107370981682566,,,,,,,,,,,,,,2006
0.000633759033237079,3.42374740808976e-06,0.043395225507384,0.955604677994531,,,3.42302447773388,EXPD,,,,,,,,,,,,,,,2006
0.000340208690758209,4.00504871509307e-13,5.73756013923246e-05,0.995711837736995,,,2.92583767432124,EXPE,,,,,,,,,,,,,,,2006
0.000755144090486432,8.45631261711615e-08,0.0444441839166224,0.378447269258155,0.999525642583313,0.0063108709255901,10.5150485796008,EXR,,,,,,,,,,,,,,,2006
0.000504038703159794,2.11459065278819e-06,5.1515662543019e-05,0.99640683142798,,,4.57760112328112,F,,,,,,,,,,,,,,,2006
-0.000129300406305502,9.454985340471e-06,0.0434052813829237,0.934845381106977,,,4.89288011915995,FAST,,,,,,,,,,,,,,,2006
0.00143223914836715,4.01934342762173e-05,0.0340415823767097,0.918273845478293,,,9.35627132999289,FCX,,,,,,,,,,,,,,,2006
0.000909754103828739,2.82371020320812e-06,0.0266470434820208,0.961114034949169,,,3.83431504905595,FDS,-0.0576923812316068,-0.125122497001507,,,,,,,0.0290032545784679,,,,,,2006
-8.61779959261515e-05,4.47079095647977e-06,0.0245932704406683,0.954530416850428,,,5.31841417116708,FDX,,,,,,,,,,,,,,,2006
0.000958471187580315,1.10807776967179e-14,0.0335867390910759,0.965382652092746,,,26.313098110646,FE,-0.180346322533523,-0.160004925143789,,,,,,,,,,,,,2006
0.000852960590087508,6.83475149137879e-06,3.64311975564313e-06,0.985878338817891,,,3.05927189911067,FFIV,-0.017717829006853,,,,3.02232697475389e-06,0.0682595733419025,,,,-0.0562937454433887,,0.908020966559809,,,2006
0.000261398219638034,2.87240463274587e-13,0.000196916814221194,0.998341656085689,,,4.91929451664619,FI,0.337044415073823,-0.0887523083172192,-0.420242564562625,,,,,,,,,,,,2006
-0.000840738498678394,1.11244881706996e-06,0.0141250508885315,0.98487494492974,,,3.08073961145263,FICO,,,,,,,,,,,,,,,2006
-0.000338674567215949,2.78968012811536e-06,7.52022261641729e-05,0.985054454819809,,,3.83696714568301,FIS,0.389626942631863,,-0.506050855266112,,,,,,,,,,,,2006
0.000521546350839151,5.11599481831334e-07,0.0312287053243449,0.961379633508688,,,8.30895414110186,FITB,,,-0.105082115241708,,,,,,,,,,,,2006
0.00169361150577409,4.46630415643499e-06,0.0639221977859567,0.379006316009822,,,6.72063299543278,FMC,,,,,,,,0.527123207027417,,,,,,,2006
0.00302461788041854,2.13930921482629e-07,0.00099019787164246,0.996495562559176,,,9.75257690229384,FRT,0.978449031754187,,-0.876667134871157,-0.15648586083091,,,,,,,,,,,2006
0.000921266444418281,1.72538847830121e-07,9.7412300382777e-07,0.998998829126437,,,6.92112082513126,GD,,,,,,,,,,,,,,,2006
3.47161126627859e-05,3.72336879538766e-08,0.218879020880611,0.0931069234335981,0.999399627093832,0.00407994542573878,8.62771857489837,GE,,,,,,,,,,,,,,,2006
0.000822919161491235,4.70854949358927e-07,4.97199731476384e-05,0.997562389148419,,,5.42797662359367,GEN,,,,,,,,,,,,,,,2006
0.000958348779071152,1.01326239770546e-05,0.0127341466712425,0.934291426484721,,,7.80457847478545,GILD,0.63675646398416,,-0.668009067303182,-0.108003135909714,,0.0269168357389606,,,,,,,,,2006
0.000527218829796799,1.02719241072132e-07,8.02084259722396e-06,0.998796641466139,,,5.17290430832976,GIS,,,,,,,,,,,,,,,2006
0.000670244729147799,2.90994168148953e-16,0.00167605176266104,0.996789616603212,,,6.80721136734839,GL,,,-0.153953180617606,,,,,,,,,,,,2006
-0.000167767239316326,3.25372207173185e-05,0.0282709299698858,0.920173317793878,,,5.78017724178799,GLW,,,,,,,,,,,,,,,2006
-0.000101375468916978,3.75927490545244e-06,0.0311035640032045,0.957629276200014,,,3.97270857006301,GOOGL,0.806467878690472,,-0.79551112475569,,,,,,,,,,,,2006
6.23381070697934e-05,1.49486194345528e-06,2.75231192405907e-07,0.805084833550732,,,5.62983276534808,GPC,,,,,,0.0316962515033641,,0.164147508996001,,,,,,,2006
-5.29246818597592e-05,0.000123552730033544,0.135153568226761,0.528500287457553,,,4.20171632148764,GPN,,,,,,,,,,,,,,,2006
0.00269246391392258,1.10926770925152e-07,1.50271796375273e-09,0.998999952775077,,,4.76069352190106,GRMN,,,,,,,,,,,,,,,2006
0.00208513368672598,1.00473873015224e-05,0.042076972259197,0.914865979794047,,,6.85220658917408,GS,,,,,,,,,,,,,,,2006
