mu,omega,alpha1,beta1,shape,tick,gamma1,ar1,ar2,ar3,alpha2,skew,beta2,gamma2,ma1,ma2,eta11,eta21,ma3,ar4,ma4,ar5,label
-0.000388118248343675,7.00045922758331e-08,2.04252951831007e-08,0.998999918162565,9.40563922683939,CMA,,,,,,,,,,,,,,,,,2005
-0.00100163260873581,1.24392672657317e-05,0.125184992113714,0.759857827685159,15.1205514570441,CMCSA,,0.519823098887184,,,,,,,-0.561487156613562,-0.110816434467899,,,,,,,2005
0.00144401164809188,4.20306422862179e-07,0.343976950265248,0.115619810928083,3.0088192633958,CME,,-0.0211041040105749,,,,,,,,,0.999667542977632,0.00866287393528239,,,,,2005
0.000328022730395079,3.46425422755454e-13,6.26946496782204e-05,0.998695005699617,6.17239486155437,CMI,,0.466470213671537,-0.0947098575889884,0.000874693498229149,,,,,-0.47814098586256,,,,,,,,2005
0.00139830143420837,1.81181840137029e-05,0.101756773631035,0.822234471595918,7.19557572911893,CMS,,,,,,,,,0.049586760035239,,,,,,,,2005
0.00225114531536374,0.000158724602328481,0.131764820122765,0.690508396929929,3.36432498093261,CNC,,,,,,,,,,,,,,,,,2005
0.0011299458293707,0.000106613989965062,0.281564458605494,5.81557337749191e-10,9.16022120907794,CNP,,,,,,0.837563183302297,0.0671648170423698,,,,,,,,,,2005
-0.000363770154383884,1.45006635921718e-07,0.0133135702301085,0.985686345908178,4.43550395727387,COF,,,,,,,,,,,,,,,,,2005
0.000575755036830628,0.000189176653646169,0.388292009490366,1.9147093215378e-07,2.84568622035167,COO,,,,,,,0.307260167653087,,0.171167770245885,,,,,,,,2005
0.00159748267732867,2.10804876176778e-05,0.0420461547475655,0.902939960640468,59.989638298431,COP,,,,,,0.644825570473265,,,,,,,,,,,2005
0.00133919495530639,6.23980329081115e-14,0.000288485217089092,0.996050375990095,4.18745325179712,COR,,0.91527883040806,,,,,,,-0.998142323834077,,,,,,,,2005
-0.000373670695115796,1.24471990265356e-05,0.033273221258009,0.893642073196553,4.59477227240488,COST,,,,,,,,,,,,,,,,,2005
-2.77032748448005e-05,9.97219882220361e-08,0.00922774326249806,0.987254804123511,4.02726579254809,CPB,,,,,,1.12528638753101,,,,,,,,,,,2005
-0.000980899097484281,2.9633708739277e-07,0.0313480671644723,0.961143158145793,5.29062671688399,CPRT,-0.0745545737094679,0.00603343347133661,0.082810526024794,,0.0252741609369756,,,0.0215864119730448,,,,,,,,,2005
0.000801943953013821,2.10663967348156e-05,0.329208378921735,0.510747262850756,8.1130642208393,CPT,,0.126898096532444,-0.0291706414957652,0.00336228216033831,,,,,,,,,,,,,2005
-0.000204161823492505,4.99353396309501e-07,0.00065379047786678,0.995851804862684,3.67638944466267,CRL,,,,,,,,,,,,,,,,,2005
0.0011144566670074,1.95927518715573e-06,1.91723983347197e-05,0.997262862284128,5.77033925916054,CRM,,,,,,,,,,,,,,,,,2005
2.22140505048498e-05,2.01124731024503e-14,0.000133032064074473,0.998491588396477,7.67303108621842,CSCO,,,,,,,,,,,,,,,,,2005
-0.00126414758762047,2.61141831481734e-06,2.30114504750744e-06,0.99999947677307,4.97379398734854,CSGP,0.51347098582089,,,,8.70674179859845e-07,,,-0.538337916132438,,,,,,,,,2005
0.00110241699615714,6.90216774931534e-05,0.175884585607666,0.04805819709114,12.52005000807,CSX,,,,,,,0.384015017658271,,,,,,,,,,2005
-9.93001619960775e-05,1.68180850410777e-06,0.000445022729953041,0.999939386708647,4.92524073455385,CTAS,-0.00152497397018046,,,,9.93644014894326e-05,,,-0.0262268468757644,,,,,,,,,2005
0.00289449896956998,3.60299184998672e-05,0.0830642405048479,0.85106903424328,61.2792540529646,CTRA,,0.682615272641332,-0.842339823768741,0.320923093145199,,,,,-0.683803419959285,0.996524661755705,,,-0.480019684782085,,,,2005
0.000650176277918116,2.62557018547163e-07,0.0115915447717886,2.9939899320527e-05,6.15464646015915,CTSH,,,,,,,0.980689909506324,,,,,,,,,,2005
0.000592974698175258,6.86174123185255e-06,0.0448963316227914,0.925548185293281,5.02783215987602,CVS,,,,,,,,,,,,,,,,,2005
0.000754202123544789,2.45171843355923e-05,2.72763168463576e-08,0.810601394212051,99.9890268682591,CVX,0.111523241510154,-0.0138126434995468,,,,,,,,,,,,,,,2005
0.00104555744712061,1.12310346811969e-05,0.0662582192639131,0.856412032784224,6.18690345546533,D,,,,,,,,,,,,,,,,,2005
-0.000289835377591821,4.88782848006273e-12,2.00488830924198e-05,0.9989300605686,8.19777872183913,DD,,,,,,,,,,,,,,,,,2005
-0.000216760396137079,1.23196497230382e-07,8.78849315730217e-05,0.997704501771977,5.07889638872236,DE,,,,,,,,,,,,,,,,,2005
0.000554649172949193,5.65938701176131e-05,0.17229576825664,0.308772327140181,4.64104837106057,DGX,,,,,,1.17395910718408,,,,,,,,,,,2005
0.000692456830046173,1.00243525435414e-06,4.77760778414803e-09,0.999999949051266,7.68472866247334,DHI,-0.00372268942519267,,,,,,,,,,,,,,,,2005
2.37801052952388e-05,1.16603485323907e-07,1.27856844865533e-07,0.998999663844051,5.92106370488842,DHR,,,,,,,,,,,,,,,,,2005
-0.000774955279733553,2.81097128348658e-08,6.93674783930911e-09,0.998999990147148,9.27577737786145,DIS,,,,,,,,,,,,,,,,,2005
0.00233540295115632,2.15478131709977e-07,7.67514586503459e-09,0.998999963274195,21.0412794098107,DLR,,,,,,1.07530098287816,,,,,,,,,,,2005
-0.000495712475014949,1.30428234592721e-09,3.64723464375288e-08,0.998999956141536,4.98087874923133,DLTR,,-0.595846114880549,-0.0301882140009597,,,,,,0.687854933678039,,,,,,,,2005
5.6428856284798e-05,1.40205802976293e-11,0.00751479171001236,0.990150527387635,11.4704302849457,DOV,,-0.130456038289229,,,,,,,,,,,,,,,2005
0.000849570091668198,1.34368555356378e-06,2.60453094103619e-05,0.996302058791862,3.84792593983326,DPZ,,,,,,,,,,,,,,,,,2005
0.00116800776310395,3.99446862321687e-07,2.34093119053392e-10,0.998999863794855,3.39916126606096,DRI,,,,,,,,,,,,,,,,,2005
0.000445732204611033,1.32402214746671e-05,0.158498669651227,0.648709670069533,19.6912556240154,DTE,,,,,,,,,,,,,,,,,2005
0.000591346085918573,8.12507647496895e-06,0.126791563014406,0.80570247065796,59.9999524901367,DUK,,,,,,0.904294192496226,,,,,,,,,,,2005
0.000276008161973801,1.64797163120748e-07,9.11276973204293e-09,0.99899996239833,4.72091758734372,DVA,,,,,,,,,0.105192254022038,,,,,,,,2005
0.00248262205776409,2.67822775366365e-05,0.0735561430512056,0.866510144895447,99.9974539456122,DVN,,-0.0232403510593995,,,,,,,,,,,,,,,2005
-0.00172084645801273,1.6127443137261e-14,1.0793639014637e-05,0.998840253536548,3.40860649973981,EA,,,,,,,,,,,,,,,,,2005
-0.000677490146863112,9.66120060687773e-07,3.45646075565756e-10,0.995224009366517,4.05301363096624,EBAY,,0.362710775931142,-0.734879148406288,,,,,,-0.404836490528757,0.852014582313715,,,,,,,2005
-3.1258145956429e-05,1.77151954549461e-07,0.0001485960271128,0.997959714259785,8.8354305680033,ECL,,,,,,,,,,,,,,,,,2005
0.00075580805655203,8.50909275779862e-06,0.124650486513578,0.0619656491444233,59.9999452656651,ED,,,,,,0.894367552179902,0.687081647515815,,,,,,,,,,2005
0.00071665177951265,8.95276898648372e-12,1.75993370815381e-05,0.99894896810975,4.22629294341379,EFX,,-0.144485335932787,-0.0201388764611875,,,,,,,,,,,,,,2005
0.000543624421015398,2.9316087007345e-05,0.230037655789976,0.581044013263905,10.2090873410507,EG,,,,,,,,,,,,,,,,,2005
0.00198739897657837,1.64238756082871e-05,0.15111786959781,0.747040088333901,23.6389034215458,EIX,,,,,,,,,,,,,,,,,2005
-0.0012665717729566,8.83696188795802e-07,0.00301423008423045,0.993224431394118,3.00615524055517,EL,,,,,,,,,,,,,,,,,2005
0.00133787902370105,3.92494278970861e-07,0.0035467586153552,0.958615216067996,7.76284317265653,ELV,0.221763081455564,1.53634395328203,-0.384036619350655,-0.210022223179403,0.00472721382999659,,0.0477505706206723,-0.256187577181322,-1.6988819532888,0.689484692851654,,,,,,,2005
-0.000722359765506763,0.000173434763849292,0.196433113976357,0.199952486390019,3.84658169845846,EMN,,-0.0226466916150537,0.0315104551565048,,,,1.99958103664906e-13,,,,,,,,,,2005
0.000327617346038905,3.28974691197975e-08,4.17272851800569e-06,0.998988919983496,44.94967240773,EMR,,,,,5.93667195113419e-06,,,,,,,,,,,,2005
0.00347553320660165,3.70568729017548e-05,0.0787890168770519,0.849930130060041,14.3332261735125,EOG,,-0.0246508746917615,,,,0.796869677722664,,,,,,,,,,,2005
-0.000256533893547821,0.000124752675269533,0.150905459515775,0.62652192020098,3.26193539271668,EQIX,,,,,,1.13905194128825,,,,,,,,,,,2005
0.000850347956015628,8.94527952873052e-05,0.219384243151245,0.0849979360113423,11.4865185827359,EQR,,-0.700826044650946,0.0939330752144085,-0.0271088155472767,,,,,0.923629969669491,,,,,,,,2005
0.00105663463053898,7.20842793857972e-06,0.0620874064506674,0.888681477650655,6.89324859575325,EQT,,-0.448253055277208,,,,,,,0.555774234856537,,,,,,,,2005
0.000356148340032227,5.25834444021606e-07,0.000244946412443145,0.999783443783924,9.24047882353362,ES,0.0795511619159109,,,,0.00022121988467014,,,-0.0877918107667091,,,,,,,,,2005
0.00104419156469437,5.83083935266901e-06,0.125715698179209,0.840777317600579,6.346188249857,ESS,,0.0738703210671182,0.0767215763050651,-0.0997396801559838,,,,,,,,,,,,,2005
-0.000108651401976191,7.58348612494391e-08,1.05881671553484e-05,0.998984202698581,6.05652532371293,ETN,,,,,,,,,,,,,,,,,2005
0.000397313451604509,1.89619721104646e-05,3.89043711230469e-16,0.732356787635068,14.1743830286957,ETR,0.18959208515287,0.703054342888725,,,,,,,-0.67480653547962,-0.140789447570856,,,,,,,2005
-0.000384434765809371,8.31676581526832e-16,9.17617227582425e-05,0.374917363517954,5.86490107307589,EW,,-0.770603572163478,0.196715540218149,,,,0.621637227352435,,0.849113207785551,-0.0992718901967287,,,,,,,2005
0.00114073913993577,4.25447915519222e-05,0.101190556671849,0.072561022230333,58.1300878606738,EXC,,,,,1.9631320333102e-21,,0.586810801516418,,,,,,,,,,2005
0.000395784188224248,4.15372563400098e-05,0.0894910256126164,0.685190470017612,15.9512568283918,EXPD,,,,,0.0240808117654059,0.996162643558432,,,,,,,,,,,2005
0.000665439583219555,0.000117954706133215,0.284520373434746,0.33142332233675,6.88108894320145,EXR,,,,,,,,,-0.180941226962567,-0.175511765207046,,,,,,,2005
-0.00271949567722662,2.13239705476642e-05,0.0908620453013297,0.854705381769365,4.72830514242204,F,,,,,,,,,,,,,,,,,2005
0.000984699792749699,7.21765498757136e-07,0.00250271637890241,0.99356817497577,6.11306324723401,FAST,,,,,,,,,,,,,,,,,2005
0.00202750034679172,1.40878538169337e-06,6.46717685386935e-06,0.997816689410426,19.5094520919679,FCX,0.0553235546680834,0.799751846642916,-0.169276546925337,,6.75624648606358e-06,,0.00908847007736615,-0.0711649198884319,-0.753021049223951,,,,,,,,2005
-0.000798336958243319,9.15609143410655e-06,3.68051621601733e-06,0.969537637278655,3.99039293070218,FDS,,,,,,,,,,,,,,,,,2005
0.000168652821159257,3.04162257132102e-12,7.3629303097485e-06,0.998963890711334,4.66176901563225,FDX,,,,,,,,,,,,,,,,,2005
0.00099089986286112,1.16921637227538e-07,0.000562934387535587,0.99995914961646,16.874763971687,FE,-0.00449579122762561,,,,,,,,,,,,,,,,2005
0.000176538598075755,7.45333640610001e-07,3.82947295820438e-06,0.997139667950275,4.43778182199025,FFIV,,,,,,,,,,,,,,,,,2005
0.000290651128523128,3.30185243113003e-08,1.01666753716685e-09,0.998999978453098,6.22466874266733,FI,,,,,,,,,,,,,,,,,2005
0.000492910926633892,4.36595662122746e-06,0.0183659485669255,0.954143237022107,4.54881268812819,FICO,,0.0145168288698462,-0.0421675102114073,,,,,,,,,,,,,,2005
-0.000342308630784741,3.55924274959118e-07,0.00407080381963477,0.991596627753206,3.3119510433888,FIS,,,,,,,,,,,,,,,,,2005
-0.00104612753207928,3.19904088256031e-05,0.127652046734766,0.673352912864217,4.92314575711308,FITB,,,,,,,,,,,,,,,,,2005
9.0942628939333e-05,6.43855509360297e-06,0.0203513784693149,0.954326738937629,5.05380523830945,FMC,,,,,,,,,,,,,,,,,2005
0.00100223155237662,1.16059372219011e-07,5.50298141286868e-07,0.9989985134656,10.5177396327529,FRT,,-1.23308092731963,-0.68712649738285,0.0744399458291135,,,,,1.34308834594197,0.855293900128026,,,,-0.0562240307679416,,,2005
0.00036719158578827,3.64091094388079e-08,2.56312539300212e-08,0.998999885112703,5.31485585244409,GD,,-0.0983116405696228,-0.0483756725245655,,,,,,,,,,,,,,2005
-9.50746961926878e-05,3.41551357971045e-08,3.06017082494081e-09,0.998999982623882,12.0166256923054,GE,,-1.04476536635524,-0.29798333495246,-0.199255374342767,,1.24668644954344,,,0.89765197859932,,,,,,,,2005
-0.00122904602082561,1.63391988512825e-05,0.00511649305971025,0.309894853046745,5.45646171854417,GEN,-0.0139240922063645,0.895706160373845,-0.197237782655242,,0.0366886487983071,,0.629552958877126,-0.0382291820489105,-0.702888767561567,,,,,,,,2005
0.00168503406605993,6.08817819135458e-07,6.15503583602521e-07,0.99899903331074,27.3130936102296,GILD,,0.622412714715428,-0.20360251481878,,,,,,-0.648113493244291,,,,,,,,2005
9.41487752113479e-05,1.83424746134305e-07,0.000193129912840941,0.996394311780634,3.94217212213773,GIS,,,,,,,,,,,,,,,,,2005
0.000290386915319663,7.0148246480527e-07,0.0609112900285084,0.93028852810819,4.28203672485913,GL,,0.72135304223006,,,,,,,-0.920015893999313,0.0742892588670783,,,,,,,2005
0.00147495408811127,2.71881464686083e-07,4.88905774258555e-10,0.998999974129496,7.11074850174201,GLW,,,,,,,,,,,,,,,,,2005
0.00257011341482075,1.61509483082183e-08,0.00362710057114438,0.994191443193273,6.86804521993111,GOOGL,,0.16355493148319,,,,,,,-0.093493178459293,,,,,,,,2005
-7.81296725690573e-05,3.77279803600549e-05,0.205069311395851,0.365569093693772,5.92147215759723,GPC,,,,,,,,,,,,,,,,,2005
0.000814678527823893,5.13078377538218e-07,0.000828023976231366,0.996395613963528,3.48707194226411,GPN,,,,,,,,,,,,,,,,,2005
0.000174783293035867,7.91145015636011e-07,4.68207685346005e-09,0.998999974114135,4.24306125403975,GRMN,,0.671591380205936,-0.178839088197867,,,,,,-0.520392410791073,,,,,,,,2005
0.000930555573183894,1.75143777523843e-05,1.25954287865572e-05,0.782573938197717,59.9967103999225,GS,,,,,0.089861062392159,0.962141674843144,,,,,,,,,,,2005
7.05378459168851e-05,4.37606783266219e-05,0.172306059895814,0.559154243959425,4.91933523460097,GWW,,-0.864985751730731,,,,,,,0.884979146915056,,,,,,,,2005
