mu,omega,alpha1,beta1,shape,tick,ar1,ar2,ma1,ma2,alpha2,beta2,gamma1,ma3,skew,ar3,gamma2,ar4,eta11,eta21,ma4,ma5,label
-5.86829848630832e-05,6.16949694159461e-05,0.228609618565791,0.68420714112212,4.00295354899967,IEX,,,-0.125668505401636,,,,,,,,,,,,,,2002
0.000757733892289276,3.65014925658846e-05,0.0735780814977523,0.810486396372902,4.45322898135272,IFF,,,-0.14418389066657,,,,,,,,,,,,,,2002
-0.00308025408000216,8.30582596151477e-05,0.0354669389139076,1.41373419605097e-10,2.69211991344777,ILMN,,,-0.109760261516731,,,0.963533051788615,,,,,,,,,,,2002
-0.00485382684886875,0.000119167993193381,0.0314043881136768,0.931874520043599,6.45312783037923,INCY,,,-0.168810698534352,,,,,,,,,,,,,,2002
-0.0034552799756052,6.49784075861037e-05,0.0706602234407165,0.888984384553808,7.64618661094215,INTC,-0.0854443382612317,-0.0446419019489636,,,,,,,,-0.129507123538578,,,,,,,2002
-2.66804312883014e-06,7.18971927817841e-07,7.89485042171521e-10,0.998999911995143,8.56757702255707,INTU,,,,,,,,,,,,,,,,,2002
-0.000596407266320684,3.30457797635841e-05,0.110906811900545,0.808797956650142,20.4261025379224,IP,,,,,,,,,,,,,,,,,2002
-0.00250953560789681,0.000188914094496699,0.183530841093616,0.815468922454691,2.57575292127451,IPG,0.47144539208192,,-0.445447715836436,-0.134124207916487,,,,,,,,,,,,,2002
-6.46369612501859e-05,7.39793251362593e-05,0.186556631382452,0.664444129574681,4.14823078873569,IRM,0.0227000057383593,-0.982466815417035,-0.0488857423385879,1.02552490576317,,,,-0.0788860022516352,1.11152524752745,,,,,,,,2002
-0.00151286213138974,0.000547709014177214,0.665976583950476,0.039627439548027,12.190878766531,ISRG,0.906357585608126,,-0.99999998999979,,,,,,,,,,,,,,2002
-0.0010124508204604,3.36911823330544e-05,0.0804336302511965,0.899471925591163,4.42782031818179,IT,-0.26692295970937,,,,,,,,,,,,,,,,2002
-0.000253700064454539,3.36849900796538e-05,0.104651785071841,0.811128111053535,33.3587423307064,ITW,,,-0.154534746015027,,,,,,,,,,,,,,2002
-0.00501298505083426,6.27730592587017e-05,0.177766654601563,0.796108509285888,10.2292587755129,IVZ,,,,,,,,,,,,,,,,,2002
-0.000462844811839836,1.21893696625128e-05,6.56300511686859e-08,0.934452567963736,21.2348020287307,J,,,,,,,0.104337527874591,,,,,,,,,,2002
6.94707158208984e-05,0.000314164148196433,0.116937290563652,0.591852424908243,5.20434331543996,JBHT,-0.175944503508241,0.114092108707134,,,,,,,,-0.032837732716525,,-0.101682454037936,,,,,2002
-0.00212458431009651,0.000565165624664312,0.349375946855583,0.649617372400408,3.11192133962779,JCI,,,,,,,,,,,,,,,,,2002
-0.000829464911557725,5.7704528507614e-05,0.0449086506076073,0.916071001239494,3.58970858415673,JKHY,,,,,,,,,,,,,,,,,2002
-0.00041785326031414,1.3467238591345e-05,0.156012986527136,0.813814635001237,6.71070228412762,JNJ,,,,,,,,,,,,,,,,,2002
-0.00748700825432011,0.000411236234990394,0.163873347342694,0.715432253015996,17.0362037854918,JNPR,0.123394309802565,,,,,,,,,,,,,,,,2002
-0.0019516306526224,0.000100406998130187,0.11494150352631,0.81113220934948,5.28876605037895,JPM,,,,,,,,,,,,,,,,,2002
0.000398659582586412,2.77922688160415e-05,1.98918457318041e-08,0.839529732234919,7.84121590573002,K,,,-0.265096247921007,0.133118483467118,,,0.133239326311939,,,,,,,,,,2002
0.00056935924694904,1.97869999267587e-05,0.132561457542978,0.822738313980107,6.44802858530917,KEY,,,,,,,,,,,,,,,,,2002
0.000329911455623978,8.24930208514073e-06,0.204731329271753,0.737010515631057,11.3744792940117,KIM,-1.08658645536164,-0.916362097432989,1.04655254581215,0.985333032605592,,,,,,,,,,,,,2002
-0.00176537687562377,0.000147209818569508,4.13951852600296e-08,0.185591358635906,99.9998867116977,KLAC,-0.0904866192461798,,,,0.0993019779446132,0.617460576897105,,,,,,,,,,,2002
-0.000740694932135906,4.86579370204683e-07,1.16608241364486e-08,0.998999922373622,3.94391597226922,KMB,-0.658651652203194,,0.448298027349091,,,,,,,,,,,,,,2002
-0.00202487289713823,2.52403884952631e-06,1.20278991041314e-09,0.998999721817836,5.87924780151588,KMX,,,,,,,,,,,,,,,,,2002
0.000665323107752795,2.94103737016753e-05,0.104381181134666,0.796772484322237,6.04075715419232,KO,,,,,,,,,,,,,,,,,2002
-0.00126953859971888,6.64436830987165e-05,0.237247587766687,0.694668625913111,3.73432164370329,KR,,,,,,,,,0.846849269937854,,,,,,,,2002
-0.000548585764510478,7.35186919358789e-06,0.126972012573761,0.85890991068322,8.82448942909308,L,,,,,,,,,,,,,,,,,2002
0.000867600303284533,3.74814680613067e-05,0.0869845503011905,0.863170616965298,99.99842079639,LEN,,,,,,,,,,,,,,,,,2002
0.00119542421840198,0.000128731469198505,0.323283749386744,0.644001192975773,3.16622059065709,LH,,,,,,,,,,,,,,,,,2002
-1.15407992136596e-05,4.65412182068381e-07,6.97307387724423e-09,0.998999814149161,3.60750476023592,LHX,-0.722569766602781,,0.651166865049532,,,,,,,,,,,,,,2002
-0.00113239407917322,9.18547853740581e-06,0.122986344987901,0.866376506408114,15.6450705052708,LLY,,,,,,,,,,,,,,,,,2002
0.00178273392694658,4.48083586803307e-05,0.118337830868987,0.799578624083852,8.1529703815961,LMT,,,,,,,,,,,,,,,,,2002
-0.000909679821542356,2.9557998544952e-05,0.356606405325948,0.610929945664154,3.6887712063961,LNT,-0.783168009636713,,0.811987885045028,0.0382611197522884,6.65386575813578e-08,,0.0790465083870016,0.0986939287539115,,,-0.0161193435682544,,,,,,2002
-0.000837308072658238,2.42267667465323e-05,0.0992832932630873,0.865924005367769,28.6594009963121,LOW,,,,,,,,,,,,,,,,,2002
-0.00344442336886975,5.11204694943921e-05,0.0808919727239354,0.901290124098164,26.7720936865754,LRCX,,,,,,,,,,,,,,,,,2002
-0.00154184895041508,7.11867982183678e-05,0.106573305143714,0.815553643448749,99.5591188260581,LUV,,,,,,,,,,,,,,,,,2002
-5.31158980670907e-05,1.04447705290205e-05,0.198216810274323,0.704479972927131,5.13499482317246,MAA,,,,,0.0277588847884982,,,,,,,,,,,,2002
-0.000663096073358471,1.99116348228123e-05,0.121477490597902,0.848782339615087,9.3126303409894,MAR,,,,,,,,,,,,,,,,,2002
0.000284204435073615,1.41074393794033e-05,0.0559966289954494,0.943003186154351,2.94173421130203,MAS,,,,,,,,,,,,,,,,,2002
-0.00108424936292483,6.50256540024672e-06,0.270348440247017,0.0322584111946578,4.28735654181542,MCD,,,,,,,,,,,,,0.986612436020583,0.0307497736154865,,,2002
-0.00082090317256696,9.29424932076419e-05,0.107990070541176,0.840213980133474,35.7521830152672,MCHP,,,-0.10993924240955,,,,,,,,,,,,,,2002
-0.00158443205027515,4.76306549594347e-05,0.118187877725764,0.799257665341922,33.5912088339002,MCK,,,,,,,,,,,,,,,,,2002
-0.000266597297362083,8.26224403624236e-05,0.165333107505293,8.3797006972651e-08,4.18956559246393,MCO,,,,,,0.67505838746468,,,,,,,,,,,2002
0.00174914519681292,0.000128517341772588,0.160714557638045,0.140492772514081,4.07647038437592,MDLZ,,,,,1.61928976644059e-06,0.301791665532723,,,,,,,,,,,2002
-0.000186721593018233,1.11503282783118e-05,0.0950337503720905,0.869266343301399,22.3131132868258,MDT,,,,,,,,,,,,,,,,,2002
-0.000739144557570652,2.71655383930573e-05,0.0889998439756673,0.866237075912736,5.5504857452136,MET,,,,,,,,,,,,,,,,,2002
0.00108575116990033,0.000138919999677891,0.151382198899431,0.650452776792352,6.19397149725542,MGM,,,,,,,,,,,,,,,,,2002
0.000269981725468919,7.50018118329153e-06,0.0213363956608439,0.971486468763895,4.29378187160128,MHK,-0.907547560118408,,0.971655551123105,,,,,,,,,,,,,,2002
0.00121825424642316,1.55849449689438e-05,0.193251844926131,0.77008128880886,7.26970847747872,MKC,,,-0.149022839696559,,,,,,,,,,,,,,2002
-0.00118765086852694,1.44637000874499e-05,0.0917290851729785,0.878621785736532,5.34736483440749,MLM,,,,,,,,,,,,,,,,,2002
-0.000649071266369999,2.26723421160751e-05,0.149324199981722,0.813213881373155,6.58642952311989,MMC,,,,,,,,,,,,,,,,,2002
-0.000122233328769287,3.98642820188334e-05,0.12268052680518,2.43076145928296e-10,6.73268934987748,MMM,,,,,,0.746690831335846,,,,,,,,,,,2002
0.000163989902538076,4.34796192323325e-05,0.219186731825648,0.723964628702413,4.68968366555535,MNST,0.645562359249147,0.124860168513413,-0.9999999882512,,,,,,,,,,,,,,2002
0.00168218872400375,2.20827982103353e-05,0.188966626966068,0.803129603827709,3.38243680968729,MO,,,,,,,,,,,,,,,,,2002
-0.00116295111342805,3.09761591351203e-05,0.0788357785738109,0.895961317349607,4.24627890044026,MOS,,,,,,,,,,,,,,,,,2002
-6.66592525723032e-05,1.01432812464156e-05,0.0883708008212171,0.89175557420518,8.8526980162703,MRK,,,,,,,,,,,,,,,,,2002
-0.00174044734436399,1.45330265715188e-05,3.91832399942316e-09,0.873927081738188,59.9999757559686,MRO,,,,,,,0.168781724090076,,0.718347008139201,,,,,,,,2002
-0.00162586790356677,3.60371235814258e-05,0.0271365273969815,0.933498087054379,11.8589500849852,MS,,,,,,,,,,,,,,,,,2002
-0.00181788415202161,0.000202747412622235,0.228161967836254,0.0522505510016929,10.5756420126301,MSFT,,,-0.130601977264996,,,0.434873662997568,,,,,,,,,,,2002
-0.00275955776038115,1.0599516325179e-05,4.87234285418694e-09,0.998999976538898,2.86817302766491,MSI,,,,,,,,,,,,,,,,,2002
0.00106683760001967,4.45154458665833e-06,0.133308734314902,0.853813529821323,8.93477015925225,MTB,1.01223268438278,-0.415391444669227,-1.15156129914739,0.655695169508752,,,,-0.185888142731299,,,,,,,,,2002
-0.00194575279635374,2.92355919079095e-05,0.0304702024816848,0.913533144674779,4.62826570443411,MTD,,,,,,,,,,,,,,,,,2002
-0.00379177957967858,3.5783329761788e-06,2.75995542016485e-09,0.998999813296212,7.52535322207479,MU,-0.0300473910304635,0.0125664177936309,,,,,,,1.02193070806344,-0.12443467968145,,,,,,,2002
-0.000117119603932981,7.13355057927502e-05,0.0704466869063617,0.794927217870311,14.8560654718509,NDSN,0.310198243458558,-0.479204935752102,-0.494762201959001,0.648377775215197,,,,,,,,,,,,,2002
0.00124948893397977,2.63354295002459e-05,0.172620384732425,0.771874247984791,4.07449193624705,NEE,,,,,,,,,,,,,,,,,2002
0.00195940338588214,2.71759849233905e-06,2.59537527254859e-05,0.996936772320005,15.9558763685328,NEM,,,-0.169642115348072,,,,,,,,,,,,,,2002
0.000359503960059912,1.85965851293623e-05,0.249746335382901,0.13684630864634,99.9963465418339,NI,,,,,,0.577083082883922,,,,,,,,,,,2002
-0.00137526353598883,2.69494044685013e-06,0.0142335089939538,0.98345451607976,7.64045761857345,NKE,,,,,,,,,,,,,,,,,2002
0.00063213326701465,4.16085077265235e-05,0.0790741050769394,0.854890493399189,4.57378687803441,NOC,,,,,,,,,,,,,,,,,2002
-0.000104001547377735,0.000189570613179322,0.113478699686388,0.653449851910895,18.2957558819675,NSC,,,-0.179919291954785,,,,,,,,,,,,,,2002
-0.00611534370323311,0.000477850973193319,0.172115073019416,0.710344085710397,11.2311491680408,NTAP,-0.124785154279735,-0.0590233099758637,,,,,,,,,,,,,,,2002
-0.00231809633461097,3.40911598762077e-05,0.0920005664504827,0.862901624767404,8.28448793341796,NTRS,,,,,,,,,,,,,,,,,2002
-7.0994586844762e-05,2.68682378820439e-05,0.0603038567567844,0.910200971249547,5.89578165427579,NUE,,,,,,,,,,,,,,,,,2002
-0.00848447812552989,0.000352166893365309,0.0859555497407487,0.823371023998343,5.13643454805267,NVDA,,,,,,,,,,,,,,,,,2002
0.00160048422975531,0.000410976850087033,4.74454296175084e-11,0.256375150825006,14.8167706613856,NVR,,,,,0.182227472129469,,,,,,,,,,,,2002
0.00151911325402986,1.55644708556964e-05,0.168609812861186,0.7394505724161,6.48536496117087,O,-0.246750917957803,-0.0542227939819839,0.103034052440643,0.0184080679888118,,,,-0.798385661495057,,0.568080743299032,,,,,,,2002
0.00230279291169424,1.72576036380258e-05,5.82803638655024e-09,0.982920596916224,3.75622782963489,ODFL,-0.0653009900447318,,,,,,,,,,,,,,,,2002
0.000927402712134575,1.64242577082003e-05,0.10891689072643,0.861549222839589,10.7501028628213,OKE,-0.786603947230201,-0.614540132794487,0.560029582458837,0.554718088788362,,,,,,,,,,,,,2002
-0.000318472857202628,1.6613232284248e-05,0.138451576602929,0.860548230866198,4.80912513363397,OMC,,,,,,,,,,,,,,,,,2002
-0.000865028184209545,1.65801623551657e-05,1.08141184006298e-09,0.998999995231448,3.23958272152209,ON,-0.913103200252155,0.0376645035578694,0.995121241446654,,,,,,,-0.0274002644210642,,,,,,,2002
-0.00237129692236564,0.000243651475783791,0.0088721990624564,0.704873923169597,99.999976755213,ORCL,,,,,1.30934182112041e-06,,0.498599062879445,,,,-0.163880531862693,,,,,,2002
-0.00148536958446008,0.000430110356629892,0.264486998830819,0.151008458499044,5.43157964304512,ORLY,0.945003313401062,,-0.99999999,,,,,,1.10278961343345,,,,,,,,2002
0.000411848309607856,2.1648898415733e-05,0.110364764017432,0.807749116924972,22.1229276471249,OXY,,,,,,,,,,,,,,,,,2002
-0.000638864482951312,3.14112809331127e-05,0.0894108980985893,0.875319034618816,14.3146107239826,PAYX,,,,,,,,,,,,,,,,,2002
-0.000279041512363563,0.000123444868751638,0.174998757645401,0.664063418528556,35.084844989182,PCAR,,,-0.157861461285124,,,,,,,,,,,,,,2002
0.00122794431569638,3.92190385761876e-05,0.297575337602459,0.488919550726708,7.33006675922994,PCG,,,0.0108277091903078,,,0.212504949466816,,,,,,,,,,,2002
0.00149997695610817,2.02217147316563e-05,0.283332836248477,0.661479460608605,3.65095506763521,PEAK,,,,,,,,,,,,,,,,,2002
0.000568490791085019,7.98138782505443e-06,0.19097289158448,0.797559000323217,38.5080910045656,PEG,0.145460575414638,,,,,,,,,,,,,,,,2002
-7.27281803314725e-06,3.63235660372692e-05,0.3030701233736,0.625795680654341,6.4006716285359,PEP,,,,,,,,,,,,,,,,,2002
-0.000999349538542252,1.53525697675445e-05,0.13321106358562,0.845897160565369,14.5686088471996,PFE,,,,,,,,,,,,,,,,,2002
0.00155772401453928,4.03931677104354e-05,0.242121975096195,0.69224320813572,24.169924241758,PFG,0.804751836913142,,-0.939064842807134,,,,,,,,,,,,,,2002
0.000421412562578322,2.78416712875075e-05,0.113981456424143,0.758300069079124,6.10899284958179,PG,0.0787397129172056,-0.954714875691087,-0.142078410662786,0.93950243093007,,,,,,,,,,,,,2002
4.59547962305848e-05,2.31843160332524e-05,0.143431305452861,0.771290681770438,99.8784772401638,PGR,,,,,,,,,,,,,,,,,2002
-0.000359053084943283,7.86021089662407e-05,0.0765546311857993,0.780912309944785,4.95455432535021,PH,-0.835173707090905,,0.721332673760877,,,,,,,,,,,,,,2002
0.000909217912389183,4.1153620362644e-05,0.0775768208444598,0.874222406735957,34.5565860339946,PHM,,,,,,,,,,,,,,,,,2002
0.000100647910353124,3.39491929755856e-05,0.104854960833072,0.792335211059641,11.7194926328495,PKG,-0.904679464602734,,0.830557114378562,,,,,,,,,,,,,,2002
0.000829348094992088,1.04181889771505e-05,0.131698143202381,0.790241048112784,5.43130934416301,PLD,,,0.0654613053173735,0.104480583075737,,,,,,,,,,,,,2002
-0.000527637268619545,3.12894236662814e-05,0.131021646986016,0.820428128991796,4.54269252040921,PNC,,,,,,,,,,,,,,,,,2002
0.000602766553563094,1.54225094333667e-06,2.8185493654646e-08,0.998999875369095,4.15935241318808,PNR,,,,,,,,,,,,,,,,,2002
-0.000956696116565672,2.19141135583758e-05,0.0211568425003779,2.01390537523278e-08,11.3467269554171,PNW,,,,,,0.731827192692833,0.399572792998505,,,,,,,,,,2002
0.000424718498939604,0.000176916304503096,0.258498084304553,0.468273527860837,5.86302631697012,POOL,,,,,,,,,,,,,,,,,2002
8.41327778298019e-06,3.74635794908922e-05,0.0227905636431511,0.779644090679127,18.8131882415375,PPG,,,-0.151829641166877,,4.77978039122204e-08,,0.0926907060555303,,,,0.167361334066666,,,,,,2002
0.000175216049737411,1.99115841630136e-05,0.0728225321317521,0.879824297850998,5.88614931847227,PPL,,,,,,,,,,,,,,,,,2002
0.000509035204916967,1.10083761008278e-05,9.23227347025532e-08,0.869571625483166,4.37758435141591,PRU,0.59273455757678,0.0483051006968236,-0.805934735939272,,0.11097173483507,,,,,,,,,,,,2002
0.00057881060725874,2.50127154468322e-05,0.220856638893684,0.613020164355812,3.99607275483069,PSA,-0.273895681996555,-0.939105305446013,0.259578863933528,1.00231175827356,,,,,,,,,,,,,2002
-0.0057035550914496,2.9886886883196e-05,0.0524024871184037,0.946597502349525,5.15199689614632,PTC,,,-0.122979779096058,-0.0425349536262227,,,,,,,,,,,,,2002
-0.00310467703346267,7.03414939075561e-05,0.027044657164339,0.971955315415012,2.3174764410501,PWR,,,,,,,,,,,,,,,,,2002
0.0013627168680584,0.000123063819259476,0.0518828453682047,0.665319253698894,99.9996378745643,PXD,,,,,0.0583936983895778,,,,,,,,,,,,2002
-0.00185896462148818,2.87398113277646e-07,1.31130363781266e-08,0.998999971843513,16.6001398064004,QCOM,,,,,,,,,,,,,,,,,2002
-0.00150356407319358,7.41548711281372e-05,0.0548641487415214,0.612095864679537,6.24623111614961,RCL,,,,,,0.24454640448459,,,,,,,,,,,2002
0.000627559544920317,3.40606390158737e-05,0.432402211318556,0.275331302935302,5.49922689718544,REG,,,-0.173527453629325,0.0938169399531579,,,,-0.197578336358538,,,,,,,1.46593132685871e-05,-0.137434700895825,2002
-0.00267596555606699,0.000330709739852891,0.184335894411667,0.675271518028938,32.78511667103,REGN,,,,,,,,,,,,,,,,,2002
0.00085173972754325,1.0131313144206e-05,0.181586551535613,0.785422318216507,16.9865831117914,RF,1.15134568015269,-0.920368757448159,-1.15973706497596,0.978533841091867,,,,,,,,,,,,,2002
-0.00257685338543362,0.000109157180577977,0.182003965877404,0.737569220770855,3.81312582813148,RHI,,,,,,,,,,,,,,,,,2002
-0.00147134377897316,4.96601146513441e-05,2.82162034043235e-11,0.118225543224413,20.4891661447492,RJF,,,,,0.120454023620871,0.679635759270455,,,,,,,,,,,2002
-0.000662482725957574,1.11586547321315e-05,0.0508579174124584,0.940328627479369,6.03510141319556,RL,,,-0.097882858764694,,,,,,,,,,,,,,2002
-0.00312139540805895,1.63514938674758e-05,0.00262300157230534,0.968829266616462,3.84883254122295,RMD,,,,,1.82577606229797e-08,,0.667423892812002,,,,-0.657773289027427,,,,,,2002
0.000236299199164469,0.000161077420731722,6.33978036630275e-13,0.565791949683946,12.6256264805018,ROK,,,,,0.151518101804976,,,,,,,,,,,,2002
0.000695771612330593,4.31694599388679e-06,0.0786748136474733,0.920325163659198,10.4815372857949,ROL,,,-0.256000921671764,,,,,,,,,,,,,,2002
-0.00158555315338248,7.46857548679416e-05,0.119403146446246,0.770044224288453,5.51173812357016,ROP,,,,,,,,,,,,,,,,,2002
0.00117305087650502,2.16155496963808e-05,0.0655084961648833,0.89562260478032,28.2100678001836,ROST,,,,,,,,,,,,,,,,,2002
-0.000274277038344224,0.000293111303374474,2.03172790119393e-14,0.0216866223643946,5.74771754031933,RSG,,,,,,3.60833235646636e-08,0.449353838595415,,1.06601183291283,,,,,,,,2002
-0.000134355091252225,1.88250185341852e-05,0.0854684205194971,0.883655599682926,9.95724681389375,RTX,,,,,,,,,,,,,,,,,2002
-0.00437439193464987,0.000104088017489014,0.00134144040466496,0.993929444287143,2.14978158709192,RVTY,,,,,,,,,,,,,,,,,2002
-0.0252123678734806,0.00236343723018058,0.24469816945391,0.705594707713594,2.65668447788565,SBAC,0.588741222427648,,-0.513372572197896,,,,,,,,,,,,,,2002
0.000330043689450964,3.71038466504054e-05,0.0780996377553406,0.852817122844375,9.77901873033853,SBUX,-0.192812076024962,-0.0173093506901351,,,,,,,,0.0279287275665259,,,,,,,2002
-0.00197357269391064,0.000388436531616579,0.102404625602334,0.637581579855057,15.3692733462263,SCHW,,,,,,,,,,,,,,,,,2002
-0.000862512003635787,3.7256680021816e-06,0.238845912507558,0.326298213180124,2.71687361019479,SEE,-0.170020430785834,,0.0703861230474203,,,,,,,,,,0.996395095512215,0.0104651512232358,,,2002
-0.00113268455615516,8.63085231448422e-07,7.50032097487528e-09,0.998999871768463,4.10811789927215,SHW,,,,,,,,,,,,,,,,,2002
-0.00121657777928109,1.08009584554305e-05,0.0229321110798518,0.967032026528544,2.92087658983,SJM,,,,,,,,,,,,,,,,,2002
-0.00162239012691532,2.38627027302463e-05,0.0949758846721218,0.870058172274708,63.0524956276079,SLB,,,,,,,,,,,,,,,,,2002
-0.000539419143245829,9.62841405604702e-05,9.65326011987009e-12,0.284481491122808,6.73018343462532,SNA,,,,,0.514968380878869,,,,0.978575986285508,,,,,,,,2002
-0.000669888075587145,1.95516682314968e-06,4.91551511728021e-08,0.998999717646407,6.62903376987441,SNPS,,,,,,,,,1.19668155649956,,,,,,,,2002
0.00106331749057439,1.14969176238903e-05,0.174824611211777,0.803399248708605,5.90059548083594,SO,,,-0.14123096337242,,,,,,,,,,,,,,2002
0.00138877704492841,1.4654763212109e-05,0.264601119649455,0.613871809313299,5.83205874303608,SPG,-0.0349803264448671,0.0559964464034153,,,,,,,,-0.00949646738843282,,-0.00201845984477966,,,,,2002
-0.000294168135585212,2.06088954058275e-05,0.017460437519445,0.828573524523122,5.78468067510434,SPGI,,,,,0.089502202882566,,,,,,,,,,,,2002
-0.000788508689993076,1.43080957556786e-05,0.0154901242427293,0.863527444220255,56.5028911951619,SRE,,,,,,,0.189501896683995,,,,,,,,,,2002
-0.000437727428338109,4.21405628250683e-05,0.0169403829933812,0.790418105041068,11.6921876231607,STE,,,,,,,0.35357110151375,,,,,,,,,,2002
0.00149845407024321,9.82170747199294e-05,0.118833500209459,8.09897980192655e-08,3.97748546058847,STLD,,,,,,0.790961660549265,,,,,,,,,,,2002
-0.00190690930394217,2.3880339836393e-05,0.110356967360554,0.856210941765594,8.79501565541684,STT,,,,,,,,,0.894037656363652,,,,,,,,2002
0.0017456753796698,5.74736274470921e-05,0.0368957037319272,0.846477241600255,3.49629758098178,STZ,,,,,0.0412577649946611,,,,,,,,,,,,2002
-0.00147914383878449,0.000101698922396532,0.130133291105664,0.66993399642441,6.9510120963373,SWK,,,,,,,,,,,,,,,,,2002
-0.00420280272785683,7.01762415516733e-05,0.0431950834673379,0.943041552492554,11.8879814573278,SWKS,,,,,,,,,,,,,,,,,2002
0.000648503209812925,3.72146993259879e-05,0.07142494398682,0.826323319981769,12.5210353528064,SYK,0.536195448054969,-0.185027459687014,-0.537484224013943,,,,,,,,,,,,,,2002
-1.62857009951687e-05,2.26076899500615e-05,0.140562077057026,0.790546928635971,99.9962986486236,SYY,,,,,,,,,,,,,,,,,2002
-0.00104051801606777,1.23541084056175e-05,0.101488343235998,0.887768205866433,12.2474366354464,T,,,,,,,,,,,,,,,,,2002
0.000442618335514544,1.5540291859374e-05,0.0816632413796224,0.879144268837333,4.58965632108787,TAP,,,,,,,,,,,,,,,,,2002
6.77223204293854e-06,9.55984795854441e-05,0.0574253944086344,0.853319677761809,4.05955929407327,TDY,,,-0.116065946805989,,,,,,,,,,,,,,2002
-0.00128418974813281,1.2581362574107e-06,0.087079272852477,0.438250442399811,8.41605620574168,TECH,-0.214809548357713,,,,0.0257252569968634,0.462356395826297,-0.148531753232562,,1.04811399347997,,0.113274194700951,,,,,,2002
-0.00440218124691544,0.000155019858653699,0.00647847498850982,0.118111540051233,9.24357388810495,TER,,,,,0.169493309345611,0.648057770429315,,,,,,,,,,,2002
-0.000594246597832594,8.63724359857764e-06,5.53385135409859e-09,0.835980935842126,59.9999538368973,TFC,,,,,,,0.282355499182351,,0.854662042845311,,,,,,,,2002
0.000106762279997968,2.75295914968335e-05,0.187581462701972,0.738348354557231,99.9878388565004,TFX,,,,,,,,,,,,,,,,,2002
-0.0008730121139773,1.44278251036395e-05,0.0927612500225733,0.895832239493638,11.7925151548715,TGT,,,,,,,,,,,,,,,,,2002
-0.000526116086912972,1.82024354585058e-05,0.0739450457848547,0.902040706978105,4.93171039868994,TJX,,,,,,,,,,,,,,,,,2002
-0.00153413958261533,4.87345826069568e-05,4.27423998161747e-11,0.787685021252715,14.3663986247654,TMO,,,-0.188881220860274,,0.110394247802186,,,,,,,,,,,,2002
0.00135680868668593,0.000366497773417746,0.152835771678698,0.182279458785178,12.7906106224174,TPR,,,,,,0.340291678275459,,,,,,,,,,,2002
-0.00193695587819544,5.91088556851396e-05,0.101228314285927,0.847374745360524,6.38292068958802,TRMB,,,,,,,,,,,,,,,,,2002
-0.00141441952910951,2.84532629289887e-05,0.154169583330659,0.810243411347021,30.1666234839487,TROW,,,,,,,,,,,,,,,,,2002
-0.00112802993148891,6.62967482440971e-05,0.178108873362607,0.708325948906936,8.85207668416374,TRV,-0.803517006395079,,0.866328467569104,,,,,,,,,,,,,,2002
0.00185425859807835,0.00050042420737278,0.141646355183389,0.0896131533525547,5.37125531718196,TSCO,,,,,0.292118824301349,,,,,,,,,,,,2002
-3.04119614300439e-05,2.18009230172371e-05,0.0752820723387351,0.902673181138283,4.19457243684217,TSN,,,,,,,,,,,,,,,,,2002
-1.57633129577531e-05,8.42281931362743e-05,0.150357533551826,0.710798410276241,11.2368155852566,TT,,,,,,,,,,,,,,,,,2002
-0.000141999848944127,3.85605596187124e-07,0.15416629186511,0.745694848982727,4.40333652412411,TTWO,,,,,,,,,,,,,0.996745658582924,0.12867934140444,,,2002
-0.00276753516152413,9.92695439554532e-05,2.51420616301271e-08,0.792101514898575,17.6068733998932,TXN,,,,,0.15147114092241,,,,,,,,,,,,2002
-0.000274698526063631,1.64262950191205e-05,0.13056360348878,0.840397618764285,18.1657503015542,TXT,-0.127319183279209,,,,,,,,,,,,,,,,2002
-0.00020406102061201,0.000750884613274659,0.266972721733297,6.25541903712587e-15,9.52569434975557,TYL,-0.0699882801869984,,,,,0.227998924601603,,,,,,,,,,,2002
0.000625325970614369,1.32277792878181e-05,0.222689343843986,0.711463126947426,14.7667828274667,UDR,,,,,,,,,,,,,,,,,2002
0.000565677582235416,4.63734640338968e-05,1.34717772398532e-07,0.814387999592982,17.1391577433037,UHS,,,,,,,0.157189553558065,,,,,,,,,,2002
0.00179459189854779,2.4839596585248e-05,0.14532582285727,0.812585822762468,4.33765067723433,UNH,,,,,,,,,,,,,,,,,2002
0.000333381231113723,4.91873070487134e-05,0.10015547054493,0.741008005744089,48.975600866008,UNP,,,-0.129546514432344,,,,,,,,,,,,,,2002
0.000353249892693928,7.02499001222403e-06,0.127044143523068,0.829267894678106,4.92967335267187,UPS,0.540464422193311,-0.0666932641013854,-0.660721705352486,,,,,,,,,,,,,,2002
-0.00164574213699317,9.4621615091252e-06,0.0382195432366276,0.960780428259208,3.93750463062337,URI,,,,,,,,,,,,,,,,,2002
8.66524503700271e-05,6.17982768902138e-05,0.139230932373835,0.721766487041161,10.1191809368456,USB,,,,,,,,,,,,,,,,,2002
-0.000514619267153909,1.84633990278715e-05,0.154135872233043,0.792894057270782,20.9379192367738,VFC,,,,,,,,,,,,,,,,,2002
-2.87471987037027e-05,2.8902254791932e-05,0.0961943407848441,0.862407806294401,9.20270340976838,VLO,,,,,,,,,,,,,,,,,2002
-0.000173579572915412,9.43137767842836e-06,0.127697022953653,0.869379438287222,4.92866762437938,VMC,,,-0.200843416688235,0.0490305813543313,,,,,,,,,,,,,2002
-0.00581693963334185,4.3451223769009e-06,0.00970295628082913,0.98872369564833,3.40760584840702,VRSN,,,,,,,,,,,,,,,,,2002
