mu,omega,alpha1,beta1,shape,tick,ar1,ar2,ma1,ma2,alpha2,beta2,gamma1,ma3,skew,ar3,gamma2,ar4,eta11,eta21,ma4,ma5,label
0.000383017403177157,2.67217883340053e-05,0.129979479690162,0.811507491597076,19.2123612731132,DD,,,,,,,,,,,,,,,,,2002
-0.000551361258664738,4.33787124228108e-07,1.03814623378371e-08,0.998999800055647,10.0065835635591,DE,,,,,,,,,,,,,,,,,2002
0.00044634862497171,5.68045925992943e-05,0.150415023440489,0.73808110054664,5.70973063856717,DGX,,,,,0.047568930414473,,,,,,,,,,,,2002
-9.70236722893666e-05,4.86441649607503e-05,0.0863121016272982,0.865184447348475,16.0486609116886,DHI,,,,,3.61613017100699e-07,,,,,,,,,,,,2002
-0.000103654898225305,7.08043064814561e-07,4.51252311085149e-09,0.998999938686596,7.71215295235697,DHR,,,,,3.54715113287223e-09,,,,,,,,,,,,2002
-0.00110639501036248,4.87323966392792e-05,0.138644501997685,0.802362309698201,99.9880508704625,DIS,,,,,,,,,,,,,,,,,2002
-0.00149937260470644,1.38608850821183e-05,0.0763615796511876,0.92263807691738,4.03649906239608,DLTR,,,,,,,,,,,,,,,,,2002
-0.00135859055087908,8.13542011145663e-06,3.00210180505088e-08,0.911710393302115,16.4291480337692,DOV,,,-0.0351730967359046,,2.16283718728138e-09,,0.0364529547001338,,0.946224914991246,,0.111219401525168,,,,,,2002
0.000850753915464357,0.000145249325353054,0.243426793026075,0.565039119102888,5.71429838049169,DRI,,,,,,,,,,,,,,,,,2002
0.00101752160028372,5.33771090158177e-06,0.134766522673875,0.856411552166403,7.67028157332521,DTE,-1.51989367208469,-0.758747247510403,1.4483985917694,0.641170192097159,,,,,,,,,,,,,2002
-0.00121298071332001,5.05829228036884e-05,0.174333950696137,0.402072563478788,3.93109835631061,DUK,,,,,,0.398163751371709,,,,,,,,,,,2002
9.83988933351389e-05,0.000121315353325042,0.340772526368013,0.451822822571668,3.30329794313515,DVA,,,,,,,,,,,,,,,,,2002
0.000868432296529294,4.8678897587401e-05,0.0967337481000548,0.807155641181788,80.9905037465149,DVN,,,,,,,,,,,,,,,,,2002
-0.000708207336606597,0.000219824273207346,4.70277185268926e-15,0.601261877307282,13.3358106124249,EA,,,,,,,0.215220098856368,,,,,,,,,,2002
0.00042218857833686,6.99854304351818e-12,0.0193871300295978,0.978514264761677,9.09597549031686,EBAY,,,,,,,,,,,,,,,,,2002
0.00033725990616215,2.49264045836556e-05,0.141218710079835,3.93452734832115e-07,6.94935569677611,ECL,,,,,0.0289626239269572,0.761502662887976,,,,,,,,,,,2002
0.000432199352928168,1.02096845317893e-05,0.252451419096953,0.714783825250297,27.9081455067991,ED,,,,,,,,,,,,,,,,,2002
-2.60903639565581e-05,7.68148885059352e-05,0.217587510949912,0.653530996507647,10.3036272287924,EFX,,,,,,,,,,,,,,,,,2002
-0.00140121833997091,2.48303555337255e-05,0.152499996411946,0.801777845026351,9.3218687690709,EG,,,,,,,,,,,,,,,,,2002
0.00100930335767297,3.96138518240888e-05,0.133371083567609,0.847701523401364,4.49501021524448,EIX,,,-0.221242434801138,,,,,,,,,,,,,,2002
-0.000377008956785557,4.15416816084786e-05,0.0859833349942091,0.839718927977662,4.68545531789743,EL,,,,,,,,,,,,,,,,,2002
0.0018203056345074,4.63510899157869e-05,0.0736501287942336,0.857666288024981,7.61918508920348,ELV,,,0.053046848429808,-0.252270978446767,,,,,,,,,,,,,2002
0.000452865690855639,2.71463996862432e-05,0.118863458607609,0.829183645500823,6.58966250345628,EMN,,,,,,,,,,,,,,,,,2002
-0.00124126218636712,4.92694480074155e-06,5.04351320370773e-07,2.66880593961196e-07,13.4759699828469,EMR,,,,,1.9941993327205e-08,0.906296657827019,0.0486099067252716,,,,0.136794400669181,,,,,,2002
-7.69532056703556e-05,0.000234998102477886,0.0446789343272083,0.309423723195816,31.7547661863362,EOG,,,,,0.117322023580527,,,,,,,,,,,,2002
-0.0155375219592811,0.00173132950497891,0.195107320607775,0.624640625328751,3.66366462280709,EQIX,,,,,,,,,,,,,,,,,2002
-0.000295911792504368,1.4158446150494e-05,0.139758072311071,0.781037733990417,14.613382723897,EQR,0.125177551299052,0.101712452647958,,,,,,,,,,,,,,,2002
-0.000297348362917174,1.59000609540063e-05,0.118119255350285,0.803904552017215,10.667919823411,EQT,0.917797004184558,,-0.904052419497588,,,,,,,,,,,,,,2002
0.000550223315694725,1.40222292311248e-05,0.20082378365208,0.77405474918237,4.51495995611582,ES,,,,,,,,,0.9800097665513,,,,,,,,2002
0.000358592460583224,9.50890093380536e-06,0.140307163708,0.797766031516769,7.79123146275349,ESS,,,,,,,,,,,,,,,,,2002
0.000292079617690546,2.56382868195841e-05,0.0875559350132077,0.842949992910224,22.1268883593452,ETN,,,-0.115466835055699,0.105190554917042,,,,,,,,,,,,,2002
0.000436891451331258,9.48349632567803e-06,9.73558366895681e-09,0.856679808317993,7.13879405466828,ETR,-0.898065368849247,-0.117318361667581,0.766930018876263,,,,0.238424992699382,,,,,,,,,,2002
-0.000471371930777155,5.75331631315825e-05,0.356903719688129,0.616577112498787,4.64768234668409,EW,-0.0311124194277917,,-0.226873330169136,,,,,,,,,,,,,,2002
1.47641064921386e-05,6.25531654308431e-06,9.8468646842781e-09,0.913954341147516,9.18990106437075,EXC,,,,,3.08561310368374e-09,,0.507805048796279,,,,-0.361546660076524,,,,,,2002
0.000822809595476594,0.000112631519416423,0.239493710844438,5.05983230910556e-17,94.8326026211691,EXPD,0.786731285093229,,-0.909499067914899,,,0.550055611268562,,,,,,,,,,,2002
-0.0023086680844843,0.000160260727135174,0.179086679880313,0.674155438756188,5.78697063418111,F,,,,,,,,,,,,,,,,,2002
-0.00037873509850481,2.15471793629896e-05,4.17687939079517e-09,0.836875335047825,7.07096216358162,FAST,,,,,,,0.310418837707252,,,,,,,,,,2002
0.0019099984018444,0.000216841875790754,0.206487196600279,0.58151493914244,7.75708212666866,FCX,,,,,,,,,,,,,,,,,2002
-0.00121343472690217,1.15082592877441e-05,4.83727437723124e-08,0.844667065084877,13.4727900860325,FDS,,,,,4.82467000129973e-08,0.115694552020784,0.305906411703158,,,,-0.243488996660148,,,,,,2002
0.000289286767299076,9.42631296984299e-06,0.0316441635905027,0.943119398934221,5.3184354822869,FDX,,,-0.145110609582427,,,,,,,,,,,,,,2002
-0.000931919076021741,0.000108746960573278,0.00640275601367569,0.455525567613256,7.72222833305047,FE,,,,,,,0.697301879438674,,0.762674861922725,,,,,,,,2002
-0.00207108865963751,3.13246390667698e-06,7.33677957310533e-10,0.998999406596519,11.3308768503805,FFIV,,,,,,,,,,,,,,,,,2002
-0.000751108802253468,2.15647388320793e-05,0.0950493957967019,0.883791679810039,13.1591283696603,FI,,,,,,,,,,,,,,,,,2002
0.00019067669528559,0.000115581642711284,0.288606790612695,0.598088270350889,4.77606075618103,FICO,0.0335304836723111,0.0649916914060772,,,,,,,,-0.0453757512364166,,,,,,,2002
0.000659312483201881,5.54023439877587e-05,0.063874268788463,0.865644579200449,3.1866556258847,FIS,0.0307656254854967,-0.939900345622303,0.0701838442265845,0.98423291484639,,,,0.0714508568621633,,,,,,,,,2002
0.000109289159617869,6.31963854730484e-06,0.112845680500719,0.874550308171376,7.64378335510817,FITB,,,,,,,,,,,,,,,,,2002
-0.000872619840949238,0.000574840794302189,0.18283180311537,1.1765637043469e-09,4.17657315037197,FMC,-0.0850660828702083,,,,,,,,,,,,,,,,2002
0.00118118017471761,1.38792370874009e-05,0.171619149471417,0.758322222469245,5.19820132037338,FRT,,,-0.0630449358569672,,,,,,,,,,,,,,2002
0.000953244596332428,7.96757823414634e-06,0.0982543200322286,0.885963712974372,8.23065530898733,GD,,,,,,,,,,,,,,,,,2002
-0.00288430971369853,0.000109934922052711,0.159163749673343,0.69742464530482,7.2498961533294,GE,,,,,,,,,,,,,,,,,2002
0.000657681033051661,1.01621690956851e-06,8.45472766195229e-11,0.998999878489536,13.9433034363841,GEN,0.780115616161374,,-0.88334018257896,,,,,,,,,,,,,,2002
0.000711886552850778,4.28797691679769e-05,0.101241715438321,0.406979763689238,12.2524166817083,GILD,0.850637190568979,,-1.05650700210573,0.0191347678852039,,0.458156747409616,,,0.913439734476846,,,,,,,,2002
-8.99287208107054e-05,4.64733664264317e-07,0.0115906982852895,2.2874424378903e-08,3.70290453720646,GIS,,,,,,0.987409192972564,,,0.911826698464759,,,,,,,,2002
-0.000590915451599327,1.35480283169464e-05,0.177619746066403,0.773388936269027,22.3945883544197,GL,,,,,,,,,,,,,,,,,2002
-0.00746927760636736,0.000883878658160008,0.367368204387557,0.507337925513509,4.52623254403355,GLW,,,,,,,,,,,,,,,,,2002
-0.000172201139954542,2.24577495516896e-05,0.141359623781742,0.742728395001092,91.6911014362592,GPC,,,,,0.021983551972428,,,,,,,,,,,,2002
0.000155792713974249,2.18964299796342e-05,0.0543141436709573,0.928821647611727,3.76542084376545,GPN,,,,,,,,,,,,,,,,,2002
0.000793831593482553,1.69301087850394e-05,0.144251250527689,0.854748698004395,2.65013372814056,GRMN,,,,,,,,,,,,,,,,,2002
-0.00186908915615185,0.000106874921316067,0.112282710923845,0.689070045924457,32.8505592405362,GS,,,,,,,,,,,,,,,,,2002
-5.78681940859822e-05,7.91567619951308e-05,0.114390808430326,0.535113860369971,17.7359466228227,GWW,,,,,0.170018928469601,,,,,,,,,,,,2002
-0.00130338977130341,0.000155358995097509,0.152821896291165,0.750237707464277,4.33561989535303,HAL,-0.0792288488102516,-0.988314726625967,0.10309379997883,0.935792291983493,,,,,,-0.0164326674968226,,-0.0706120960879931,,,,,2002
-0.00119800002535729,1.36363864450959e-06,4.85259429143552e-08,0.0183611777023201,8.34273199838812,HAS,,,,,2.23455035892521e-08,0.980638726909305,,,,,,,,,,,2002
0.000773088089000054,8.53406608857015e-06,0.131667024608114,0.835843494150439,99.9980494737005,HBAN,,,,,,,,,,,,,,,,,2002
-0.00234849976406368,2.36214286292349e-05,0.150419632719206,0.835682322594104,6.47770478202546,HD,,,,,,,,,,,,,,,,,2002
0.00084840598567994,0.000122935692883132,0.300624349133492,0.398189122407422,6.84990368245385,HES,,,,,,,,,,,,,,,,,2002
-0.000301442034619843,1.56910455989585e-05,0.155010168012411,0.0602945248875502,99.99935743347,HIG,,,,,0.0866841450358585,0.674548028693653,,,,,,,,,,,2002
0.000468989249396735,0.000123972283448967,0.131627712391169,0.809019021593721,5.22202932806813,HOLX,0.648902919552882,,-0.715052238447008,,,,,,,,,,,,,,2002
-0.00175383648237407,2.32603564575395e-05,0.0684044716323033,0.913848960868967,4.51953264643629,HON,-0.900357806302233,,0.851996415738262,,,,,,,,,,,,,,2002
-0.00262567699878073,2.90061214021705e-05,0.101327503333216,0.87292178885162,9.5797154253074,HPQ,,,,,,,,,,,,,,,,,2002
-0.000457065125470346,1.8057285862074e-05,0.106453491495438,0.836246356231106,8.35057882704208,HRL,,,-0.226718785899285,,,,,,,,,,,,,,2002
0.001227531852054,3.31059935465577e-05,0.15729021551644,0.775853117588796,39.7519446446679,HSIC,,,,,,,,,,,,,,,,,2002
0.000111361337055436,7.10746305033516e-05,0.292097200887746,0.52564659457354,10.0370210373158,HST,,,,,,,,,,,,,,,,,2002
0.000322471238694178,5.97549338479953e-05,0.390839444730052,0.159972327184481,3.19098278424887,HSY,,,,,,0.28687160212324,,,,,,,,,,,2002
0.000254600303894886,8.72487296676196e-06,1.37996077451556e-07,0.990322295682608,4.48929871109437,HUM,,,,,,,,,,,,,,,,,2002
-0.00160089328941889,8.67123153863655e-06,0.0801099165534602,0.909403382501688,13.1640754755417,HWM,,,,,,,,,,,,,,,,,2002
-0.00268861982054586,0.000129068530636637,0.200056791723539,0.632342037928126,6.05830742837205,IBM,,,,,,,,,,,,,,,,,2002
0.000753022078547479,0.0002302269226795,0.158981317627169,0.433334840082056,4.99133774695264,IDXX,,,,,,,,,,,,,,,,,2002
