mu,omega,alpha1,beta1,shape,tick,ar1,ar2,ar3,ar4,ar5,ar6,ma1,ma2,ma3,ma4,ma5,skew,beta2,gamma1,alpha2,gamma2,eta11,eta21,ar7,ar8,ar9
-0.000774846383742377,6.06936178736536e-06,2.59275036637403e-08,0.947241760227436,8.03508609604471,BWA,-1.10893225725084,-0.916846406912976,,,,,1.15925956443183,0.988905256697045,,,,0.81996645605947,,0.0890877106321881,,,,,,,
0.000713708515270088,6.94732406379826e-06,0.198918098806961,0.800020372372469,6.5800604372944,BXP,-0.761769225906788,-0.960115218579629,,,,,0.77190913813327,1.00627494464229,,,,,,,,,,,,,
0.000932221913239315,8.79975281503753e-06,0.0420365676091353,0.872796974361855,5.50119716585353,C,-0.827187934597007,-0.0203282666915533,0.00176772406526056,-0.0280771723087205,,,0.7581751066089,,,,,,,0.154334760091126,,,,,,,
0.00095274397758433,3.1431667482213e-05,0.0304845152310322,0.828602076138733,3.56955731730419,CAG,,,,,,,,,,,,,,0.161337047316364,,,,,,,
0.000743142337403894,2.34776192329412e-05,0.078530815077377,0.879683997054105,4.81303040700459,CAH,-1.69555500900681,-0.887117043075272,,,,,1.67961909567502,0.907291580483695,0.0179588470140725,,,,,,,,,,,,
0.00113157267805921,1.81743668860152e-05,0.120132516604675,0.843809698410369,5.27146378829408,CAT,-1.42435847451615,-1.0409190053693,-0.054121090919089,,,,1.37874996981005,1.00380340558214,,,,,,,,,,,,,
0.000863680970005796,5.06303498940119e-06,0.142721356204754,0.855978534921088,4.49780782689399,CB,-0.863413198249194,-0.064446535238895,-0.0521716587796033,-0.0896042835187812,,,0.743396409251803,,,,,,,,,,,,,,
0.00131052969598001,5.60090668434454e-06,0.103336295045229,0.88310580545861,5.58422316943878,CCI,-0.64888756995938,-0.00358234940771996,0.0339110939291033,-0.00698659119980717,,,0.611111689480123,,,,,,,,,,,,,,
0.000679066875895028,4.18605926177702e-06,0.147333203799378,0.623263525948836,4.09208534096075,CCL,,,,,,,,,,,,,,,,,0.992935773456243,0.034312924816929,,,
0.00273081597054906,2.62782391601139e-05,0.144391842175084,0.796215373066879,6.76617632126255,CDNS,-1.66657996311852,-0.794984175131171,0.0357342045166137,,,,1.63611858796774,0.774376559921656,,,,0.815133380471881,,,,,,,,,
0.00119844704500262,3.71724495091922e-06,0.0613701466666523,0.925728281247626,4.43782842360574,CERN,-1.56665074682292,-0.837456357523694,,,,,1.53349268971931,0.835626631430017,,,,,,,,,,,,,
0.00130526615087829,5.3075465959845e-05,0.326958057400229,0.518028511654503,3.53148792294042,CHD,,,,,,,-0.0805329710244494,0.0296669969533729,-0.0612153357358457,-0.0786043752327745,,,,,,,,,,,
0.00119472671603534,3.29312436951988e-05,0.0735133498164193,0.841262899859592,3.0261739947936,CHRW,0.614173288239091,0.0152749925670413,-0.0315788766568193,,,,-0.652086388997606,,,,,,,,,,,,,,
0.000898841161119812,3.76135252826454e-05,0.164916536940553,0.778442662687402,5.50561091399084,CI,-1.93049768634282,-1.0701302004752,-0.0504466255597679,,,,1.90882827374295,0.997396254944956,,,,,,,,,,,,,
0.00127783116684133,7.46274085351872e-06,0.160498510032961,0.838501134902528,4.31468350009878,CINF,,,,,,,-0.090716522763852,0.0456925291734195,,,,,,,,,,,,,
0.000542935408511896,1.14741816731899e-05,0.0786240476792827,0.727959255702653,7.92249180658892,CL,-1.6320320776628,-0.888481869904024,,,,,1.58661326942236,0.860451511277613,,,,,,0.266976654865262,,,,,,,
0.000632461427788804,4.55910389168873e-05,0.232565302163334,0.604554464088303,3.53575578068145,CLX,0.608618818449315,0.0133097098492222,-0.0326934546413402,,,,-0.697511984151234,,,,,,,,,,,,,,
-0.000327067498422977,9.76025249797606e-06,0.0524932966645405,0.868521628675026,6.28776926651609,CMA,-0.303014547855884,-0.012675292030081,-0.0172608205513202,-0.0916429939918645,,,0.253708212820418,,,,,,,0.155969771119854,,,,,,,
0.000942027316775949,1.01189441152414e-05,0.0158528175457105,0.86029742927546,9.32448095500131,CMCSA,,,,,,,-0.103287444789547,0.0689760473853658,-0.00923155798513655,-0.023456918355352,,,,0.166390683122406,,,,,,,
0.000614986149317918,5.79195834172062e-06,7.1324050411091e-08,0.917066444806596,6.08956654925284,CMI,-1.39874927348766,-0.841934046563409,,,,,1.38972607100664,0.870059259194191,,,,,,0.134154623918242,,,,,,,
0.000795506298028624,9.46732268375945e-06,0.0697211490978283,0.76604411195212,7.34593195760217,CMS,-0.140195394458851,1.26209484575117,-0.26401988675917,-0.988504441888616,,,0.159908628199658,-1.29547000333075,0.263665518914857,1.02968095837881,,0.927719731106514,,,0.107973905079067,,,,,,
-0.000284571923617411,1.4742986259923e-05,0.178871676064321,0.820128319695855,3.43079018670983,CNP,-1.00855999510429,-0.981649961055563,,,,,1.0196818866243,1.00124858744865,,,,0.866320108401554,,,,,,,,,
0.0014793098046778,8.07247648201369e-06,0.137621118265289,0.861377397851395,5.75243429287804,COF,,,,,,,-0.0667563705063194,-0.0112021746063872,-0.0609332193294905,-0.0607105826429015,,,,,,,,,,,
-0.000312178046839032,6.18999905787197e-06,0.0530325466195311,0.940938539776694,4.48129957441038,COG,-0.0465760578930738,,,,,,,,,,,,,,,,,,,,
0.000938763310405291,1.53329357188648e-05,0.148366228712287,0.807727534177707,4.70512261825824,COO,-1.40000471897893,-0.614221375216921,0.0559517200305969,,,,1.33838727259998,0.631658012737152,,,,0.843886941224682,,,,,,,,,
-0.000515200469779854,1.39207784554025e-05,0.115478167197623,0.879378016709048,4.18886670556642,COP,-1.81701416224051,-0.995540799114097,,,,,1.71808282591615,0.809656247949315,-0.105458761558695,,,,,,,,,,,,
0.000981484097431444,1.07508869731067e-06,0.24764067547037,0.616797272242765,5.13077392489493,COST,-0.921431339881767,-0.0343856505844973,-0.0283503929598973,-0.0821290397423743,,,0.893162700099834,,,,,0.912047452176232,,,,,0.993669684411873,0.00553670736997669,,,
0.000899973998434928,2.66527481670157e-05,0.184125592738701,0.725745900609697,3.91185152743181,CPB,0.494067089386999,0.342024193907274,,,,,-0.502944681313997,-0.337614392812217,-0.15558911195306,0.078236985647076,,,,,,,,,,,
0.00211138074545763,9.48729449886531e-06,8.25341427078914e-09,0.855470911873107,5.21483858583646,CPRT,-0.564736182105634,-0.444318388479443,,,,,0.566148875023663,0.534325484380447,,,,,,0.242411431581125,,,,,,,
0.000440686770673503,2.04454380913628e-05,0.145783454746627,0.810307678604689,3.70543615260641,CSCO,-0.0886397663615434,0.0421050350636883,-0.0160022416717429,,,,,,,,,0.821998785194161,,,,,,,,,
0.00148679224350295,1.6034434191789e-05,1.27773564291733e-10,0.792825109961645,5.73165640151777,CSX,-1.80951351392938,-0.813061222338253,,,,,1.70331610854699,0.579202246396415,-0.122319774098905,,,,,,0.162755891559733,,,,,,
0.00207857311231655,9.06744085337287e-06,0.0169355971317654,0.879052678211559,3.68196411242292,CTAS,-1.88833085627605,-0.939488481515801,,,,,1.83909794637504,0.807924870964946,-0.0776847056515812,,,,,0.190906722071806,,,,,,,
0.00105948341741825,5.63372484223116e-06,0.373513570700426,0.0832775597351447,4.85246537832861,CTSH,-0.755047789492904,0.0120262120514576,0.0168992124578647,-0.0577150969473628,,,0.698389678692573,,,,,,,,,,0.987476827618698,0.0832775256804972,,,
0.00130097494384402,6.88773646069257e-07,0.138203483110001,0.618537076294563,3.86288420297483,CTXS,-0.219950773213689,0.209877939479672,-0.568117983709915,-0.245007859482514,0.63217280746086,,0.222484823703196,-0.0937593056056935,0.638520694809964,0.244384975883712,-0.610662269490867,,,,,,0.995222459361294,0.0238695541977514,,,
0.000301639827889453,2.51852556480704e-05,0.12007395454036,0.813496185103588,5.12253924712096,CVS,,,,,,,-0.00108354636063302,0.00451903181918836,,,,,,,,,,,,,
-0.000378493845064842,6.01116143201108e-06,0.0467814566970726,0.879337889062914,3.97745219079803,CVX,-1.79001330658229,-0.980505681427115,,,,,1.72655140537482,0.858031164393624,-0.0696367631920931,,,,,0.145761166827104,,,,,,,
0.000435177025829091,1.01658349694552e-05,0.180660249763842,0.769055594722841,6.25428714103716,D,0.198795042771519,1.43619047623704,0.310919303626406,-0.95484547741431,,,-0.241775251547773,-1.4613960816557,-0.28174389975622,0.98782811288902,,0.789929722302506,1.831432955702e-08,,,,,,,,
0.000583680151835687,0.000381676851625701,0.544002458617499,0.184562091358409,3.23949072733093,DD,,,,,,,,,,,,,,,,,,,,,
0.00187307292122569,1.46252530574375e-05,0.121793109308491,0.850116215417927,4.73103423229409,DE,-1.60596873567675,-0.730086886585651,,,,,1.52832445789844,0.642650827039612,-0.00183624323925629,,,,,,,,,,,,
0.00113933964223788,1.09461533902692e-05,0.205681205724311,0.775232040177531,4.81831484092966,DGX,,,,,,,-0.0781941500337768,0.0208166387882375,,,,,,,,,,,,,
0.00154257426846156,1.32339325095867e-05,0.0391772245380679,0.87319254670012,6.62848039212863,DHI,-1.42777327127381,-1.00100952170125,,,,,1.34734955661184,0.891576155145434,-0.0746094084102318,,,,,0.13275711582842,,,,,,,
0.00183002121193583,3.19519295217318e-05,0.241395122584729,0.643464028625672,4.66554192744394,DHR,0.0720530762880392,1.18088941720722,0.00826919591491568,-0.784760992588493,,,-0.168727901585836,-1.17510443918216,0.0309017806876046,0.770199835677572,,,,,,,,,,,
0.000126456920913332,1.33297842252932e-05,0.04247996671122,0.856077071035468,3.42907422072146,DIS,-0.0911671248902063,,,,,,,,,,,,,0.200885778772395,,,,,,,
0.00150705248540459,1.27715891225203e-05,0.141878651747115,0.857121181383331,5.01401572122759,DISH,0.644251964692693,,,,,,-0.6907048588766,0.0538922184042743,0.0289108105549631,,,,,,,,,,,,
0.000620114620131245,3.45567758722437e-05,0.140071185147266,0.789440304986987,3.72059043657975,DLTR,-1.21903095750656,-0.942452046530409,,,,,1.20307673593516,0.957383798154807,,,,,,,,,,,,,
0.00122606541810383,8.75956276403215e-06,0.00367196893709365,0.859483666348273,6.08210260476906,DOV,-0.592906152524522,-0.000372719015918289,-0.0428541418433094,-0.070523412182262,0.0383249929437231,,0.595799055965701,,,,,,,0.233948525153083,,,,,,,
0.000812482147829194,1.03097478609678e-05,0.249925490905305,2.94391180114315e-07,21.4296872169831,DRE,0.408569176418155,-0.521404829245361,0.902207554209613,-0.0733528719218611,0.0465195865218498,-0.0707312481971975,-0.511039821910049,0.562173741028518,-1.03087956219977,,,0.789726682892936,0.692051588227944,,,,,,0.121416518802033,0.023137128122135,0.00867310153025093
0.000520364577135132,1.07861107873867e-05,0.0321983326541545,0.849539736902172,4.57960731370382,DRI,0.757938277560497,0.498989491952521,-0.735436713326406,-0.0188488203492597,,,-0.745064477782276,-0.561488373604019,0.757770059477261,,,,,0.234523510924222,,,,,,,
0.000843331721874545,4.1968851593311e-06,0.148197942197653,0.845282530684015,4.8511672859647,DTE,,,,,,,-0.0856735228843329,-0.0472442130868652,,,,,,,,,,,,,
0.00086449907468178,4.47212976986631e-06,0.160292145445547,0.831985781612853,4.66262054314418,DUK,-0.6066144251133,-0.039496332131999,-0.0272473880847512,-0.134767794600417,,,0.611888635235241,,,,,,,,,,,,,,
0.00191061366499513,4.64655951702262e-05,0.0757609436681063,0.724462643249363,4.06565649467021,DVA,,,,,,,,,,,,,,0.295867611668637,,,,,,,
-3.65930304725085e-05,3.77398569919777e-05,0.0851444395239934,0.89550419203872,5.38340186469744,DVN,,,,,,,,,,,,,,,,,,,,,
0.00147577037249412,5.07524463345386e-05,0.264565177488174,0.644360372394234,5.2518869132135,EA,-0.97277275629358,,,,,,0.865961813988539,-0.12346928541226,,,,,,,,,,,,,
0.00136240234855477,1.4505624170836e-05,0.168889715895661,0.810561281947638,4.64954732393919,EBAY,-0.654414229491335,,,,,,0.632626936323356,0.0393856916921712,,,,,,,,,,,,,
0.00148771211007235,1.27690458145443e-05,0.194231231396601,0.797579482905929,3.46189692671925,ECL,-1.62286836340282,-1.001377714375,,,,,1.60882833316954,0.999983328970485,,,,,,,,,,,,,
0.000421300288508478,5.01352968140179e-06,0.122107868297204,0.852412298832276,5.97607026064266,ED,-1.88170537292114,-0.973034103217156,,,,,1.82889268983723,0.838605609923073,-0.0606579716738308,0.0368519881381081,0.0180140699408275,0.848035045774306,,,,,,,,,
0.00188151038724041,1.48060050132585e-05,0.161346491812906,0.806147467993203,5.03606000906108,EFX,,,,,,,,,,,,,,,,,,,,,
0.00116039456667884,2.79616317905338e-05,0.143862635511402,0.796773848019439,5.14277538635591,EIX,,,,,,,,,,,,,,,,,,,,,
0.0020801823929917,7.48432616885174e-06,5.73644988522421e-09,0.895734954162706,3.96660708326012,EL,0.0592146363886895,-0.178558726269673,0.856303419812905,,,,-0.135723468861873,0.19041285179934,-0.893284906688072,,,,,0.161978651054735,,,,,,,
0.000840713412775596,2.35361915268104e-05,0.096526820274381,0.862592828972547,5.66710096686643,EMN,,,,,,,,,,,,,,,,,,,,,
0.00113432935946361,1.36280581994461e-05,0.179598926364235,0.807340535828468,5.07857797096651,EMR,,,,,,,-0.0809625227325075,,,,,,,,,,,,,,
-0.00101744415617686,3.6940334670304e-05,0.0735891546534001,0.893236930474523,4.6367880051597,EOG,,,,,,,,,,,,,,,,,,,,,
0.000448217223772069,4.79465179253879e-06,0.0560096366492141,0.826580122859379,7.64084540910189,EQR,-0.830901814145797,-0.920633237047318,,,,,0.823132725237667,0.969364690160757,,,,,,0.222680650492785,,,,,,,
0.00106448731308546,5.58981525338548e-06,0.0348167123323096,0.844399624515787,5.15694821948997,ES,-0.25628518645879,1.04498578303059,-0.349648026148116,-0.961767414615338,0.00956492703425779,,0.274496164773693,-1.08905986160491,0.362335383356079,1.0228531711724,,,,0.180659034772347,,,,,,,
0.000127533126056866,5.15122333101899e-06,0.0545730041473859,0.850991117752844,5.63813930437635,ESS,-0.513549916413112,,,,,,0.520660278719333,-0.0577540279677699,-0.00933956581671224,-0.0743396344669693,,0.824062978155622,,0.174540438172205,,,,,,,
0.00111013351631086,1.0608784341451e-05,0.0610613734180162,0.810102264487453,7.68440467113666,ETN,,,,,,,-0.0479649265092253,,,,,,,0.229129237007341,,,,,,,
0.000814742629011541,5.62262222973173e-06,0.0266433659465108,0.84592266534063,16.0179607694754,ETR,-1.13045385692272,-0.921799468638151,,,,,1.11834513122944,0.938268496961399,,,,,,0.205270162870995,,,,,,,
0.000796094916965617,4.20508954284905e-06,0.147934783193573,0.850474419330483,5.28937509403898,EXC,-0.211044621542913,0.0573471490633484,-0.0561662455447726,-0.125548036039678,,,0.127132154307729,,,,,,,,,,,,,,
0.000870174689347939,3.41896361911373e-05,0.21547852892642,0.653620459632181,5.27068984227674,EXPD,,,,,,,-0.0326260342955554,,,,,0.847858639269845,,,,,,,,,
0.00035937719395799,7.65245013808889e-06,0.0801206009475391,0.910532829800549,4.09933279415964,F,,,,,,,,,,,,,,,,,,,,,
0.00146334618156688,0.000251295412054065,0.411704254704768,3.35461667831445e-11,3.38647935742117,FAST,,,,,,,,,,,,,,,0.244535436861568,,,,,,
0.00252431116877593,4.52795573102209e-05,0.0087195942912517,0.883064825171232,4.71881461621283,FCX,-1.55980702209379,-0.613000099615953,,,,,1.5087706491527,0.559308543751754,0.00802294496819463,,,,,0.129508571031242,,,,,,,
0.00193781348199498,5.04046199725438e-05,0.11169375592131,0.823343515770668,3.80667640762479,FDX,,,,,,,-0.0173159615621573,-0.0205030144216952,,,,,,,,,,,,,
0.000895165562665092,1.54449831141095e-05,0.286418410899565,0.699848685620598,4.17758957077167,FE,-0.6775235257843,-0.89255765566862,,,,,0.672374924572183,0.923460319118558,,,,0.865420294132158,,,,,,,,,
-0.000470160604607924,2.3397954860757e-05,0.127492583552465,0.837199901674682,3.83950747397157,FFIV,,,,,,,,,,,,0.879165499610555,,,,,,,,,
0.000367086504292461,1.17547986792195e-05,0.026230379584472,0.819884821438851,6.94365752927271,FISV,-1.04536571012037,-0.354199956448414,-0.765808461708192,-0.817222051773858,-0.220999274543761,-0.167102682273319,0.966849119200864,0.201742557967385,0.744923386688382,0.761261956565962,,0.866758293499386,,0.284794050362663,,,,,,,
0.000461835530672046,1.49828088837029e-05,0.0319989776116737,0.824226785430209,9.2328178449119,FITB,-0.70057760093489,-4.72848864295771e-05,0.658392523781749,0.941035830652643,,,0.701009556368224,-0.00958582756136845,-0.674771358852816,-0.999730193716488,,,,0.256028248608034,,,,,,,
0.000960275867308812,1.1495825091364e-05,0.109103347660872,0.880741860357721,3.73182973683527,FLIR,,,,,,,,,,,,,,,,,,,,,
