mu,omega,alpha1,alpha2,beta1,beta2,gamma1,gamma2,shape,tick,skew,ar1,ar2,ma1,ma2,ar3,ma3,ar4,eta11,eta21,ma4,label
0.000328715519617565,2.5249894366979e-05,0.135496789999216,,0.6973845734649,,,,5.06379467490529,AON,,,,,,,,,,,,2015
0.00117521422276259,3.24232925744075e-06,6.98118564505313e-09,8.33183466184014e-09,0.956542655857633,,0.424474992986678,-0.356103860153019,3.83145034530584,AOS,,,,,,,,,,,,2015
-0.00207519655246158,1.24973669482792e-05,0.0472303511401351,,0.934765490285421,,,,7.40019804864615,APA,,,,,,,,,,,,2015
-0.0004122905922533,5.7250309947408e-06,0.0284471305151796,,0.93986918881384,,,,5.11639365003823,APD,,,,,,,,,,,,2015
-7.40198148943207e-05,4.92846234480165e-05,1.84320590076626e-12,,0.558145634740238,,0.369933107120342,,5.78019410301306,APH,,0.533653666149727,,-0.677302736882771,,,,,,,,2015
0.00126036750694639,1.31617733006227e-06,0.0359643861152787,,0.962461414705451,,,,3.96596487610027,APTV,,,,,,,,,,,,2015
0.000138712347059627,9.45718614852319e-06,0.0504674656067146,,0.887139205225848,,,,20.0958271951658,ARE,0.742492505822465,,,,,,,,,,,2015
0.000831819120135478,3.29043461102926e-07,0.00018213649476043,,0.997109646878728,,,,7.88639903668838,ATO,,,,,,,,,,,,2015
0.00238037266764516,1.59965328752963e-05,0.0319176860869304,,0.902198470592937,,,,4.50893089896717,ATVI,,0.656622108694042,-0.0847330803823552,-0.642469345472154,,,,,,,,2015
0.00146405217513661,3.20379506188388e-05,0.216792370783396,5.00304346011732e-10,0.59164774080404,,,,10.0269427629553,AVB,,,,,,,,,,,,2015
-0.0001957209436709,2.6971893306778e-06,1.03649642213022e-09,,0.998999951160395,,,,3.07048884257838,AVGO,,,,,,,,,,,,2015
0.00092392126603936,9.25841974496993e-05,0.159983438355053,,0.319422699778377,,,,9.72459278673218,AVY,,,,,,,,,,,,2015
0.00106732014739786,1.34005046860559e-07,8.44206095992141e-08,,0.998999797894904,,,,8.14080554858008,AWK,,,,,,,,,,,,2015
-0.00189504600102045,4.72958631334897e-06,1.84067874208475e-08,,0.998999937453191,,,,2.98664187191236,AXON,,,,,,,,,,,,2015
-0.00028620023356758,5.97347503543133e-06,0.0273278928573566,,0.934517301230624,,,,4.10055239517063,AXP,,,,,,,,,,,,2015
0.000925052759455603,2.78122663570113e-05,0.0731126121506434,,0.716984050344989,,,,5.19167532153074,AZO,,0.590033964169201,,-0.665097164580531,,,,,,,,2015
0.000866930192096671,0.000132471216977369,0.250935078498716,,3.22962188582224e-10,,,,8.28472285484875,BA,,,,0.0878631044882774,-0.137884056991441,,,,,,,2015
0.000368891599651653,2.05781942982355e-05,0.1221162013519,0.0202888096998868,0.771653565470394,,,,9.77780440269568,BAC,,0.703713751459764,-0.998568721848098,-0.756326411430978,0.954643287252639,0.0853738236528293,,-0.18298409743124,,,,2015
0.000355535347394846,1.95717380014266e-05,0.0760268874311646,,0.120378625353725,0.720808672860503,,,5.52955028646774,BALL,1.03362651611122,,,,,,,,,,,2015
-0.000196747851966194,3.28495263458871e-06,0.0472666186776259,,0.930398591793517,,,,7.5503935668086,BAX,,0.0920303316679863,-0.194166140699045,,,,,,,,,2015
0.000504530970171924,2.5614000816657e-07,1.48995333893079e-08,,0.998999936820596,,,,7.20209446525747,BBWI,,,,,,,,,,,,2015
-0.000965399215676632,7.96099469525652e-05,0.102278384061645,,0.705204337866626,,,,3.45330882296233,BBY,0.920022497554446,,,,,,,,,,,2015
0.000544041824721019,4.15857255966281e-06,0.0338483454931854,,0.932342007192215,,,,8.1107991712739,BDX,,,,,,,,,,,,2015
-0.000995899673981092,2.07911617701702e-05,0.137298949120607,,0.757493542296048,,,,6.10760488485811,BEN,,1.1071809587379,-0.845499742093375,-1.12354193746644,0.821716485140797,,,,,,,2015
-0.000178477907815745,6.66432524049103e-07,8.46852094113655e-10,,0.998999960382308,,,,2.97128803772176,BG,,,,,,,,,,,,2015
0.000300399521013177,3.09068081287135e-06,0.0154184869817302,,0.979523562578991,,,,2.93489379453726,BIIB,,,,,,,,,,,,2015
-0.00015618740780208,1.25950763788688e-05,0.0258465371210337,,0.333169653189241,0.394841763327404,0.498026542767382,,4.08719384003962,BIO,0.968875152556523,,,,,,,,,,,2015
0.000852045651462739,1.42632138091832e-05,0.225071264357281,,0.725347960933189,,,,5.32465059836614,BK,,-0.0252606892130294,-0.227766957108494,,,0.0202733937806341,,-0.0435689715060489,,,,2015
0.000394530722958094,2.98501526418061e-07,2.56562145000613e-09,,0.998999900588309,,,,3.81396913730326,BKNG,,,,,,,,,,,,2015
-0.000256405919294201,1.50562485043262e-05,0.114951566306893,,0.8123677543475,,,,8.78763064291144,BLK,,,,,,,,,,,,2015
0.000727404479629426,7.32595869687335e-05,0.220849796363733,,0.486959828817082,,,,6.19728381767674,BMY,,,,,,,,,,,,2015
0.000561265365201565,1.53286054531578e-07,3.60544253241416e-09,,0.99899996658122,,,,4.88838329136113,BR,,,,,,,,,,,,2015
-0.000414971769941128,2.67668353398723e-05,0.23213808585451,,0.11754423836769,0.409070778595541,,,9.52689646125102,BRK.B,,,,-0.1819909000595,-0.176207996480951,,,,,,,2015
0.000430148492429887,2.06061188139631e-05,0.237463624450757,,0.568508977647213,,,,5.46081784465047,BRO,,,,,,,,,,,,2015
0.000870514883265603,1.04655544218203e-06,1.63735932069733e-06,,0.00909121872914354,0.987114294568316,,,3.94933843917799,BSX,,0.12450347306305,-0.482218322303649,-0.225203764523761,0.481897602774725,0.698504767329289,-0.810429850072422,0.019148106242745,,,,2015
-0.000527174119096794,2.85343107672708e-06,0.0450957472306148,,0.946937340441848,,,,4.5165509027445,BWA,,,,,,,,,,,,2015
0.00102653806310519,4.09557186339941e-06,0.104995841939206,,0.88802257778707,,,,14.3025678755347,BX,,1.05466391860052,-0.842467230271209,-0.976995664928753,0.740533904538806,,,,,,,2015
0.000286022400154224,3.7076814996332e-05,0.105402346691216,,0.6611289808402,,,,9.29405794821409,BXP,,0.620946303187321,,-0.679735314729866,,,,,,,,2015
0.000568911001408277,2.87390695498112e-05,0.0979248869942038,0.0169315550296341,0.755285033777853,,,,6.27715853451081,C,,-0.0739458849228002,-0.156672587567553,,,0.0333407864986082,,-0.0841994010296574,,,,2015
0.000462183984644959,5.13418592188249e-07,0.0122876667748681,,0.986711808199807,,,,3.05542913591119,CAG,,,,,,,,,,,,2015
0.000555575114957662,6.49628332872352e-06,0.0258353633033589,,0.933524244503419,,,,6.01436385519533,CAH,,,,,,,,,,,,2015
-0.000690102340983124,6.76608987327694e-06,0.0355088593362198,,0.938664699409378,,,,4.58878291419353,CAT,,0.451439166669528,-0.920862750669881,-0.481308004813303,0.990376495960343,,,,,,,2015
0.000392619591395602,2.70259519001843e-05,0.182298845870705,,0.584658711801121,,,,28.1816618096995,CB,,,,,,,,,,,,2015
0.000444646810642464,2.6785339561972e-05,0.103160226570335,,2.75802120432387e-14,0.693288266667959,,,11.5475934614326,CBOE,,0.844601388232487,-0.159131125665068,-0.741486145674135,,,,,,,,2015
0.000203547001428593,7.73844693226944e-07,1.9306117587055e-08,,0.998999978946359,,,,3.46645960925015,CBRE,,,,,,,,,,,,2015
9.77073283546553e-05,3.28027034206022e-05,0.0456280112251344,,0.587992914886565,,0.166134320442667,,6.92918715733833,CCI,,,,,,,,,,,,2015
0.0011464882588801,6.7852597542231e-07,3.71124441421918e-11,,0.998999970342158,,,,4.12142145596408,CCL,1.12687357479048,,,,,,,,,,,2015
0.000558554260982767,9.11193415438101e-06,0.0171344367985663,,0.938171947833707,,,,3.74668378979364,CDNS,,,,,,,,,,,,2015
0.00062115279309605,2.34827619175161e-06,0.0138755045506008,,0.976668513047635,,,,4.29884469199368,CDW,,,,,,,,,,,,2015
0.000964238315935692,1.12489958997698e-06,1.27174189787129e-09,,0.998999946490757,,,,2.8657948399142,CE,,,,,,,,,,,,2015
0.000166007774709341,5.420386899651e-06,0.0546568747365908,,0.937713474068678,,,,5.54043473481143,CF,,,,,,,,,,,,2015
0.000965805446751641,6.06163579275614e-06,0.042218714784614,,0.930689761346033,,,,5.85070853484384,CFG,,,,,,,,,,,,2015
0.000474629950761696,1.86834689787539e-05,0.110824552111839,0.065997419409913,0.437185719928559,0.181661205193807,,,99.9999538931749,CHD,,,,,,,,,,,,2015
-0.000187503085886187,3.433288314103e-07,1.67683397217916e-09,,0.998999916444013,,,,3.69548651112351,CHRW,,0.752238244950467,0.0199144644792588,-0.830602511965984,,,,,,,,2015
0.000336333845304232,2.04644116661574e-07,6.78851752294809e-09,,0.998999830284588,,,,4.88437200406069,CHTR,,0.682315272421725,-0.102287189517159,-0.730506421885989,,,,,,,,2015
0.00181417497090711,5.7706304778051e-06,0.0106144587473846,,0.971018458737515,,,,3.37531261747174,CI,,,,,,,,,,,,2015
0.000930707317182706,3.5277398834703e-05,0.240095795429012,,0.485828504907527,,,,8.16048821316199,CINF,,,,,,,,,,,,2015
0.000286849228254681,6.46328331292207e-05,0.359550598395386,,0.23209087274763,,,,3.73248335529204,CL,,,,,,,,,,,,2015
0.000785836562596351,9.84258985225635e-06,0.0880313537066621,,0.812973364930232,,,,6.19277137235341,CLX,,,,,,,,,,,,2015
0.000709884629836186,3.07426446044438e-05,0.154673230583362,,0.74883592800397,,,,6.41299229264832,CMA,,-0.140895108973817,-0.198919929937467,,,-0.0379670959420102,,,,,,2015
0.000433733798091385,7.63232311215712e-06,0.0460242424525855,,0.90650192133892,,,,11.6135912462212,CMCSA,,0.617163941549319,-0.16509783074883,-0.532684254348035,,,,,,,,2015
0.000529628477624445,1.36854160494532e-05,0.105557574667467,,0.831570238655406,,,,5.84329004217821,CME,,,,,,,,,,,,2015
-0.00088060991983623,9.21728315538326e-07,0.421460728370927,,0.0505171803950517,,,,2.68295593943314,CMG,,,,,,,,,0.998250238717046,1.61093076240544e-05,,2015
-0.00108900482679422,4.94443734525961e-06,0.0473364636028907,,0.930644597357387,,,,4.26229537077081,CMI,,0.840003600034057,-0.0619568825248451,-0.843507083148535,,-0.0105125529173044,,,,,,2015
0.00081721152780806,8.87008498326831e-08,1.99475839348317e-08,,0.998999968543044,,,,6.56395164405078,CMS,,,,,,,,,,,,2015
0.00231708013092752,0.000326454196091303,5.00393874857565e-19,,0.0865312130644394,,0.999993746839255,,3.4439157003187,CNC,0.993000661859434,,,,,,,,,,,2015
-0.000502108529745863,3.85696761433458e-07,8.75110175448383e-05,,0.998049612795836,,,,6.30931964509438,CNP,,-0.160543273368633,-0.0388415725023152,,,-0.0355655690960777,,,,,,2015
0.000688052857017819,3.1286974028555e-11,0.0188051787970575,,0.979825273588278,,,,3.54969213929881,COF,,,,,,,,,,,,2015
-0.000144161191003175,1.87078800622883e-06,0.00130715428532981,6.83803509958014e-05,0.113699316618757,0.842810117530361,0.170158764783382,-0.0882368488003048,4.1876013260022,COO,,,,,,,,,,,,2015
-0.00163622136820638,5.01189747358503e-06,0.115793231533904,,0.877118701529383,,,,18.7980749998778,COP,,0.782966781862935,-1.02655844519303,-0.781280026541094,1.02664354314768,,,,,,,2015
0.0013595210061015,3.91110911470214e-06,0.0292748377448885,,0.93866844810716,,,,3.90394181599474,COR,,,,,,,,,,,,2015
0.00047435842026378,1.94875274385629e-07,9.70098924217745e-08,,0.998999838627834,,,,4.05256170900518,COST,,,,,,,,,,,,2015
0.000559660162239939,4.49811349768434e-06,0.0468213933656041,,0.913879024899287,,,,6.90707317893806,CPB,,,,,,,,,,,,2015
0.000187668132278529,1.811418930492e-05,6.1077791694985e-10,,0.77512090375252,,0.129749301231084,,5.71109739638763,CPRT,,,,,,,,,,,,2015
0.00106432779613564,3.39278785270826e-05,0.153448263149173,,5.68077570377728e-13,0.601583106321773,,,8.021773074935,CPT,,-1.19401420528917,-0.767755690015987,1.06342229756118,0.604767866599384,,,,,,,2015
0.0016884837779157,6.82586941547124e-05,0.297120561350084,,0.538149419971929,,,,4.26903645884905,CRL,,,,,,,,,,,,2015
0.00113049562201371,3.97845025711344e-14,5.64160469186227e-05,,0.998538491446873,,,,4.14835338000981,CRM,,0.728036169392106,,-0.891853613806324,,,,,,,,2015
4.67623327559087e-05,7.38550394227166e-05,0.23875762555208,,0.42078143084893,,,,5.20839891843478,CSCO,,,,,,,,,,,,2015
0.00040753450703802,6.41688321431534e-05,1.5069215570006e-16,,0.663915734510548,,0.180701307270395,,8.5529675007739,CSGP,,,,,,,,,,,,2015
-0.00128064773551985,3.07683697785377e-05,0.0974810431895757,,0.797929321916002,,,,33.5194967908739,CSX,,,,,,,,,,,,2015
0.00035177045491602,1.64900258127256e-05,0.0770239906320648,,0.647585795650669,,0.314280313395008,,29.899942498887,CTAS,0.828805140866476,-1.26554348676771,-0.781295574047413,1.14207123418019,0.641404843464765,,,,,,,2015
1.9077056633391e-05,0.000212589414511983,0.224995150736235,,0.288476073847745,,,,4.34782212184786,CTLT,,-0.772361051459812,-0.0880958958034289,0.787690596644267,,-0.011871907049389,,,,,,2015
-0.00127369547809365,4.16123648516643e-06,0.0583911470527508,0.0317478991233473,0.908860910056243,,,,5.11417093150275,CTRA,,,,,,,,,,,,2015
0.000373066227922612,5.91081791307576e-07,4.79094198187149e-08,,0.998999936068902,,,,4.22081428310991,CTSH,,,,,,,,,,,,2015
0.000418300551890922,9.2161643928022e-07,0.0451105734218548,,0.953888898643431,,,,8.36764994151473,CVS,,,,,,,,,,,,2015
-0.00148751052055978,8.12663795521142e-06,0.181207550608532,,0.800994467396756,,,,17.1539566150479,CVX,,0.0836758447857044,-0.0900590990555799,,,,,,,,,2015
0.00216719988311879,7.79778741345657e-07,1.78522556793037e-11,,0.998999762617403,,,,5.79939052888192,CZR,,-0.615154874136773,0.0301767753270035,0.561947846162481,,,,,,,,2015
0.000144036292456962,1.00433944152727e-05,0.0557923183372487,,0.859156537429541,,,,7.13477083993407,D,,,,,,,,,,,,2015
0.000162730325136472,2.0538733697283e-07,3.37225929716787e-08,,0.998999803414145,,,,13.4995585287505,DAL,,,,,,,,,,,,2015
5.50799764599817e-05,8.77590716035193e-07,7.62342685737466e-09,,0.998999970097078,,,,2.74964857719956,DD,,-0.796798761083851,,0.835310123398527,,,,,,,,2015
-0.00055231293797,1.15671796241975e-06,0.0261176910349238,,0.97288206256411,,,,3.7884198411652,DE,,,,,,,,,,,,2015
-0.000277889808983929,9.63528613590145e-06,0.026910832957923,,0.916975497640161,,,,7.21715207986464,DFS,,,,0.0775387343719999,-0.179776775826003,,,,,,,2015
0.000810973999005847,1.89054430704369e-05,0.123274805592021,,0.790942849808944,,,,4.08403963930355,DG,,,,,,,,,,,,2015
0.000513369772651986,9.57760340855891e-05,0.134983814288655,,0.433453356450364,,,,4.77661307044843,DGX,,-0.058413327324181,-0.12645074979867,,,,,,,,,2015
0.00139547484952152,4.10257600368544e-05,0.155481532676425,,0.741028869637143,,,,8.43022422220646,DHI,,,,,,,,,,,,2015
0.000193846686219337,3.00000029385066e-05,0.141783797254447,,0.624503142335511,,,,7.36782513261729,DHR,,,,,,,,,,,,2015
0.00141433422049365,8.01093805874302e-06,0.0689779336831176,,0.891768886509667,,,,3.5344252144342,DIS,,,,,,,,,,,,2015
0.00121230906275733,2.74932558267413e-05,0.105208292182469,,0.721543001685059,,,,7.72157632356453,DLR,,,,,,,,,,,,2015
0.000809206954222492,1.18730350849387e-05,0.0736459600634884,,0.887279166317874,,,,4.44772075926806,DLTR,,,,,,,,,,,,2015
-0.000814406153768659,3.63169751621484e-05,0.154453887450815,,0.702413776323482,,,,10.1122604629563,DOV,,0.957191542884728,-0.792900891163825,-1.06456840692192,0.953584168328342,,-0.186913389391203,,,,,2015
0.000883734345133894,0.000180519946953488,0.301889872240472,,7.27289077760221e-12,,,,3.51435561087903,DPZ,,0.299215998810669,-0.48695080468453,-0.492467755188922,0.508736086367413,0.655892277238184,-0.764078665831152,-0.0702387811016291,,,,2015
0.000955071653647575,2.90412227695997e-07,4.22124251195929e-09,,0.998999958454737,,,,5.00813231046403,DRI,,,,,,,,,,,,2015
0.000517716556188944,1.31038759008647e-07,8.58306008256671e-06,,0.998983215091698,,,,6.27538749787906,DTE,,,,,,,,,,,,2015
0.000392991234918247,1.1698521592152e-05,0.0418272872929881,,0.883113524791176,,,,4.81967565588217,DUK,,,,,,,,,,,,2015
6.68214403292626e-05,7.35987181626165e-07,4.65029240092439e-06,6.83422521906297e-06,0.968577552288493,,0.427362413621514,-0.387750446682506,8.67280557546457,DVA,,,,,,,,,,,,2015
-0.00191883513938896,4.92648502687591e-06,0.0772001830465921,,0.921799817009169,,,,26.775000137409,DVN,,,,0.0116799376883064,,,,,,,,2015
0.00128573633621482,0.000349715900464732,2.56292520447165e-10,,0.106203211738988,,0.982665734659291,,3.77583305352207,DXCM,,,,-0.120852442553693,,,,,,,,2015
0.00118654537074877,7.89286124428995e-07,5.96655166769804e-10,,0.998999950380465,,,,4.17032488629424,EA,,0.738461288848663,-0.843652780686307,-0.688569794529446,0.751277505649778,,,,,,,2015
0.000285862507147859,4.30065060596385e-07,3.71130788536393e-10,,0.998999775037635,,,,3.1542517116439,EBAY,,,,,,,,,,,,2015
0.000556205750357403,5.67383272879047e-06,0.0691154838853221,,0.894114532543308,,,,6.89981518390225,ECL,,,,,,,,,,,,2015
0.000941125553951805,9.69898513163944e-06,0.0415433853868742,,0.89502550224044,,,,5.34784337148874,ED,,,,,,,,,,,,2015
0.000727421628035514,2.05583686541348e-06,3.61456269861469e-09,,0.998999991043083,,,,2.40456269511596,EFX,,,,,,,,,,,,2015
0.000547767349625865,3.74731015780379e-08,3.33308059099109e-06,1.06679918523503e-06,0.998994301008342,,,,8.17657799219938,EG,,,,,,,,,,,,2015
0.000200778381365299,1.49747450894359e-07,2.44407447227677e-08,,0.998999956669154,,,,6.13062578069603,EIX,,,,,,,,,,,,2015
0.000463749838242956,4.44001504196101e-05,0.15933178235603,,0.622484938517307,,,,4.72467840589236,EL,,,,,,,,,,,,2015
0.000709291518865951,3.57183407679093e-07,5.37326908765358e-10,,0.99899998257889,,,,7.69627787339385,ELV,,,,,,,,,,,,2015
-0.000282394483957822,7.45181476476451e-06,0.0412518374694104,,0.930634445070387,,,,10.1121992733338,EMN,,,,,,,,,,,,2015
-0.00096510607656324,6.77935286994932e-06,0.0646752555279865,,0.900244331720866,,,,12.3214307363368,EMR,,-0.93403938020585,,1.00000000266544,,,,,,,,2015
-0.00448365611910741,2.68100117617569e-05,0.0307432541934601,,0.968256551750407,,,,2.9345912052622,ENPH,,,,,,,,,,,,2015
-0.00108530806453245,9.62734427020058e-06,0.0646176875629686,,0.914279721613278,,,,8.05553501215144,EOG,,0.10103131559505,-0.00514628092892214,-0.17644871882057,,,,,,,,2015
0.00169099813465571,9.38922751143204e-08,1.34983072038034e-09,,0.998999911050841,,,,4.47589669756574,EPAM,,-0.246529234728336,0.292729627328134,0.257835130833088,-0.487892220852561,,,,,,,2015
0.00164968607752102,3.06366834482753e-05,0.0776742936194225,,0.777252517136512,,,,7.10927167309809,EQIX,,,,,,,,,,,,2015
0.000608727646028975,3.25870459857852e-05,0.213435876973633,,0.597097744457337,,,,16.8352705235283,EQR,,0.959632654207372,,-0.999999989848727,,,,,,,,2015
-0.0014327865167379,6.3056772424012e-06,0.0357473932936625,,0.949286830342127,,,,5.18024712146138,EQT,,0.879519144776312,-1.00734980242567,-0.892539903862721,1.01397009929111,0.038825263031083,,,,,,2015
0.000119915402098113,1.75195270009242e-05,0.0734530989469651,,0.823073907484778,,,,6.88312457567639,ES,0.734192824940683,,,,,,,,,,,2015
0.000731570246321251,2.45551340367598e-05,0.206300936538961,0.194235198012655,0.486867358187402,,,,69.972151367032,ESS,,0.958845144312576,,-0.999999989763284,,,,,,,,2015
-0.000976624126087676,6.70254798577323e-06,0.0707259414390377,,0.900454607474636,,,,7.74783866558693,ETN,,,,,,,,,,,,2015
-9.45288000657827e-05,2.48073705129658e-07,9.24174774546866e-09,,0.998999982242784,,,,5.579364845142,ETR,,,,,,,,,,,,2015
0.00101235194668699,1.00721005656675e-06,1.47055741434273e-08,1.35425959051148e-08,0.998999814072667,,,,3.15850425564088,EW,,,,,,,,,,,,2015
-0.000479539009151215,6.9582645612347e-06,0.0223933417857783,,0.949385802333676,,,,6.24596823058372,EXC,,,,,,,,,,,,2015
0.000193386804596288,5.92731328472247e-05,0.102722418205021,,0.53071317976458,,,,6.26791269262451,EXPD,,1.10870655170732,-0.954028609436679,-1.20626763557635,1.01118172896199,,-0.0836497299849718,,,,,2015
0.00126513009977329,5.79840444209953e-07,0.0234087333070582,0.0256402578772908,0.398689642496928,0.529921774413916,-0.0407001625074906,0.0557605534071159,3.85420074656795,EXPE,1.00820585899437,0.327738323079519,0.465819097453726,-0.357421687677167,-0.578458682640792,,,,,,,2015
0.00202690854969241,2.81656637908575e-05,0.0625867271739306,,0.760587630543505,,,,14.0661706970121,EXR,,,,,,,,,,,,2015
8.49649710496303e-05,1.00126590895677e-05,0.0788092341508332,,0.268089887426328,0.594700292905671,,,9.00273657199403,F,,0.979525153197146,-0.02664474321338,-0.940166021337749,-0.0932284711725758,,,,,,,2015
0.000433508159387502,4.32793546887169e-05,0.0891431180907604,,0.840567632759578,,,,98.8942646914305,FANG,,,,,,,,,,,,2015
-0.000385511562037473,3.49205029410762e-06,6.95231136013905e-09,,0.999999989441126,,-0.0267998333018755,,5.39538003521457,FAST,,,,,,,,,,,,2015
-0.00550369844047185,0.000461860505919565,0.410146889935826,1.65706713125637e-11,0.406412805638735,,,,5.8667911177951,FCX,,,,,,,,,,,,2015
0.00118680902952381,1.7515675505569e-05,0.0728482426821498,,0.801847325135182,,,,5.19099549311784,FDS,,,,,,,,,,,,2015
-0.000115965954917101,1.19453481508368e-05,0.0833036364939072,,0.845592469858578,,,,18.0211141560516,FDX,,,,,,,,,,,,2015
-0.000534634951647888,1.58698256265089e-07,4.73555105891007e-09,,0.998999963906709,,,,22.5951871398411,FE,,,,,,,,,,,,2015
0.000314570840688287,7.87257497382302e-06,0.0155122420091759,,0.959148017860696,,,,3.11045849278163,FFIV,,,,,,,,,,,,2015
