mu,omega,alpha1,beta1,shape,tick,beta2,ar1,ar2,ma1,ma2,alpha2,gamma1,gamma2,skew,eta11,eta21,ma3,ar3,ar4,label
0.00069818163171025,6.35609154044362e-08,1.29822621422438e-08,0.998999967554734,13.4274314443878,ATO,,0.0386192665613878,-0.172707374691632,,,,,,,,,,,,2004
0.00202421921337338,5.72742878372293e-07,5.76604150094223e-09,0.99899975120385,4.57310668191899,ATVI,,,,,,,,,,,,,,,2004
0.00233171505809094,1.53205049203805e-05,0.0827301088252256,0.792995514448427,10.8992771364658,AVB,,0.680790905433164,,-0.802025236933209,,,,,,,,,,,2004
0.000665098710477822,2.84631363930529e-06,7.38289847839306e-07,0.976850911378838,4.47175950050528,AVY,,,,,,,,,,,,,,,2004
0.00149651101812712,0.00348675799382416,0.7193027341489,9.78648605826845e-09,2.47080790769441,AXON,,,,,,0.279697128912559,,,,,,,,,2004
0.000605040687713599,8.70041724960701e-13,0.00272098605017236,0.995942391164449,19.5882706477788,AXP,,-0.825420745048856,,0.930362266983963,,,,,,,,,,,2004
0.000592251355820711,1.80661594228379e-08,5.46712086513777e-08,0.998999933660289,4.62627791787548,AZO,,,,,,,,,,,,,,,2004
0.000859409257980835,8.63451542034072e-14,0.0053003813754354,0.000261151888526807,59.9987649649245,BA,0.993438130477557,,,,,1.26012398874847e-08,,,1.05326117718566,,,,,,2004
0.00090181415016914,4.76640042651169e-07,0.00143989715837679,0.354304919903162,14.8549681654051,BAC,0.662022243890876,0.826522000038279,0.0926068186617131,-0.998385028527309,,0.00119176411275809,0.0523542141467533,-0.093143604433711,,,,,,,2004
0.00178400114249917,1.49808908294639e-06,0.000121148712654774,0.99155926222251,5.53186178042323,BALL,,-0.101438818889402,,,,,,,,,,,,,2004
0.000684955393078098,5.67906214928739e-12,0.00330537369119733,0.994820587660832,6.44047647476802,BAX,,0.125999476266129,,,,,,,,,,,,,2004
0.00146709996547535,0.000143482801229378,1.05352314523391e-07,6.90964848507915e-07,99.9997062715403,BBWI,,,,,,0.190017377999316,,,,,,,,,2004
-7.81375634911219e-06,1.04231261411968e-07,1.45190065888637e-09,0.998999990816095,9.25965319888324,BBY,,,,,,,,,,,,,,,2004
0.00136490195446368,9.64786480732977e-08,1.76185988027257e-09,0.998999996910791,11.187866583568,BDX,,,,-0.0819884149484361,,,,,,,,,,,2004
0.000651996012129685,2.33870395862906e-16,0.000197814823160589,0.551481393221731,29.6217051530466,BEN,0.47786115355393,,,0.115687032918975,,0.000242673283134844,0.149129776275461,-0.21083954033793,,,,,,,2004
0.00141218107523689,3.33126063902327e-06,1.07652893705473e-09,0.953830071446,4.74499347781622,BG,,,,,,,0.0823970962847657,,,,,,,,2004
0.00106511805215855,1.16227071256135e-05,0.0157675439233897,2.12320328722123e-11,7.28241182756746,BIIB,0.950781876751425,,,0.0509308436443562,-0.11057964671769,,,,,,,,,,2004
-0.000259222109531351,2.84238163258831e-07,2.41222053456685e-10,0.998999947237888,5.16808727860927,BIO,,,,,,,,,,,,,,,2004
0.000439800328509855,9.8204932521071e-15,0.0115803143745423,0.985910591462083,8.30654483380761,BK,,-0.0115058620690577,-0.0425813538882622,,,,,,,,,,-0.0943730857823828,-0.060702277242224,2004
-0.000646932235795587,1.45009404204183e-12,0.0170096695561373,0.976818202666692,4.34732239030918,BKNG,,,,,,4.81152402092173e-05,,,,,,,,,2004
0.00127970773341089,3.00986723752349e-12,1.46648243077354e-05,0.998879550655245,5.64965364952325,BLK,,-0.0586929566468667,-0.00084945819758225,,,,,,,,,,,,2004
-5.6280955588736e-05,3.46424634759715e-08,2.26754378683838e-11,0.998999998738016,8.68934297379406,BMY,,0.0184328819882315,,,,,,,,,,,,,2004
0.000425486000222884,5.03453903184013e-08,1.3318117270634e-06,0.998997968876719,4.84069526229817,BRK.B,,,,,,,,,,,,,,,2004
0.00182755544324672,4.4480497056935e-07,0.00944217387696491,0.611123146814619,6.36816271094101,BRO,0.383322075611558,,,,,0.0068061332918242,-0.0576158847891175,0.0321198789698371,,,,,,,2004
-0.000963952423098629,9.10043633234546e-05,0.155091764245093,0.666551195473033,4.20682934366889,BSX,,,,,,,,,,,,,,,2004
0.000812901550622004,2.7760221835763e-05,0.0123502263910253,0.827581061970603,22.3420442720775,BWA,,-0.0533065425702392,0.52278715724368,0.238118684132426,-0.414364671340651,,0.0992310627918119,,,,,,-0.158528475542996,,2004
0.00207577748271445,4.38037088077319e-05,0.174838461404463,0.574194345817792,4.89262211413572,BXP,,,,,,,,,,,,,,,2004
0.0001171662426848,8.69626492468818e-08,2.31407055970357e-07,0.998999505411631,24.3870121688315,C,,,,,,,,,,,,,,,2004
0.000704673149868387,9.41843759239969e-06,0.0856366731329579,0.768137845073135,7.43900163911982,CAG,,0.0647892120356371,0.113077511019648,,,,,,,,,,,,2004
0.000315997240892799,5.1363614419527e-06,0.00124139235395726,0.997758603995006,2.17842604702533,CAH,,,,,,,,,,,,,,,2004
0.00119251214652775,1.66125465170777e-13,0.00139397829495517,0.997035726531557,10.0307841951644,CAT,,,,,,,,,,,,,,,2004
0.00038496544359085,7.9919859353139e-10,9.12770498561693e-06,0.998979445246208,3.98138700185041,CB,,,,,,,,,,,,,,,2004
0.00155643847910542,1.01259562686403e-12,0.0544681740295968,0.943905446701141,3.59660495672034,CCI,,1.10716599785957,-0.157874097751107,-0.998169346161096,,,,,,,,,,,2004
0.00173376150533681,1.55744298798003e-07,0.146905955151929,0.411020023260956,5.26473960921313,CCL,,,,0.153151738078457,,,,,,0.999004107484536,0.00781675787069874,,,,2004
-0.000670086478150435,4.81869122532918e-07,0.0822394194272716,0.543240950053853,4.92316967196292,CDNS,,,,,,,,,,0.998522052925589,0.000587066259643728,,,,2004
0.000862104779151276,2.87680246029755e-06,5.79277136890611e-09,0.986752932529877,3.35028940865434,CHD,,,,,,,,,,,,,,,2004
0.00129525541386749,3.04371783160252e-07,0.16918375977053,0.228729779112866,9.49843675171771,CHRW,,,,,,,,,,0.99859813151006,0.00141062546995659,,,,2004
0.00104804752723527,6.63451590484209e-07,8.01843087237095e-08,0.998999843305962,2.72201958454648,CI,,,,0.0652436243784256,0.053605171221323,,,,,,,,,,2004
0.000650581024791261,6.10318289115868e-13,6.2846445191448e-05,0.998617783463869,5.95929240335112,CINF,,,,,,,,,,,,,,,2004
-7.51416187260236e-05,2.15658935202222e-07,0.00762515331068961,0.991374810328573,2.72138458204068,CL,,,,,,,,,,,,,,,2004
0.000836164242020259,8.55160609163257e-08,1.32173042250234e-09,0.998999923586952,5.24447913194264,CLX,,-0.0494440564474826,,,,,,,,,,,,,2004
0.000137800230623118,5.09635758021136e-05,7.10566431447205e-19,0.496244996868114,5.38869047480282,CMA,,,,,,,0.261045685707845,,,,,,,,2004
9.5004909172247e-05,0.000237030240378787,0.19767633668625,0.0157053325894791,3.41377804390245,CMCSA,,,,-0.0348063179294398,,,,,,,,,,,2004
0.00401402130178941,0.000127745304990141,1.7980947252278e-20,0.603078144500514,7.88833024825728,CME,,0.0318019565861745,-0.0112989499119931,,,,0.206704003388758,,,,,,0.0185973689680448,,2004
0.00200882292532782,4.20214967791062e-12,0.0113631401911828,0.985865713541346,7.75305432050902,CMI,,0.117467385484173,-0.073192779696213,,,,,,,,,,,,2004
0.00107182466030778,1.06781159780179e-05,1.58171998014302e-07,0.920199838721827,7.93215713968697,CMS,,,,,,0.0312430124147248,,,,,,,,,2004
0.00129435923019966,2.42035120136124e-07,3.29001858185935e-10,0.998999880130985,4.97991189772584,CNC,,-0.0823257566629799,,,,,,,,,,,,,2004
0.000940711869231088,7.17922341512803e-06,0.0218743461255441,0.944701295275822,15.7912294791122,CNP,,,,,,,,,1.05444605750418,,,,,,2004
0.00111317483484694,5.03474818239363e-12,0.0186430898206267,0.977733257747295,9.50505983287746,COF,,,,,,,,,,,,,,,2004
0.000928765624248245,3.89418325374218e-08,3.95940833609975e-10,0.998999990708423,4.81381315884918,COO,,,,,,,,,,,,,,,2004
0.00158804742456036,2.27678495244618e-07,0.0336314017379011,0.37620402360235,16.4890929787189,COP,0.656141214427971,0.000698984205260192,-0.149106274655379,,,,-0.135712551392099,,,,,,,,2004
0.000213719513025513,4.16304431378306e-07,1.15648699643804e-06,0.99899581601757,3.12337967254434,COR,,-0.378397615565481,,0.371242619374475,,,,,,,,,,,2004
0.00118146821163731,8.28780485788076e-08,7.4098876248223e-11,0.998999992104225,33.1732144151208,COST,,1.23084557620353,-0.94308538653234,-1.31281581418289,0.978686106951849,,,,,,,,,,2004
0.000327153346189065,4.48686764639664e-08,8.94473495141942e-12,0.998999978946675,4.48884994458821,CPB,,,,-0.175995067619718,,,,,,,,,,,2004
0.000471079449304047,7.15411593320478e-13,5.69769718558458e-06,0.998757431947799,3.84690752476777,CPRT,,,,,,,,,,,,,,,2004
0.00130592316045779,3.2374412307201e-05,1.65083523394174e-08,0.6261449202935,5.72914792633379,CPT,,,,,,0.147592594700707,,,,,,,,,2004
0.00115345213651962,2.54744524386122e-11,1.85681831474227e-05,0.998927804126442,4.23750957252766,CRL,,,,,,,,,,,,,,,2004
-0.000138897712684877,1.13616162258097e-12,7.22759682990692e-05,0.998548627215331,7.04638072859619,CSCO,,,,,,,,,,,,,,,2004
0.000446223456637502,1.89908765241947e-06,0.0179030988843622,4.4654886903889e-08,4.01077930129505,CSGP,0.981096256664131,,,,,,,,,,,,,,2004
0.000973327350300645,4.6461195074252e-05,0.135492031122683,0.621383394705977,9.87257898034238,CSX,,,,-0.136335854766606,,1.27677324364756e-15,,,1.18219545357854,,,,,,2004
-0.000880445337194059,3.30445337469494e-08,5.61489999605385e-10,0.998999998071444,4.89539283440479,CTAS,,,,,,,,,,,,,,,2004
0.00101661888347284,8.97305021499609e-07,0.0173196481696299,0.485771875490081,7.6208145591515,CTRA,0.488407845367873,,,,,0.0118105979071883,0.159959819788381,-0.17001452199655,,,,,,,2004
0.00114210851646996,0.000391850077305138,0.042482286576573,0.0685084665868455,14.7766114717379,CTSH,,0.0125016520951324,-0.0609573130676785,,,,0.321197347501459,,,,,,,,2004
-2.20694387919209e-05,6.20196669213966e-12,2.08479112334508e-05,0.998919334805413,5.14847680691264,CVS,,,,-0.11972251224507,,,,,,,,,,,2004
0.00101208407153474,2.06955041563585e-08,0.0663910103594287,0.727138914975661,28.8543268035891,CVX,,,,,,0.0153022513922505,,,,0.999815002382295,0.00356266400865741,,,,2004
0.000392862738210083,4.16417988599719e-08,1.49594383743919e-06,0.998996933126909,15.603563852259,D,,,,,,,,,,,,,,,2004
0.000530229040087506,2.51749287339182e-05,3.85994713955973e-18,0.58028058772102,32.9222992639335,DD,,,,,,,0.347955774298875,,,,,,,,2004
0.000504503730893628,3.98771106919866e-11,0.0156940121069359,2.37617589924668e-05,6.78906146365352,DE,0.982330883783326,,,,,,,,,,,,,,2004
0.00112249217081081,1.01270731029607e-11,0.0115632481708032,0.296028142620693,6.72029210680048,DGX,0.689614776397531,,,,,,,,,,,,,,2004
0.00115420412370945,4.90221627625614e-07,1.31469980989554e-09,0.998999922998108,8.34624434333645,DHI,,-1.01725979510778,-1.01409977629603,0.998553865928321,0.95075150547177,4.24442433369315e-13,,,0.883824735055102,,,,-0.068194945745055,,2004
0.000873703158110993,4.84467169124181e-12,9.07021933607963e-05,0.998869739326304,9.77881159928288,DHR,,0.702429380629166,,-0.827327786835662,,,,,,,,,,,2004
0.000482829811874828,1.61906549427766e-12,0.00446954787206674,0.991136831220104,5.53990058077862,DIS,,,,,,,,,,,,,,,2004
-0.000208566083904203,7.67826017543879e-06,7.90799968175451e-06,0.983589284934361,3.92197275463462,DLTR,,,,,,,,,,,,,,,2004
0.000441711525963165,3.87061370124289e-14,0.0186327554546113,0.978092851234454,32.6956463598458,DOV,,-0.652770950806269,0.0205066451445176,0.752037904778231,,,,,1.06626158513426,,,,,,2004
0.000246168540699417,7.98019992341799e-06,0.0120841050557442,0.95951068812868,3.34284104344253,DRI,,,,,,,,,,,,,,,2004
0.000606008420851507,1.62722879164793e-07,0.0114076414572672,0.999784967126882,11.4106234360499,DTE,,0.763391549542378,-0.205933458200507,-0.693558238320983,,0.00386012325958802,0.103388988808776,-0.138256179065335,,,,,,,2004
0.000941689666528033,3.2770115952148e-08,2.20154327592479e-07,0.998999665204691,11.1727017330289,DUK,,,,-0.0665784695889144,,,,,,,,,,,2004
0.00190702187813176,4.0556056072199e-08,3.43886377147543e-09,0.998999918428406,3.72645076820993,DVA,,,,,,,,,,,,,,,2004
0.00168503863197954,4.40902333769329e-06,0.000236086722293949,0.999967804712493,15.2952531815603,DVN,,-0.681505292848885,-0.643189839541454,0.78573725201006,0.553996879689814,0.00135304896329738,0.13795032171565,-0.173386446335277,,,,,,,2004
0.000659828730494685,4.03493040186756e-07,0.0394346062989113,0.942040813890787,6.87921700082613,EA,,,,,,0.031422965020346,-0.344080951251581,0.309542795402497,,,,,,,2004
0.00163736002124555,1.86552410849002e-07,3.75239410820201e-09,0.998999971244749,6.25494381182129,EBAY,,,,,,,,,,,,,,,2004
0.000987647430826841,3.75564448100788e-08,5.17287777997539e-08,0.998999900277406,18.4970336434122,ECL,,-0.179650468844075,,,,,,,,,,,,,2004
0.000429048222281185,6.02401946205463e-08,0.08896697957323,0.406519571605513,9.40421981365525,ED,,,,,,,,,,0.999171984349662,0.00219696878402239,,,,2004
0.00048744542697684,2.34963128941097e-12,0.00720941083180711,0.990879383165149,13.6184709689342,EFX,,,,,,,,,,,,,,,2004
6.5290105709417e-05,9.071179688334e-08,0.54582893205744,0.0500100826146847,3.93657347915716,EG,,,,,,,,,,0.999720448178942,0.0185650018751595,,,,2004
0.00147116458013511,2.35466620058385e-05,0.0658064149128982,0.746232523247918,8.85302915381706,EIX,,-0.234618486987662,0.122204371646359,,,,,,,,,,,,2004
0.000322142719641224,9.53886141570678e-08,3.33782433542049e-07,0.999999217515243,4.70228388585535,EL,,-0.0248692827566189,,,,0.000240050184702959,0.0919715923967291,-0.0944507846577079,,,,,,,2004
0.00128401204708769,2.68229992629687e-05,0.0902182849330342,0.821819283289426,4.52978594282503,ELV,,,,,,,,,,,,,,,2004
0.0011808098819748,5.16072930563661e-08,4.5185350105812e-09,0.998999995146722,6.40533913746443,EMN,,-0.934408973810123,-0.962388908023273,0.94394096822688,1.00281718807915,,,,,,,,,,2004
0.000474319151940588,1.83576062786725e-12,5.10085796722444e-05,0.988065858663778,90.4189116438845,EMR,,,,,,,0.0208175035357234,,,,,,,,2004
0.00194885173690045,6.00949525396615e-07,0.00212957360331487,0.996870422930065,9.74436940089591,EOG,,-0.572187193945071,-0.422721067842969,0.629572794044259,0.32775772077225,,,,,,,,,,2004
0.000913817926792263,5.55963131893402e-12,0.0119294030321306,0.983783286395612,5.84750774760141,EQIX,,,,,,,,,,,,,,,2004
0.000915822123959203,1.84857329326949e-07,2.62988873029396e-09,0.998999979523633,8.32819137537924,EQR,,,,,,,,,0.843077857739944,,,,,,2004
0.00146184589395227,6.4338569987653e-08,0.0457943424703877,0.433007366548469,11.5175219647942,EQT,,,,,,,,,,0.999137054797706,0.00381529462506518,,,,2004
0.000316225349575602,1.21829424880652e-07,0.0015791808824229,0.995972046314976,3.98688907609005,ES,,,,,,,,,,,,,,,2004
0.00137087874517683,2.01161285540404e-07,1.06052368817132e-09,0.998999967269091,11.766455690958,ESS,,,,-0.155029276372483,-0.107125191614212,,,,,,,,,,2004
0.00188620268423633,3.25243057464232e-05,1.35494651568175e-15,0.715164565943327,27.3448994659681,ETN,,,,,,0.0562829344350968,0.521798101654584,-0.371685864054348,,,,,,,2004
0.000797171752470616,8.85184599232013e-06,0.0660211255485169,0.419139530385188,38.8191036658235,ETR,0.414482855326442,,,0.117954593146163,,,,,,,,,,,2004
0.000899696715502131,2.91949934467259e-05,0.0896376317981969,0.775711437127385,5.20621308812919,EW,,,,,,,,,,,,,,,2004
0.00113535699913576,7.085116522003e-06,0.0887493253897049,1.68696300481615e-11,26.5723775400479,EXC,0.845991341706996,,,,,,,,,,,,,,2004
0.00176726751194876,7.24422236456835e-06,0.0071598624644989,0.965730933514789,4.82116235858268,EXPD,,,,-0.178799297404401,,,,,,,,,,,2004
-2.12126547755323e-05,3.44691642969607e-12,0.0238828906447782,0.971772825466551,6.872191258814,F,,,,,,,,,,,,,,,2004
0.000173488060923855,1.18107231176899e-07,3.05352834778862e-12,0.998999894988471,4.22956150231667,FAST,,,,,,,,,,,,,,,2004
0.000293275263920761,2.23380813119023e-05,0.00119161354504014,0.922086366520971,11.9298021773835,FCX,,,,,,,0.0689194794036463,,,,,,,,2004
0.000298405243671156,0.000143328219555366,0.172392549405982,0.380147443677739,4.97349542670582,FDS,,,,0.0614126365840626,,,,,,,,,,,2004
0.00130527619434065,6.27832473190796e-08,1.3015417143705e-08,0.998999981972736,9.79250748430393,FDX,,,,,,,,,,,,,,,2004
0.000903223474858197,2.21546314489621e-08,2.03851438076874e-09,0.998999972548777,4.50289511194858,FE,,,,0.0533941572464811,,,,,1.02125974390114,,,,,,2004
0.000876187074888621,1.57172820954389e-12,4.5797472229899e-06,0.998565644758051,5.67884395838504,FFIV,,,,,,,,,,,,,,,2004
-0.000166328050016169,0.00017083945713902,0.0768189582557205,0.180644953588955,5.07109148311986,FI,4.58765083785371e-10,,,,,,,,,,,,,,2004
0.00108110347939025,1.97364521127703e-05,0.0110504232049279,0.916301777263417,3.29247947545916,FICO,,,,,,,,,,,,,,,2004
0.000495224494442417,9.32729961760679e-08,8.70843000914995e-10,0.998999977988302,10.3302653294606,FIS,,,,,,,,,,,,,,,2004
-0.000387541045757368,2.54689094883113e-07,5.9139189047883e-08,0.998999913149219,3.8989056593279,FITB,,0.117631075117109,-0.0558145018859,,,,,,,,,,-0.0697929169445007,,2004
0.00091138079588724,4.6657973601871e-12,1.01091982844899e-05,0.998691532242725,3.79304294927465,FMC,,,,,,,,,,,,,,,2004
0.00247462603949544,1.25853569124648e-05,0.0957607495715848,0.843296016414195,5.90700689620662,FRT,,,,,,,,,,,,,,,2004
0.000648832439887763,7.4354317921246e-08,8.61902030250864e-07,0.998998071078918,21.4454785279083,GD,,,,,,,,,1.08247556833497,,,,,,2004
0.00080836355210786,5.94695648926893e-13,0.00483556230337925,0.993413389444285,16.8483908330921,GE,,,,,,,,,,,,,,,2004
0.00307941759553503,1.86972696638023e-06,0.0155519162617414,0.962237189400293,4.60331528662488,GEN,,,,-0.221118749641169,0.0482921163549796,0.0188017437191056,-0.155452886712891,0.156729232006567,0.983887724224359,,,,,,2004
0.000926053138573853,2.44067923464182e-07,1.27088721630354e-09,0.998999967906336,5.6044175857538,GILD,,,,,,,,,,,,,,,2004
0.000221807499327693,1.38583561358081e-07,0.000334632898173428,0.998058776678128,4.22071278000748,GIS,,,,,,,,,,,,,,,2004
0.000931559666370907,1.37597891229578e-07,2.84878325381785e-08,0.998999912024545,6.06146607361215,GL,,,,,,,,,,,,,,,2004
-9.34470001721483e-05,4.96587944423173e-13,1.08774353232289e-05,0.998281966788419,5.83295373896603,GLW,,-0.0096210744726722,0.0258959661425515,,,,,,,,,,-0.078833646148221,,2004
0.000790564612793923,4.12535775144294e-05,0.0620652312045991,0.417435321112107,4.97270353073991,GPC,,,,,,,0.272256268594235,,,,,,,,2004
3.67805766701927e-05,1.12183702427054e-07,3.68488445022329e-07,0.998998323110347,4.77734940916938,GPN,,,,,,,,,,,,,,,2004
0.000991934374027218,8.06079349913672e-06,0.0128286418942187,0.977702117585614,3.27547459134651,GRMN,,,,-0.0317104046935351,,,,,,,,,,,2004
0.000183967987656832,3.39756977772556e-14,1.84764314608366e-05,0.131950317490527,23.2706182823511,GS,0.867003702039135,-0.892623089905346,-0.0416932780722771,0.960879158465814,,,,,,,,,,,2004
0.000874527421264099,2.4680794346567e-06,0.0124733745123807,0.973507111833771,6.06413481483632,GWW,,,,,,,,,,,,,,,2004
0.00198577228319943,8.52276723050951e-07,0.00361613648353592,0.388144494826636,10.5326016232267,HAL,0.646071702962657,,,,,,-0.0782923944487552,,,,,,,,2004
-1.11148461771491e-05,1.25284510526418e-05,0.0712166778992435,1.85944675610607e-07,7.41034209870693,HAS,0.866077287853368,,,,,1.99332206598153e-09,,,,,,,,,2004
0.000408383130976271,1.54420114022563e-09,2.4940958931246e-07,0.99899975016515,7.05226182312813,HBAN,,,,,,,,,,,,,,,2004
0.000608175205306196,5.19266210336922e-07,0.000924384131210696,0.47695870418237,13.3153749989465,HD,0.512921425309246,,,,,0.000721942427935521,0.206822566902134,-0.195997135439459,1.12569080911292,,,,,,2004
0.00200162278597248,4.22909961297106e-07,1.44536163113676e-08,0.998999947327497,14.4772321847208,HES,,,,,,,,,,,,,,,2004
0.0013372461835582,2.10353380364754e-05,0.104112588654539,0.775498478767181,5.02524464598807,HIG,,,,,,,,,,,,,,,2004
0.000704628280167068,1.38418341510342e-05,0.000271948372622883,0.999964627588255,2.69014668472863,HOLX,,,,,,2.64340006719285e-05,0.362138785005497,-0.413565158328522,,,,,,,2004
0.000226949307247356,3.77298065776202e-07,0.000164643270833164,0.997269038366893,9.34313481324934,HON,,,,,,,,,,,,,,,2004
0.000418648728737134,4.12994075138149e-13,0.00300250894673991,0.99325915166915,5.82327630171186,HPQ,,,,,,,,,,,,,,,2004
0.000833477278665897,3.1975606776774e-07,2.12299563397766e-08,0.998999902375319,3.62190884184058,HRL,,,,,,,,,,,,,,,2004
-0.000144587846520511,4.35105600845444e-07,6.21538602779729e-05,0.998004538366943,4.57576757388462,HSIC,,,,,,,,,,,,,,,2004
0.00175015197455216,1.15336747394243e-05,0.0669491557803407,0.869527769535483,14.8850937315708,HST,,,,,,,,,,,,,,,2004
0.00119892825244552,3.91217752954325e-08,0.00116280216053085,0.884566476038744,7.39847190860171,HSY,0.133793226987143,,,,,0.00124358737845404,0.094171429499837,-0.149793501285738,,,,,,,2004
-0.000603262746911748,5.72442121956601e-08,3.11839767329505e-09,0.998999921984405,3.98308444380672,HUM,,0.379949057409575,0.151797651436545,-0.521822553328618,,,,,,,,,,,2004
-0.000346051089245982,2.25051000815541e-14,0.00937869948015181,0.987723908257042,7.30063198450429,HWM,,,,,,,,,,,,,,,2004
