mu,ar1,ma1,ma2,omega,alpha1,beta1,shape,tick,gamma1,ar2,ar3,eta11,eta21,beta2,skew,ar4,ma3,ma4,ma5,alpha2,ar5,ar6,gamma2,label
-0.00189108309217422,-0.359059289115704,0.552161472535911,,0.000151545192267775,1.7664982171689e-13,0.665619381888757,99.9730898466603,APA,0.247909922648956,0.0847142966919638,-0.0462218953474705,,,,,0.10376323713641,,,,,,,,2001
0.00143824933070361,,,,9.54325198820066e-05,0.246562786693219,0.515963084886985,5.73759494318518,APD,,,,,,,,,,,,,,,,2001
0.000734188828306769,,,,4.27839881191131e-06,0.0676030789765187,0.927731395240291,6.42533000717921,APH,,,,,,,,,,,,,,,,2001
0.000151880036628158,,,,6.74107156004613e-06,3.50106057266354e-08,0.851947137877784,5.19073678975266,ARE,0.232803374696723,,,,,,,,,,,,,,,2001
-0.000123998173554259,,,,0.000101503942235876,0.202788064488873,0.471436151877649,99.9995856483895,ATO,,,,,,,,,,,,,,,,2001
0.00453958231124453,-0.536292395318317,0.559945496578033,1.00775355484629,6.51424990338908e-05,0.0822167218109827,0.870148315754397,68.8480084338943,ATVI,,-0.999477007607067,,,,,,,,,,,,,,2001
0.00066219618651323,,,,5.39871000134073e-06,0.113987938222809,0.839740475591448,5.84580635651161,AVB,,,,,,,,,,,,,,,,2001
0.000320278761120501,,-0.146796984932675,,4.45858297416724e-13,1.23385063887317e-05,0.998924653951065,5.91626051756723,AVY,,,,,,,,,,,,,,,,2001
-0.000829952466787934,0.0161241823620206,,,5.54691957464216e-05,0.0971592728572171,0.82308681384176,7.10119011635335,AXP,,-0.0933002148203621,-0.142446692354004,,,,,-0.0167047553447437,,,,,-0.127424851078664,-0.0405130164910872,,2001
0.00215842782731154,,,,4.14394603508067e-06,5.42325123465741e-09,0.999999868085808,3.89102655068115,AZO,0.186590973248271,,,,,,,,,,,1.37682582827491e-09,,,-0.20383543234429,2001
0.000404232540160134,0.056557982242226,,,7.02421893040604e-05,0.0687701500816607,0.73442028319522,5.72943441815852,BA,0.141609537982493,,,,,,,,,,,,,,,2001
0.00171376160920292,0.207485122780286,-0.275200001813982,-0.665192759672356,2.95137404764491e-05,0.199405494602534,0.75172259448376,5.31447019885598,BAC,,0.5959887572976,-0.0785697788710276,,,,,,,,,,,,,2001
0.00136296005431606,0.0272580981772754,,,3.0739325871345e-07,5.93459392001355e-05,0.998518979694437,8.83934497223887,BALL,,-0.0954991399251407,,,,,,,,,,,,,,2001
0.00127106524063205,-0.0771576443543106,,,1.07213491055051e-07,1.27033687955271e-09,0.998999990030211,9.12025390856203,BAX,,-0.140564531715694,-0.0452934804922038,,,,,,,,,,,,,2001
-0.000689660027822302,0.027226239223843,,,3.47098712237077e-05,0.066775330506715,0.275510962124648,4.39614925600274,BBWI,,0.0250694568458183,-0.0345168621254099,,,0.600366054414872,0.976149955828768,,,,,,,,,2001
0.00269665583319771,0.527047260429386,-0.476102750935475,,4.45582040654543e-05,0.0540580746088636,0.913431815184183,4.38493796910384,BBY,,-0.102708288344724,,,,,,,,,,,,,,2001
-1.26344884628647e-05,0.953216862303524,-1.25100638198297,1.08042257553733,6.75517197020614e-09,4.42853326457824e-05,0.998309059956886,6.46285455637267,BDX,,-0.723038463599696,-0.225123679318103,,,,,,,,,,,,,2001
-0.000684190621784182,,,,1.55682793527805e-05,0.13739736491536,0.839806101360788,4.74679147869335,BEN,,,,,,,,,,,,,,,,2001
0.00179239168131797,,,,4.49289470125908e-07,0.109738032868359,0.369001822081966,7.57336479246144,BIIB,,,,0.999859312920039,0.038205622213492,,,,,,,0.00062682452076094,,,,2001
0.001519119983786,,0.0602381841986334,-0.0778134246991353,0.000123329179738477,0.238904974327332,0.639235029820766,4.80548924826647,BIO,,,,,,,,,,,,,,,,2001
-0.000950847302508079,,,,7.73600116856798e-05,0.436486601049909,0.0244879156861171,3.45664833866072,BK,,,,,,0.532699039542526,0.98145011620125,,,,,,,,,2001
0.0019634679792074,-1.03237380343439,1.04220662184316,0.999478508632485,0.00186860032418597,0.451129178169395,0.341888108843366,4.34802582353691,BKNG,,-0.944891850534658,,,,,,,,,,,,,,2001
1.99035595194397e-05,0.344507051469543,-0.396197925892137,-0.10642327673983,0.0002856479607136,0.399666672050245,0.309810297759004,3.82346810194664,BLK,,,,,,,,,,,,,,,,2001
-0.000914393150634272,0.709194105602054,-1.01702223025317,1.15164816540262,5.75760685791524e-05,0.137274996043551,0.700858597410808,9.954389606531,BMY,,-0.943857237778515,0.73177932286819,,,,0.820013443905053,0.104961608542557,-0.985790404478406,,,,,,,2001
0.000204572946111538,0.868464935712689,-0.999999989405701,,9.66173881874131e-06,0.216444550789238,0.774221128506835,4.4674549597887,BRK.B,,0.162556665519834,-0.131221980525359,,,,,,,,,,,,,2001
0.00125652099833452,-0.433509826032239,0.488953815253099,1.1183967942527,4.04304829220951e-05,0.189949514694331,0.775624993872943,3.01074886387523,BRO,,-1.08834952277245,-0.439867479050022,,,,,-0.866822425402527,0.551024912509855,0.940638965586648,,,,,,2001
0.00110356468796694,,,,3.69346761919012e-05,0.073681146048495,0.888241213903438,3.45230610759203,BSX,,,,,,,,,,,,,,,,2001
0.00138317915033602,-0.221265509730284,0.239907329444245,-0.273033065277318,0.000184347519240931,0.0229293062515349,0.158463105262466,4.96637961741029,BWA,,0.160987649156599,0.870585676702124,,,,,,-0.91757212398836,,,0.479286529992139,,,,2001
0.000339666242820461,,,,5.34690884155621e-06,0.0827268385392298,0.868273412294867,5.09789256930031,BXP,,,,,,,,,,,,,,,,2001
0.000807554716199417,0.672967195717109,-0.771700267021528,1.1291749924113,3.15032521612135e-12,6.71289000287434e-11,0.995872983585924,3.49945006054444,CAG,,-0.978411169627439,,,,,,,-0.144946145474425,0.0367290601077903,,,,,,2001
0.000764387827654967,,,,0.000134264308397516,0.134256218676533,0.488617472753978,5.31089562944703,CAH,,,,,,,,,,,,,,,,2001
0.000222036105977428,0.0279401410421743,-0.0796615779608817,0.973530779220302,3.05168133955574e-05,1.27816530516927e-08,0.850669314995928,8.94237798628547,CAT,0.174729201366734,-0.983854129495015,,,,,,,,,,,,,,2001
-0.000367476264803409,0.338386866202763,-0.321202903473897,,1.49259703391352e-05,0.118008132263885,0.838390439318072,9.40448638370637,CB,,,,,,,,,,,,,,,,2001
-0.00531606859159291,0.0873123799317709,,,0.000217779840069564,0.107764663814983,0.805371015214542,7.16609160984581,CCI,,-0.0519606019345406,,,,,,,,,,,,,,2001
0.000208248845147965,0.0692363917826454,,,4.85580434607259e-05,0.0720910333780977,0.86714890763334,3.73825788932051,CCL,,0.00630778927467308,,,,,,,,,,,,,,2001
-0.000923012669777792,0.103954757279581,-0.00346953429296524,,3.79095737023334e-13,0.00157607463090099,0.996477684158788,6.8211146181507,CDNS,,-0.0824513514423957,-0.0304586246447483,,,,,,,,,,,,,2001
3.10752022034417e-05,1.18043473617538,-1.37507820119778,1.17707657569677,3.53175187106075e-09,6.69852013906875e-05,0.996575004034212,4.86584577237033,CHD,,-1.04273261191867,,,,,,,-0.0628527634950166,-0.115776465934619,,,,,,2001
0.00125285448594617,-0.774732114246187,0.709991905558994,,4.96987979066498e-05,0.165987145182232,0.748249204870795,7.6429844874022,CHRW,,,,,,,,,,,,,,,,2001
0.000774379253261008,0.828703295417957,-0.833372212939062,,5.89932908983141e-08,1.3786807472196e-05,0.996269604977377,3.98969873412509,CI,,,,,,,,,,,,,,,,2001
-2.60231105281847e-06,-0.0587141763026128,,,1.59240654368395e-05,0.0607938920604958,0.870117357681592,8.05022695583259,CINF,,-0.0863811397974422,0.0403347123400755,,,,,,,,,,,,,2001
7.02804739521944e-05,0.0654659979263338,,,1.39998226093409e-07,0.13382968645646,0.687276576641362,5.96409878127149,CL,,-0.135437655213509,-0.0379191289177717,0.999828096228356,0.0471647281187982,,,-0.117755499939608,,,,,,,,2001
0.000866163052380717,-0.233887902075362,,,8.56163294116197e-08,0.0975658538445979,0.262852252308008,6.63537142475034,CLX,,-0.0701180739845044,-0.0876248198031493,0.999671960777853,0.000319032928030818,,,,,,,,,,,2001
0.000918045246781008,,,,2.68872047135112e-05,0.13912477881057,0.790204169072377,5.68324415210561,CMA,,,,,,,,,,,,,,,,2001
-0.000534871147032863,-0.17395485360879,0.236761929984173,,6.63936141284408e-08,5.33850192100841e-09,0.998999968389274,10.0620312994989,CMCSA,,,,,,,,,,,,,,,,2001
0.000237248928412507,,,,3.71804755399886e-05,0.0670856102192776,0.854506370653207,9.69554878576519,CMI,,,,,,,,,,,,,,,,2001
-0.000391922635756334,-0.00542439775920085,,,9.70097866531366e-07,2.24684044762908e-09,0.998999948088586,2.99542495921594,CMS,,-0.0527069150083535,-0.0398031705955514,,,,,,,,,,,,,2001
-0.00043382755895663,0.168415566451697,,,7.50640498690378e-05,0.103118149535524,0.740078695936778,4.28959694793545,CNP,,-0.0103196638640983,,,,,,,,,,,,,,2001
-0.00115702890656931,0.0928151866069593,,,8.28294585997454e-05,0.0662482201353242,0.839685770703088,8.52980021941775,COF,,-0.0582788897197314,,,,,,,,,,,,,,2001
0.00145987167568007,,,,1.36011442087902e-06,5.84910918138993e-05,0.997246889741943,4.48768671855658,COO,,,,,,,,,,,,,,,,2001
0.00140056497768841,,,,5.73367271519568e-07,2.90358227917275e-09,0.998999978312822,5.12788957249525,COP,,,,,,,,,,,,,,,,2001
0.00189885523670941,0.54523687918105,-0.451252775815703,0.756494842154332,4.73256439770085e-05,0.0693038693771196,0.828347419902893,8.00857326843114,COR,,-0.902299108726763,0.0563433845829022,,,,,,0.0692186194108857,,,,,,,2001
0.000600014314886643,,-0.0993746973434046,-0.160983439784054,2.80205665407284e-05,0.0204321464334244,0.91721108325017,59.9638556938625,COST,,,,,,,0.927912471652978,,,,,0.0191002157719697,,,,2001
-0.000485131543332924,-0.774278745453137,0.884706269086267,1.00520356367585,3.82692158028716e-08,0.542480478644355,0.0485194307427528,7.10797802616373,CPB,,-0.911732607479949,0.102523430124922,0.999931439764528,0.0389414795848303,,,,,,,,,,,2001
0.00166056454750163,0.0408298036908735,,,2.119337254218e-06,1.36819179452032e-05,0.997168208316844,7.31508376058562,CPRT,,-0.0925937075260246,,,,,,,,,,,,,,2001
0.000801405287430393,-0.381867259836729,0.413975292687727,-0.141002969146229,1.00403152095171e-05,0.0762983732115065,0.777838333476526,8.05358271604711,CPT,,,,,,,,,,,,,,,,2001
0.00151571372573341,-0.0924155134614464,0.0680711441648732,1.00596528532471,4.8078907108379e-13,0.0122790048516326,0.984543833376476,7.5716610980233,CRL,,-0.987776642070633,,,,,,,,,,,,,,2001
-0.00239894043410203,-1.1782632159933,1.25814883864932,1.0349360610999,7.22885809353939e-16,4.00103636592584e-06,0.971646526992611,9.56059897469705,CSCO,,-0.970970110691119,,,,,,,0.0237394956652584,,,0.0242048226661993,,,,2001
0.00140184896233688,-0.117272856425673,,,0.0006711229276017,0.215247128687916,0.505832783646316,5.13336855503937,CSGP,,-0.00653832582753196,,,,,,,,,,,,,,2001
0.000773592704809473,,,,0.000105527914913832,0.176594111404928,0.708461405526492,4.18365094697879,CSX,,,,,,,,,,,,,,,,2001
2.11446802847133e-05,,,,2.2461941067856e-05,0.108976107501451,0.177286164554444,7.32968347904714,CTAS,,,,0.968754166559282,0.0108074488771537,,,,,,,,,,,2001
-0.00113438968529548,0.109940167537493,-0.0317029915477289,,0.000131440653879375,0.0869634089132308,0.757083955166556,8.58455523226794,CTRA,,,,,,,,,,,,,,,,2001
0.00128121314051545,-0.524959575543233,0.564161347717264,0.694230757043178,0.00045833409965073,1.08694832713032e-07,0.55395192676855,3.13773454168303,CTSH,,-0.751517434971322,,,,,,,,,,0.352044553208588,,,,2001
-0.000214933149683571,0.848849375471847,-0.910525845644103,,1.10833073162767e-11,2.07348343824114e-06,0.997232993019597,3.43759714248492,CVS,,0.0335129412686314,,,,,,,,,,,,,,2001
0.000451757236920139,0.100995640912517,,,3.36341038133416e-07,9.47296919692178e-09,0.998999971508464,6.94278054543608,CVX,,-0.130998833072658,,,,,,,,,,9.5833891006444e-09,,,,2001
0.000271249858498216,1.13595547360327,-1.17337221218938,0.952178707839285,6.26782684443917e-05,0.122999051155712,0.0940269360569886,7.18275629305319,D,,-0.956316644390969,,,,0.520912620298437,,,,,,,,,,2001
-0.000927262490442283,,,,1.08479280128749e-05,0.0388555772806449,0.932161504223221,6.39503170974332,DD,,,,,,,,,,,,,,,,2001
-0.000252504775425888,,,,5.87071462892825e-07,5.85317363980987e-09,0.998999878031908,4.88928206967872,DE,,,,,,,,,,,,,,,,2001
0.000973619347901457,-0.222741190737778,0.345075642712529,,0.000129030607973822,0.112152794641371,0.756551895810143,4.42418494268173,DGX,,,,,,,,,,,,,,,,2001
0.00158291378967356,,,,9.5340625802498e-07,4.61376918587588e-08,0.998999105761541,30.2797904664119,DHI,,,,,,,,,,,,,,,,2001
0.000553303515309654,,,,8.21172371034773e-07,0.236402760875854,0.53990900161479,3.02712158987615,DHR,,,,0.99895017581624,0.000432163708451023,,,,,,,,,,,2001
-0.00183060993805046,-0.0149686975897868,,,7.04721090888799e-05,0.0743611780406728,0.817813355668863,4.76171707413129,DIS,,-0.0571599488498594,,,,,,,,,,,,,,2001
0.00219937775473529,-0.687649903016884,0.813602548486632,1.00338736690967,2.94945453496671e-05,0.0188806029992426,0.955460263402511,5.12955315491859,DLTR,,-0.898641546511965,0.100099717356992,,,,,,,,,,,,,2001
-0.00065448722100337,0.146236057652519,,,2.40848644042158e-05,0.0657515599296636,0.864068952688403,7.53997133561887,DOV,,-0.0896165389679841,,,,,,,,,,,,,,2001
0.00137814289044927,,,,2.40708473101341e-06,1.90456925480825e-05,0.995824233802303,3.85333963926124,DRI,,,,,,,,,,,,,,,,2001
0.000310320432913226,-1.24996386809174,1.30927500628392,0.792932562333122,3.76794484848592e-08,0.000863358217085503,0.947027170516535,8.56953943972371,DTE,,-0.715165384688344,0.0931613258752792,0.999892603589669,0.0310335726447084,,,-0.0142951332892125,,,,,,,,2001
-0.000670451595700616,-0.0483364740027372,,,4.91398486571274e-05,4.78759531265946e-13,3.3265561602158e-09,59.9898067214602,DUK,0.157581186191345,-0.138254232828249,0.0784830443638726,,,0.823069664769229,0.736489447607844,,,,,,,,,2001
0.00207008098531507,0.0270376568094226,,,6.27097903059453e-05,0.0184620303788448,0.820017822896932,4.09741374051537,DVA,,-0.0568237745901801,-0.0327282498005198,,,,,,,,,0.0749230626797445,,,,2001
-0.00193029459331546,,,,0.00010941955092007,1.47360648792179e-15,0.764961979345951,18.3212775388468,DVN,0.181303889501801,,,,,,,,,,,,,,,2001
0.0011757213430726,-0.0142814811032793,,,7.8089503712016e-11,0.00566873337241238,0.992397838006779,7.68694959692386,EA,,-0.224101377273749,-0.0578557811026422,,,,,-0.0560382391016101,,,,,,,,2001
0.00192352978146596,-0.812586387955472,0.728124189240759,0.799115376221582,7.18298816158186e-05,0.0964772572578446,0.868693271991715,8.39740560378659,EBAY,,-0.912986334567394,-0.0584279210309916,,,,,,,,,,,,,2001
0.000669984622747538,-1.08999363050568,1.15934506279748,0.909415200968454,2.49702299675717e-05,0.222002947664188,0.206328381027742,5.71189738840686,ECL,,-0.888189154113712,,,,0.506485586595821,,,,,,,,,,2001
0.000617159238707556,-0.966129793032592,0.923792410231647,,3.79730063661887e-08,3.09059988045649e-08,0.998999894989955,19.6090954687568,ED,,-0.172686843739633,-0.15600189165916,,,,,-0.0502717872754648,,,,,,,,2001
0.00176327475398087,,,,6.04895499267704e-05,3.23258764768955e-10,0.686905538664322,9.68528464316396,EFX,,,,,,,,,,,,0.11292658515438,,,,2001
0.000366613688073565,0.0477453317918254,,,2.5425541746347e-05,0.182330577225985,0.775364703100841,4.97135255415534,EG,,-0.0117750713676763,0.0586972330121452,,,,,,,,,,,,,2001
-0.00100177853900017,-1.84915970630324,1.81409933253229,0.906726270169339,0.000648154214028511,0.594191000287839,0.364354428914842,2.72263902536118,EIX,,-0.949778583337858,,,,2.85762714659059e-07,,,,,,1.21139677791229e-08,,,,2001
-0.000580898124045005,,,,0.000102254123728631,0.180266174180111,0.542416138285786,6.94113251716801,EL,,,,,,,,,,,,,,,,2001
-0.00096427936157371,,,,6.26061787121836e-05,0.0860783299397775,0.750882442931729,6.13732285527484,EMN,,,,,,,,,,,,,,,,2001
-0.000775840357852141,0.105787111383941,-0.218931716784951,-0.143555130062107,4.41158500320121e-12,8.39150406440781e-06,0.998571444831036,5.773017494112,EMR,,,,,,,,,,,,,,,,2001
-0.00120168767778438,0.845251306547472,-0.722217752050958,,6.24019101361607e-07,2.56297454450268e-08,0.998999698213938,9.98028745682499,EOG,,-0.0880077884961978,-0.0601189367831166,,,,,,,,,,,,,2001
-0.0115346034074027,-0.117496271328496,0.31480891436957,,0.000716677065706014,0.153831864848628,0.84516790752118,2.58265339845266,EQIX,,,,,,,,,,,,,,,,2001
0.000990240077736437,-0.946414740597879,0.991252280481414,,8.86633695582555e-06,0.169026513845437,0.759589438176629,11.4801808606717,EQR,,,,,,,,,,,,,,,,2001
0.000225745518084978,0.11447283892349,,,9.11741723133119e-08,0.220456624957978,0.152275811919436,12.5514720807602,EQT,,-0.0694711054431543,0.0127382568149122,0.999708338776221,0.00112983221697077,,,,,,,,,,,2001
0.000331871760622,-0.01558207873423,,,0.0001037593416292,0.44100723896959,0.229843556258809,3.34453185647766,ES,,-0.0957590812239884,-0.0518860456409351,,,,,0.0239428257664491,,,,,,,,2001
0.000621664401705673,0.0170431372538642,,,1.04247455928383e-05,0.0675906673023826,0.835736070843354,4.53039480377971,ESS,,0.0685590473749751,-0.000529548791438293,,,,,0.0936625175737277,,,,,,,,2001
0.00109047869553376,0.482993907901168,-0.55735540916241,,3.30726627100712e-05,0.0968003287347896,0.786846898106109,5.67734257380821,ETN,,,,,,,,,,,,0.0226996126102989,,,,2001
0.000565929853148097,0.0759010531413327,,,5.91130937060337e-05,2.38056062074249e-08,5.26606075836133e-08,8.00370014226709,ETR,0.291319257134769,-0.077498078053313,0.0371156281492798,,,0.624187557402764,,,,,,,,,,2001
0.00131036150747233,0.547129729106271,-0.579942913277061,0.95183107241361,7.73872947226272e-06,6.33783442031407e-12,0.987901110255257,5.72270699531522,EW,,-0.908954916812709,,,,,,,-0.0197188960777469,,,2.46278918223873e-10,,,,2001
0.000458211445000838,1.07404758280711,-1.15874293217675,0.734009202843511,6.53408185883769e-05,0.193915544434325,0.641705269768209,5.0465361375817,EXC,,-0.74376636561235,,,,,,,,,,,,,,2001
-3.45410820117666e-05,1.10724945770362,-1.122163240749,0.794274377684438,0.000229770056116389,0.109161341423795,0.558379774683927,3.77117168556164,EXPD,,-0.778092533647177,-0.074918809420945,,,,,,,,,0.0663654649373547,,,,2001
-0.00063373588310396,0.71070294352384,-0.944534472376726,0.220978533499562,8.98687678779007e-05,0.107678624235428,0.736007494898149,6.22931265529627,F,,,,,,,,,,,,,,,,2001
0.000947501909921789,-0.214483324095474,0.337306054819625,,1.69804485013952e-05,0.134679078540115,0.835070683577929,7.51535076292397,FAST,,,,,,,,,,,,,,,,2001
0.000945156686877494,,,,2.81855766627404e-06,3.60196941288999e-09,0.998999955169871,3.37713919363831,FCX,,,,,,,,,,,,,,,,2001
-0.000837059083619135,0.0914234463735031,,,0.000159744216166739,0.000156135255776275,0.838099364646638,5.08511725722698,FDS,0.510330400259913,0.0201966863559815,,,,,1.01098400824538,,,,,0.00826753423342081,,,-0.462972769293132,2001
0.000879143312192109,0.0474632209934022,,,4.22155552614435e-06,0.0812983480363033,0.843663371656767,11.0284523103432,FDX,,-0.0538017957548559,0.0552276191222097,0.997088699460079,0.0754753862198534,,,,,,,,,,,2001
0.000146672258443291,0.368517213568587,-0.417110631893296,-0.854043959053866,2.07788187205525e-06,0.0867297661929074,0.909800121157302,8.54486991792959,FE,,0.66646441750212,-0.0510792181269288,,,,0.963728542955179,,0.223910968854604,,,,,,,2001
0.000539783750037064,0.265630898324999,-0.231041008884051,0.545120256465643,0.000731956782170671,0.12890502572798,3.20448293584742e-13,8.85991654349396,FFIV,,-0.665321239443256,,,,0.744045670680156,,,0.102012208544224,,,,,,,2001
0.000931788679647549,-0.139331966179505,,,7.60784551078801e-13,0.000105089086616581,0.998588413161259,10.193278562137,FI,,-0.138291689188177,,,,,,,,,,,,,,2001
0.000326816709596411,0.891445282040748,-0.908327673627032,,0.000519607496239926,0.274442419974246,0.13430910959703,3.391447715059,FICO,,0.0135560839662277,0.0220940340390753,,,,,,,,,,,,,2001
0.00039964960187273,0.0384561101059863,,,2.32461554208957e-05,0.0403386453322637,0.762607670168899,20.3451125120306,FITB,0.244073902803332,-0.0592427747976615,,,,,,,,,,,,,,2001
8.7452316160464e-05,0.0485384861630353,,,0.000143019559967188,0.157129006183791,0.374399561025732,8.82102506901034,FMC,,-0.0580417821507021,,,,,,,,,,,,,,2001
0.00146073904675252,,,,5.04514816924145e-06,0.0644825911168925,0.856229305241748,5.69286123593301,FRT,0.0774720953601626,,,,,,,,,,,,,,,2001
-0.000236094271544626,0.743823406970897,-0.758985048778518,,3.63315219933727e-05,0.0657374709323308,0.844653685461934,6.79997701487491,GD,,,,,,,,,,,,,,,,2001
-0.000970231576411708,-0.00820095430248796,,,0.000217871630383638,1.22369784405862e-15,0.440655639625211,7.4455476754174,GE,0.449873774393311,0.0160428520679678,,,,,,,,,,,,,,2001
0.00294526080101686,-0.07756348844433,,,8.01508127221364e-13,2.19911847964254e-06,0.997871702680916,4.06486931515196,GEN,,-0.0309790094354179,,,,,,,,,,,,,,2001
0.00249920857035479,0.183911211281837,-0.356824416798854,-0.691042659728471,1.25656627969727e-07,0.116107497719371,0.322472217449402,7.55923783483186,GILD,,0.543445783240812,0.0262244153652263,0.999974927889094,0.0467754595272404,,,0.13261157160772,,,,0.0438807914969776,,,,2001
0.00086158066860912,0.136129515127425,,,1.53643561228691e-05,0.191176302092411,0.722718756855829,6.39429569924173,GIS,,,,,,,,,,,,,,,,2001
0.00113236917778146,0.00259036389979425,,,9.78397575868917e-07,0.140762728819608,0.822127006739084,5.99207834837853,GL,,-0.113084935166914,0.0456521424625196,0.999416343323612,0.111140961238809,,,,,,,,,,,2001
-0.00453388228666854,0.127198964199469,,,2.28379024815945e-05,0.0310939980526578,0.960790531805787,4.21506342786668,GLW,,-0.0729722177224603,,,,,,,,,,,,,,2001
