mu,ar1,ar2,ma1,ma2,omega,alpha1,beta1,shape,tick,skew,beta2,alpha2,gamma1,gamma2,ma3,ma4,ar3,eta11,eta21,ar4,ar5,ar6,label
0.00150953566326674,,,,,3.27706995905409e-07,8.25920580309403e-11,0.998999982678162,3.57837244438295,CDW,,,,,,,,,,,,,,2017
0.00138218783112701,,,-0.11137550958106,-0.160927157842738,1.79707347183766e-08,3.97642543378782e-10,0.998999993331515,9.12681377091135,CE,,,,,,,,,,,,,,2017
0.000791616828428631,,,,,9.8265482380201e-12,3.83158376598112e-06,0.998991766895015,10.2134505622672,CF,,,,,,,,,,,,,,2017
0.000722938340141792,,,,,2.29397299401951e-08,9.57516938662337e-09,0.998999976774732,5.30259701080733,CFG,,,,,,,,,,,,,,2017
0.000531203192030146,,,0.0897206735069468,,5.94647341171632e-06,0.0991711627541674,0.839805540379648,4.16026540815304,CHD,,,,,,,,,,,,,,2017
0.00107528951624594,,,,,1.16893550804386e-06,0.00801224263511424,0.989108022194923,2.96731829234666,CHRW,,,,,,,,,,,,,,2017
0.000582362920610753,,,,,1.8637730416515e-05,0.134640902795865,0.824624229691562,3.18733292401482,CHTR,,,,,,,,,,,,,,2017
0.00167661535287903,-0.0880850192996194,-0.0682780420285463,,,2.32397397312818e-06,0.061880209378883,1.03184079138071e-08,59.9998107903747,CI,1.03303563922568,0.91504537187644,,,,,,,,,,,,2017
0.00029085956978371,,,,,4.10777965704591e-12,4.68035075282146e-05,0.998727212187483,3.91836117607299,CINF,,,,,,,,,,,,,,2017
0.000219378021552879,,,,,1.56575053487925e-06,9.88818933557382e-06,0.979221053995932,3.60763702651627,CL,,,,,,,,,,,,,,2017
0.0013472911748714,,,,,2.92219407256896e-07,0.000102196121185585,0.998211368774467,3.44691084761067,CLX,,,,,,,,,,,,,,2017
0.00118998629757584,,,,,3.04191806810077e-07,5.40881593530561e-05,0.998213713478127,4.21350034722693,CMA,,,,,,,,,,,,,,2017
0.000992549318480671,,,,,1.27620828936891e-06,0.0406661093932866,0.958333868382518,4.74126369873107,CMCSA,,,,,,,,,,,,,,2017
0.000846006391701969,-0.114893349418596,,,,7.94614118452188e-08,2.26985538683678e-08,0.99899995990112,4.51407930086925,CME,,,,,,,,,,,,,,2017
0.000286319733958819,,,,,2.09622183688787e-06,4.01430278847182e-09,0.99899999386127,2.70508605736008,CMG,,,,,,,,,,,,,,2017
0.00153323124226835,-0.0625372709789979,,,,8.26152465199674e-06,0.0357322009802017,0.905418917321482,3.24853524527197,CMI,,,,,,,,,,,,,,2017
0.000599845282839335,,,,,5.48273790343464e-08,8.42178500415415e-08,0.998999898725669,11.9619012429784,CMS,0.793259949709513,,,,,,,,,,,,,2017
0.00224410566231532,-0.138815766197133,,,,1.29909645826933e-06,0.0326150136374761,0.20824167996359,4.4928002116801,CNC,,0.758117198009006,3.94785368222409e-06,,,,,,,,,,,2017
0.000678080525337785,,,-0.0994230278752048,,1.03918650424172e-08,0.00658998110521542,0.287115521016852,13.4999598703482,CNP,0.869792203275597,0.768900750113799,,-0.136088486836011,,,,,,,,,,2017
0.000365903471372737,,,,,6.53392285750634e-09,1.03093209693652e-08,0.998999868889389,7.20914312390911,COF,,,,,,,,,,,,,,2017
0.00145359568946551,-0.952051125439069,-0.0291656132066858,0.899012064768715,-0.0584942539601389,1.04714823151167e-06,0.0361146722322975,0.962885300790064,2.76628312394592,COO,,,,,,,,,,,,,,2017
0.000180239509155411,,,,,1.83697937563802e-13,0.000106393183706765,0.998665504096236,7.96347484444306,COP,,,,,,,,,,,,,,2017
0.00138660193040246,-0.00834509432937744,,,,6.60246047276742e-07,0.00467862138893446,0.994321351459736,3.03068037065204,COR,,,2.93556954653993e-10,,,,,,,,,,,2017
0.00120453907564966,,,0.106196270416139,,2.20616399568216e-06,0.0264045430856635,0.972595132709989,2.47484163350722,COST,,,,,,,,,,,,,,2017
-2.73712535361467e-06,,,,,3.76237233813377e-05,0.379051935363968,0.619948067993122,2.74789225846967,CPB,,,,,,,,,,,,,,2017
0.00108589282604603,,,,,4.10019117482911e-11,1.31628868789406e-05,0.998942121582598,3.29439740019656,CPRT,,,,,,,,,,,,,,2017
0.000459653732975022,,,,,1.26183683012344e-07,0.000862139150288789,0.99995438083306,7.75491913229242,CPT,,,0.000406770550101333,0.204579053464612,-0.212191430476429,,,,,,,,,2017
0.00149424272529666,,,,,6.20774747701123e-07,0.000232262160071155,0.995021422494469,2.80177039604761,CRL,0.920714825029925,,,,,,,,,,,,,2017
0.00189201050728432,-0.146017822892246,-0.0138967479452584,,,2.6124665460064e-07,3.27553217246404e-08,0.998999956455031,3.32066542328243,CRM,1.12464288272724,,,,,,,,,,,,,2017
0.0011913152598062,,,,,4.53453329556216e-07,0.00034916549966166,0.997442873560915,2.73005485031312,CSCO,,,,,,,,,,,,,,2017
0.00172175968635946,0.000732623104266973,-0.0155688892888177,,,2.49683520008609e-07,2.9103110259715e-07,0.998999678591819,3.38838975471511,CSGP,,,,,,,,,,,,,,2017
0.000748366559778128,,,-0.0647374864031781,,0.000127861763760189,0.131987707251457,0.441838544235085,3.66181131469746,CSX,0.852969086486527,,,,,,,,,,,,,2017
0.000549019797009469,,,,,1.62316500445116e-07,1.1741707994905e-05,0.998536035699663,3.17724834706231,CTAS,,,,,,,,,,,,,,2017
0.000666840109467397,-0.392476775910585,-0.720380065214826,0.284515367927838,0.787796738243806,1.56015552863902e-05,0.0343573377960203,0.908541030468022,3.8999907401213,CTLT,,,,,,,,,,,,,,2017
0.000597866710574863,-0.252829969465875,-0.96128324655244,0.216598289010048,0.984411782608407,6.69609486688747e-11,0.0086839659081952,0.988399584524014,4.71420336323421,CTRA,1.08823671770831,,,,,,,,,,,,,2017
0.00133989220146457,,,,,3.97219641153161e-05,0.256574908829786,0.399705640956653,3.66356871925529,CTSH,,,3.09483014953941e-12,,,,,,,,,,,2017
-1.86276661898252e-05,,,,,4.65018201630167e-06,0.102204843065612,0.896795062450858,2.92133094814011,CVS,,,,,,,,,,,,,,2017
0.00065935024228076,-0.197878941845278,0.318527102089498,0.207105747758209,-0.432422073143749,5.33229275799888e-16,0.000135935436972727,0.998851312144374,5.69503190486495,CVX,,,,,,,,,,,,,,2017
0.00210193388737091,,,,,3.1405703847366e-08,8.31919269540233e-10,0.99899992326901,5.50226492485221,CZR,,,,,,,,,,,,,,2017
0.000670575628702578,-0.79687367697523,,0.769679864817992,,3.89908921086107e-06,0.14898724264624,0.861280940948677,5.64580303079823,D,,,,-0.128095748222883,,,,,,,,,,2017
0.000568934030649311,,,,,1.2392338967213e-07,1.04529037838739e-09,0.998999938367081,5.77723002808649,DAL,,,,,,,,,,,,,,2017
0.000355131505083273,,,,,7.47099235041902e-09,2.42369998869481e-10,0.998999902161849,2.49239126614516,DD,,,,,,,,,,,,,,2017
0.00187181450833533,,,,,6.50799806314138e-08,5.72551779927887e-10,0.998999860439127,3.40247459776187,DE,,,,,,,,,,,,,,2017
0.000513707876222935,0.0548454483902253,0.785637157984784,-0.0650675214010054,-0.697856933771163,1.74303184719099e-07,7.2251004901074e-10,0.998999996940895,6.07949169647542,DFS,,,,,,,,,,,,,,2017
0.00120637347952461,,,-0.0185984344631248,-0.172063828729575,2.27953283326187e-12,4.72263504591726e-05,0.998949403934824,5.66267101301005,DG,,,,,,,,,,,,,,2017
0.000456630829344862,,,,,2.67909806840274e-06,0.0168850479615432,0.95383637371711,2.88322385114464,DGX,,,,,,,,,,,,,,2017
0.00224135801375155,0.377674025675927,-0.940184617944436,-0.411863465790761,1.00040255940593,3.25604659338601e-13,0.0202098634033892,4.47910029711013e-05,8.03541162995117,DHI,,0.975436760713026,,,,,,,,,,,,2017
0.000490165917206082,,,,,1.58206153759489e-07,3.28790843393847e-05,0.998303923584487,3.32845827254557,DHR,,,,,,,,,,,,,,2017
0.000374426441069068,,,,,2.78172443288875e-06,0.0615174952317697,0.912692861344585,3.80883401746019,DIS,,,,,,,,,,,,,,2017
0.000938115787251065,0.883720554985055,,-0.963710594980581,,3.38814177178657e-09,3.63443947697876e-05,0.153769064639932,4.68512128896197,DLR,0.864051922373442,0.847963035635136,7.2641028198212e-05,0.0308910426225699,-0.0370719577334896,,,,,,,,,2017
0.00122152931456462,0.996254782208245,-0.275375174593023,-0.89659188976476,,3.6833471844024e-08,6.79950911757492e-09,0.998999952366412,10.5187900008417,DLTR,,,,,,,,0.20174209018354,,,,,,2017
0.00131403748349638,0.831609943122443,0.0549963802843298,-0.958810110285429,,8.25869789858008e-08,0.00139877003025993,0.999527862548789,5.99325929970945,DOV,,,0.00207854965743919,0.272873978866862,-0.281801889220244,,,,,,,,,2017
0.00213962029569833,,,0.089618988665529,,1.18269616523692e-06,8.92046002309655e-08,0.998999909321294,2.70745131219743,DPZ,,,,,,,,,,,,,,2017
0.00110760127614572,,,,,7.232990236586e-07,2.83009472145713e-09,0.998999927666901,2.78979776296235,DRI,,,,,,,,,,,,,,2017
0.000815604646999577,,,,,6.99223569573056e-08,1.18201060969978e-06,0.998998181741426,9.31151112988001,DTE,,,,,,,,,,,,,,2017
0.000568863788978027,1.39009901595289,-0.661902264142908,-1.45933253708425,0.764338572723803,6.89236928874872e-06,0.112354969374183,0.714836248304076,10.8851305784013,DUK,,,1.12312607734234e-10,,,,,,,,,,,2017
0.00170525138109205,,,,,4.11240378189972e-06,4.81978962656648e-09,0.998999993312715,2.2131784986867,DVA,,,,,,,,,,,,,,2017
-4.2921894090954e-05,,,,,2.75444481324881e-07,9.29973616779999e-08,0.998999500832428,9.80439146969692,DVN,,,,,,,,,,,,,,2017
-0.000130032300929913,0.847455073052865,0.0194106507572839,-0.846223284259254,,0.000329303804128962,0.0755290574301237,0.428584854727798,2.79112584748441,DXCM,,,,,,,,,,,,,,2017
0.00151123719219846,,,,,1.91155153443571e-06,0.0128098251812257,0.986190168954272,2.63577963335935,EA,,,,,,,,,,,,,,2017
0.00104570200718943,,,,,1.54025747518137e-07,1.31615501554551e-05,0.998958362325669,4.39479652339763,EBAY,,,,,,,,,,,,,,2017
0.000647583684191082,,,-0.135202236579877,,4.16324964141571e-08,1.98785367165633e-05,0.998970071864427,6.2849576163522,ECL,,,,,,,,,,,,,,2017
0.000877099742480397,,,,,3.95677250147651e-05,0.166587028015584,0.0441093039349418,59.9999999997538,ED,0.800739673374773,,,,,,,,,,,,,2017
0.00104956345597049,,,-0.0109178050514329,-0.00331712194334623,5.6656318242908e-05,0.243253520809226,9.81895920270159e-10,2.28347931453405,EFX,,0.725626208030826,5.32046506846898e-17,,,0.0210651748813907,-0.0129158928486285,,,,,,,2017
3.05227388090412e-05,,,,,3.42441970369789e-05,0.0556341030863173,0.622353621761809,3.40058305514831,EG,,,,0.301473550482507,,,,,,,,,,2017
0.000267490203390227,-0.39749069939478,,0.3829686327063,0.0581719441721774,4.80233272659907e-06,0.0518441522721742,0.901714535456042,3.45130568606713,EIX,,,,,,,,,,,,,,2017
0.00117336566340472,0.584488160397529,,-0.630869167136324,,3.77742346904739e-06,0.00487895514066882,0.961270788539594,3.47081448928807,EL,,,1.01483337113186e-07,0.462811726876064,-0.488620089474584,,,,,,,,,2017
0.00185734966989848,,,,,2.34259485339494e-07,1.40808684597675e-07,0.998999500566128,3.40504789155123,ELV,1.08735801956464,,,,,,,,,,,,,2017
0.000944266072497136,,,-0.031773116183616,-0.142798013252512,1.58227547000216e-08,4.68120919104022e-08,0.998999881134888,8.4906128032449,EMN,0.878544950078208,,,,,-0.115036952181662,,,,,,,,2017
0.000966174967785769,0.0231609254452969,,,,1.85775328318435e-08,2.06270380127089e-08,0.998999975280515,6.00533745373424,EMR,,,,,,,,,,,,,,2017
0.00202264288000163,1.98978226171294,-1.00160648203339,-1.9935257924418,1.00438276993833,0.000413450214461746,0.140670009082609,0.709490159042481,5.33846352939075,ENPH,,,,,,,,,,,,,,2017
0.000412962859307734,,,,,8.87029364617354e-08,2.40114814043984e-10,0.998999993037262,12.6806388110426,EOG,,,,,,,,,,,,,,2017
0.0015190536033527,,,,,1.55640843717957e-07,1.4797422226625e-08,0.998999975725639,3.78285908510307,EPAM,,,,,,,,,,,,,,2017
0.00131955465475428,,,,,2.73479027490545e-07,2.48648492549214e-08,0.998999915321564,3.63013772582515,EQIX,,,,,,,,,,,,,,2017
-0.000141013395721254,0.965722652902871,-1.00203208649049,-0.997107784354439,1.00385962574427,2.84570759935395e-08,3.49429394415189e-05,0.998940049181668,7.47031625982932,EQR,,,,,,,,,,,,,,2017
4.06203845078905e-06,,,,,6.93951530522885e-05,0.122419437685009,0.673946401576656,4.53890241289228,EQT,,,,,,,,,,,,,,2017
0.000741000380588875,,,-0.104932914016126,,1.10331860144182e-05,0.0941834269296489,0.682359763246287,21.3190566503486,ES,,,,,,,,,,,,,,2017
0.000363011597623516,,,,,6.65296200187265e-08,7.67319746302396e-06,0.998982260374442,8.31883949651608,ESS,,,,,,,,,,,,,,2017
0.000803737196659435,-0.0866817553511026,,,,9.67448465816526e-08,7.81701992972388e-06,0.998983611920596,6.4184105203802,ETN,,,,,,,,,,,,,,2017
0.000718206744640013,,,,,1.1946508204253e-07,2.38474071372758e-06,0.998953768333164,6.02310038979161,ETR,,,,,,,,,,,,,,2017
0.00203988691534011,,,,,1.29618061356925e-10,1.66050501276264e-06,0.997969121812104,3.61414250187725,ETSY,,,,,,,,,,,,,,2017
0.000433792304140695,,,,,3.04310443991357e-07,6.36958466658205e-06,0.998524894596514,2.87651295972862,EW,,,,,,,,,,,,,,2017
0.000581213846567079,-0.946223719356134,,0.964247141395717,,4.63735199608164e-05,0.138431439156738,3.70212530865898e-09,14.8235750688317,EXC,,0.262481095977455,1.03911200306419e-14,,,,,,,,,,,2017
0.000905651323358911,,,,,1.09953771150584e-07,3.5544059637747e-05,0.998961361023933,3.28480577871968,EXPD,,,,,,,,,,,,,,2017
