mu,ar1,ar2,ar3,ar4,ma1,ma2,ma3,omega,alpha1,beta1,shape,tick,gamma1,skew,alpha2,gamma2,beta2,ar5,ar6,ar7,eta11,eta21,label
-1.61781889686084e-05,,,,,,,,5.05414919875501e-05,0.184312893123125,0.644436350598456,5.46043584577464,AOS,,,,,,,,,,,2018
-0.000941595900593304,-0.0272672482632183,,,,,,,3.32757743019079e-05,0.0425869493428708,0.901192009023497,27.8167552004983,APA,,,,,,,,,,,2018
0.000275671110285409,,,,,,,,0.00010085563221174,0.367233025349923,1.12541160441659e-07,12.2039874829114,APD,,,,,,,,,,,2018
0.000507879824539871,-0.949223858664686,,,,0.99425472230697,,,1.6573660110437e-05,0.264694217873111,0.687556535970419,4.64604274456829,APH,,,,,,,,,,,2018
-0.000723488350407926,,,,,0.0111039958579125,,,8.8666724113361e-05,0.157900193520495,0.600659689849866,7.73680912691217,APTV,,,,,,,,,,,2018
-9.27763952762279e-05,-0.0495448258158598,0.832486275706947,,,-0.0205373264948676,-0.967793191426979,,5.02893713232023e-05,0.265505465621739,2.3457765237432e-11,4.73454597000221,ARE,,,,,0.470326497073293,,,,,,2018
0.000717284050105862,,,,,,,,2.73157655016585e-06,0.0393578529832457,0.941442226728962,6.72359260214306,ATO,,,,,,,,,,,2018
0.000707992561712244,-0.852354041675077,-0.821074247028282,,,0.819345448389395,0.691490529904966,,1.6599334774471e-05,0.00963968540874545,0.205338086025014,5.12385173200704,ATVI,,,0.0661795579690806,,0.692391699793308,,,,,,2018
0.000612154120106525,,,,,,,,3.49530879537788e-06,0.0620037718054551,0.917785584599896,7.22005310652637,AVB,,,,,,,,,,,2018
0.00083028266172287,,,,,,,,5.46193013279314e-07,0.00703058868672904,0.991968318382965,4.42372277021096,AVGO,,,,,,,,,,,2018
-0.00101400869611851,,,,,,,,1.98246695700611e-07,8.34778466861888e-08,0.998999793889562,3.8167544014449,AVY,,,,,,,,,,,2018
0.000670083781459353,0.0536167189075289,,,,,,,1.01557440981422e-05,0.0674374259043011,0.089173150441367,6.62092340030711,AWK,,,,,0.769511964833535,,,,,,2018
0.00148890800292964,0.734792653014624,0.0785559446990413,-0.0972460052141276,0.0280048550856581,-0.726818448173302,,,9.74269674885268e-05,1.90824777051238e-13,0.989142884836644,2.10000388613571,AXON,,,,,,0.0575121463680601,-0.0232940083263758,-0.0267500910364221,,,2018
0.00020576884293407,,,,,,,,1.63892192618967e-05,0.143510976310436,0.812306293592043,4.07609173489534,AXP,,0.82162435988015,,,,,,,,,2018
0.00135422337636822,0.388199763690766,0.0362151059359041,0.0998449590502706,,-0.546780149421825,,,2.9275126111568e-07,3.23518920856869e-09,0.998999835638046,3.14619488458309,AZO,,,,,,,,,,,2018
0.000694540282331974,,,,,,,,4.09630058274275e-06,0.0489850749704042,0.94424757961543,7.40212479149343,BA,,,,,,,,,,,2018
0.000208988279375041,,,,,,,,6.32671469071873e-05,0.331651995734315,0.490437040396493,4.02419187665793,BAC,,,,,,,,,,,2018
0.000929420407351224,0.117315811524077,,,,,,,2.738251209898e-05,0.0677259260291366,0.78584929031605,6.8023845746253,BALL,,,,,,,,,,,2018
0.00100767391015327,0.0225602641577057,,,,,,,2.33972975365674e-05,0.196595224881688,0.716255052523198,4.92862410787729,BAX,,,3.55541777568094e-11,,,,,,,,2018
-0.00132556016283977,0.0418275501205748,0.0428712981102255,0.0272988974755728,,,,,0.00037312637498088,0.118375265909497,0.475039263594537,2.90839067598383,BBWI,,,,,,,,,,,2018
0.000528828794312913,,,,,,,,7.58834093476383e-06,0.0438083403510098,0.943008957773801,6.99770404025843,BBY,,,,,,,,,,,2018
0.001332946144209,,,,,,,,1.07516025741105e-05,0.196671820534834,0.756063968724166,13.7200351138345,BDX,,,,,,,,,,,2018
-0.000781552089136666,,,,,,,,3.76238977899076e-07,4.86489133511385e-07,0.998999177154757,7.10529293235112,BEN,,,,,,,,,,,2018
-0.000831261605127895,,,,,,,,8.93523400663718e-06,0.293828303413564,0.0296078458495626,4.31436421540566,BG,,0.933410862157378,,,,,,,0.969985273617711,0.0296078346295659,2018
0.000265058972763099,,,,,,,,8.96439485280655e-06,1.34582128113863e-08,0.978083944364633,3.23822974805999,BIIB,,,,,,,,,,,2018
-0.000476470222137648,-0.569596647895024,0.0865107410257406,,,0.577500629924482,-0.0412939242294873,0.143141603832579,3.89294592923578e-07,2.51516111549947e-10,0.998999928352657,4.5116985959142,BIO,,,,,,,,,,,2018
0.000529565580769365,,,,,,,,8.15614582874964e-05,0.196978118523986,0.516141951073306,3.79701884284328,BK,,,,,,,,,,,2018
0.000722332455475452,0.121794953613212,,,,,,,7.52624967927063e-06,0.0535116570903652,0.922691679782272,4.6263566660557,BKNG,,,,,,,,,,,2018
-0.000342867448106807,0.178117999355368,,,,-0.0703722244971558,,,3.21526702478961e-05,0.050722724857522,0.877760352131442,10.9283723333398,BKR,,,,,,,,,,,2018
-0.000397777171069163,,,,,,,,6.22057463509087e-06,0.0730850974065592,0.91464014691517,4.03046489818692,BLK,,,,,,,,,,,2018
0.00115368137152414,,,,,,,,4.5879309278442e-05,0.295436284650303,0.676359695569496,3.03047742453399,BMY,,,,,,,,,,,2018
0.000539121451090535,,,,,-0.0350683998438189,,,2.93133874596188e-06,0.0126471982762317,0.986352792693195,2.59320775119228,BR,,,,,,,,,,,2018
0.000753024263722809,,,,,,,,1.07772051493717e-05,0.113267628620852,0.881250331693797,2.8474959247286,BRK.B,,,,,,,,,,,2018
0.000951751038479534,,,,,,,,2.27636215611252e-05,0.191886567197733,0.616330683194636,5.50077184403956,BRO,,,,,,,,,,,2018
0.00204496905559309,0.937572808517671,,,,-0.999997305485923,,,4.29391449054466e-05,0.194946052532765,0.727923284487724,3.33090539228445,BSX,,,,,,,,,,,2018
-0.00112143236797077,,,,,,,,5.61753506194997e-07,9.47287802441097e-10,0.99899999068018,9.02021009878005,BWA,,,,,,,,,,,2018
0.000602580154630702,0.186610556531061,,,,,,,1.85932970165874e-06,0.0653634613365931,0.933636287490705,6.52893825979371,BX,,,,,,,,,,,2018
4.53329253180166e-05,,,,,,,,3.71774855149735e-05,0.213633187261392,0.591671051960597,6.2636255653494,BXP,,,,,,,,,,,2018
-0.000270054847149518,,,,,,,,0.000107056747658261,0.211711190487649,0.368594081429801,5.28560343458926,C,,,,,,,,,,,2018
-0.00105820936594259,,,,,0.104824014499596,-0.0982203650274288,,0.000169472739230464,0.258790238178583,0.190706213608123,3.14305485365658,CAG,,0.83901007401827,,,,,,,,,2018
0.00121046336817548,,,,,,,,0.000128213934502425,0.202749112560752,0.51251481097923,3.82761646003907,CAH,,,,,,,,,,,2018
0.000234065492888216,,,,,,,,2.40357761381804e-05,0.0762528270865012,0.874327541543236,7.1259676933603,CAT,,,,,,,,,,,2018
0.000126870151403175,0.0505160728616424,,,,,,,0.000112995475771364,0.181239332318036,0.000372576566305786,6.68819031428841,CB,,,8.99177462729547e-15,,,,,,,,2018
-5.83408225730537e-05,0.112711324391218,,,,,,,2.12094768958391e-05,0.0477886128897338,0.869393834735938,5.53135339099675,CBOE,,,,,,,,,,,2018
-0.000275578705282533,,,,,,,,1.06422598753589e-05,0.128165038823344,0.845758738730978,5.9433836850799,CBRE,,0.682240643185925,,,,,,,,,2018
0.000896279458262434,,,,,,,,7.01335890449112e-06,0.0284544672804986,0.929487419313059,4.41022826653225,CCI,,,,,,,,,,,2018
0.00104120033863224,,,,,-0.0661849232380259,0.227041761767797,,1.86702287910253e-05,0.0636845010949401,0.879411115975675,3.41694941676824,CCL,,,,,,,,,,,2018
0.00106739549309116,,,,,,,,1.5537222527252e-05,0.195927578900044,0.80307126496261,3.45122218210461,CDNS,,,,,,,,,,,2018
0.00130251853451613,,,,,,,,6.88991714939549e-06,0.0723068855608479,0.919006336027325,3.55420289037325,CDW,,,,,,,,,,,2018
0.000100817902231694,,,,,,,,5.20777896669676e-06,0.0755779217932768,0.923421715373492,3.81002517548547,CE,,,,,,,,,,,2018
0.000397309409037734,,,,,,,,1.89659899152798e-05,0.0602826205216477,0.911356930619664,4.47696583639691,CF,,0.829523902747253,,,,,,,,,2018
-0.00027085526268159,,,,,,,,3.12355868926158e-05,0.141805381865294,0.76091346112145,4.76644777319589,CFG,,,,,,,,,,,2018
0.00160214285912416,,,,,,,,8.92171515452885e-05,0.207300748089881,0.0575674028809776,3.97637422255659,CHD,,,,,0.360329860952462,,,,,,2018
0.000703792443554947,,,,,,,,1.81890520760801e-05,0.00292807390131131,0.925286511917611,3.80566475819887,CHRW,,,,,,,,,,,2018
-0.000318256061692149,-0.136286706081957,,,,,,,4.17364520521387e-07,7.1996695903697e-09,0.998999848065564,6.20224636312335,CHTR,,,,,,,,,,,2018
0.00090595976066979,,,,,,,,3.39968270555619e-05,0.0837849437083334,0.811931562035942,3.30426596399424,CI,,,,,,,,,,,2018
0.00109183975213468,,,,,,,,8.418947779086e-06,0.0926119944106954,0.880237884533752,3.60843724785692,CINF,,,,,,,,,,,2018
0.000125075457742441,,,,,,,,0.000120157383832897,0.290879432121822,0.0688697486854197,4.03967604765071,CL,,,,,,,,,,,2018
0.00144656238476115,,,,,,,,5.00116276057768e-07,7.93975871639759e-05,0.997143621148144,3.87706836850807,CLX,,,,,,,,,,,2018
0.000235035934195206,-0.501616464982641,,,,0.462387516748543,,,2.90003820462725e-05,0.167364991512253,0.726334294070665,5.95578786108547,CMA,,,,,,,,,,,2018
-6.22532492819609e-05,,,,,,,,2.53454128319131e-07,4.83347001398608e-10,0.998999960645005,4.96429537389682,CMCSA,,,,,,,,,,,2018
0.00101067249559097,-0.630035126911829,,,,0.602831640373772,-0.103998864374769,,4.41857751904767e-05,0.175271068221267,0.566005191773684,5.83572965746866,CME,,,,,,,,,,,2018
0.00122779690359561,,,,,,,,9.5288152880169e-06,1.99083046661182e-09,0.984471430897439,2.78716773109454,CMG,,,,,,,,,,,2018
-0.000426306451614039,,,,,0.122100220290087,,,3.44989737530129e-07,1.04144878945421e-10,0.998999968579582,6.35677796893829,CMI,,,,,,,,,,,2018
0.000883786184757986,,,,,,,,6.74953664283795e-08,2.34628782111592e-08,0.998999907050058,6.63277269228157,CMS,,,,,,,,,,,2018
0.00173997187344806,,,,,,,,4.31833419687746e-06,0.0887907427276178,0.910209211576206,3.83624009452906,CNC,,,,,,,,,,,2018
0.00040288387625955,,,,,,,,6.09389544368653e-08,7.52160421614245e-10,0.998999995757179,7.89083006303896,CNP,,,,,,,,,,,2018
-0.000205345429899768,,,,,,,,1.04553629584761e-05,0.077967502340476,0.889789841515876,4.53092115196685,COF,,,,,,,,,,,2018
0.00169560514342922,,,,,,,,1.06730346049924e-05,0.0805954998549329,0.884344677959229,4.68060677776412,COO,,,,,,,,,,,2018
0.000916173780754019,,,,,-0.167161626784548,,,8.03358665085698e-07,0.167037733785624,0.019105618461813,5.595340853978,COP,,0.763908195758957,,,0.0102428815663359,,,,0.998199632701788,0.0206251970623893,2018
0.000724889974927729,,,,,,,,6.66612931069687e-06,0.0439291929342988,0.942268066274085,4.67058046864181,COR,,,,,,,,,,,2018
0.00157560792058685,,,,,,,,1.97650245273555e-06,0.0632217529057385,0.935778129585717,3.75292461540037,COST,,,,,,,,,,,2018
-0.001495630652259,,,,,,,,1.1364387030993e-06,4.56644648973957e-08,0.998999949329692,2.97554079464408,CPB,,0.821207636776986,,,,,,,,,2018
0.00249998163579669,,,,,,,,1.02758698104383e-06,0.028929681332992,0.970070307623357,3.87368457543165,CPRT,,,,,,,,,,,2018
0.000500533959364892,-0.802958590357587,,,,0.730844783721045,-0.218453692072258,,3.44506163388753e-06,0.0552459909137819,0.923874264762795,5.1323147023503,CPT,,,,,,,,,,,2018
0.00115347668407447,,,,,,,,5.05814397106075e-06,0.0543849643292016,0.934653316876989,5.02006113504775,CRL,,,,,,,,,,,2018
0.00285391447821847,,,,,,,,2.0084832275484e-05,0.170630287394988,0.809821097273012,4.98516124745492,CRM,,,,,,,,,,,2018
0.00146654423287927,,,,,,,,1.86120955723127e-05,0.252457578566399,0.72711620621422,5.04326702036044,CSCO,,,,,,,,,,,2018
0.0012769168116034,0.0580184424089011,0.0157061448526287,0.0965570691804556,,-0.143516610296491,,,8.308852573269e-06,0.0923931367514803,0.885854961704956,7.48513630261136,CSGP,,,,,,,,,,,2018
0.000634214747625361,,,,,,,,1.4873274318323e-05,0.0886660755292219,0.870377362718159,3.61292143181708,CSX,,,,,,,,,,,2018
0.000694205506387043,,,,,,,,1.36117274059224e-05,5.59410436661358e-08,0.846311440516125,3.49150651083492,CTAS,0.21803222115906,0.887284194274646,,,,,,,,,2018
0.000466991570943137,,,,,,,,1.47895396266159e-06,0.0126077503876087,0.985603368815708,4.11862938129737,CTLT,,,,,,,,,,,2018
-0.00198318537328421,,,,,,,,0.000138602377096725,1.10362942069443e-14,1.22582711852989e-08,6.66666746840306,CTRA,,0.756579478745994,0.30675689517225,,0.382453325578725,,,,,,2018
0.0011503580972786,,,,,,,,6.58327188007709e-05,0.329651334556161,0.457425429247396,4.02956563828113,CTSH,,,,,,,,,,,2018
0.000599953587724418,,,,,,,,3.65503769274588e-07,2.01381622931151e-09,0.998999945002615,5.03859177740772,CVS,,,,,,,,,,,2018
0.000291239737433099,,,,,,,,0.000157345687314876,0.27926353279065,0.0955455436581599,4.78203212085923,CVX,,,,,,,,,,,2018
0.0011674991174461,,,,,,,,4.41606749068029e-05,0.0958100107197047,0.870490928228202,4.57213194900657,CZR,,,,,,,,,,,2018
0.000105265490574508,0.142371998523386,-0.937190339438965,,,-0.0861816732173131,0.84892289930181,,9.47542894257948e-08,1.01656711189713e-06,0.998997256781363,6.94969538832762,D,,,,,,,,,,,2018
0.000368529177165217,,,,,,,,3.411702529724e-05,0.0582124426387548,0.834445139555261,7.01694299846205,DAL,,,,,,,,,,,2018
-0.000591411496132166,,,,,,,,9.58922178310461e-05,0.360020939239658,0.353377456540472,20.8498438753992,DD,,,,,,,,,,,2018
0.000362196374314562,,,,,,,,2.99061163197222e-05,0.0798527865987973,0.851075947262785,12.5575049833629,DE,,,,,,,,,,,2018
-0.000726556640553225,,,,,,,,6.39165020624399e-06,0.0378088031167765,0.939593970243795,5.09780395289481,DFS,,0.715974662590875,,,,,,,,,2018
0.00118792322831865,,,,,,,,8.39060352191177e-05,0.181394777163171,0.617977721303799,2.93712378538664,DG,,,,,,,,,,,2018
0.00016493141015006,,,,,,,,6.12085315454497e-11,0.014304085337757,0.983859186183102,3.20566555013716,DGX,,0.901942686714614,,,,,,,,,2018
-0.00187410348982424,,,,,-0.0679801447407244,-0.0625793628222011,,1.30781816249546e-06,0.00310970949709758,0.381519358607891,4.9396313717356,DHI,-0.0905178103989812,,,,0.658463792906616,,,,,,2018
0.000952000541493993,,,,,,,,1.68236969200195e-05,0.156004811072552,0.776581989378178,4.51474122272774,DHR,,,,,,,,,,,2018
0.000408528518426389,-0.0910514245401563,,,,,,,0.00013009758012534,0.225938967247688,2.02730789975124e-07,6.95480318112269,DIS,,,,,,,,,,,2018
0.00112326060268633,,,,,,,,3.26760635948153e-06,0.0508684373874603,0.937575098858334,3.37075995674566,DLR,,,,,,,,,,,2018
0.000690394124540303,,,,,-0.136786554084426,,,3.4330298194862e-06,8.67933115301149e-08,0.990017573726945,2.68748966235756,DLTR,,,,,,,,,,,2018
0.000742146333484446,,,,,,,,4.1057564078418e-07,0.237302963852395,0.620584199754147,6.38716605760587,DOV,,,,,,,,,0.99843014789134,0.00310093376626029,2018
0.00143384902162856,-0.094494151725891,0.0184558232948334,0.129209494339261,,,,,4.97474861777643e-07,1.70139297132575e-09,0.998999937533086,5.09543494751034,DPZ,,,,,,,,,,,2018
0.000683787988001655,,,,,,,,1.21589389223358e-06,1.88698242111146e-09,0.998999982090994,2.61539629986538,DRI,,,,,,,,,,,2018
0.000587862196450692,,,,,,,,7.08614216411678e-08,7.27400601538016e-10,0.998999988978655,4.41173708601427,DTE,,,,,,,,,,,2018
0.000398670174809914,,,,,,,,2.85561036415499e-07,0.00050710399332098,0.990019512823953,9.15574352696548,DUK,-0.0265131677141233,,,,0.0216328200693787,,,,,,2018
-0.000443916790331987,,,,,,,,2.04747247773041e-06,0.0421672025613726,0.956832797127545,3.32742553032665,DVA,,,,,,,,,,,2018
-0.00153458563125328,0.973348791002344,,,,-1.08372310624939,0.120748107761711,0.00959073423645141,1.99591075759738e-05,0.0475333894042566,0.925304425268158,6.78825178928886,DVN,,,,,,,,,,,2018
0.00212459302947214,,,,,,,,7.02783329075765e-06,4.26436525272455e-08,0.998999941815724,2.33090464216843,DXCM,,,,,,,,,,,2018
-3.30772361050472e-05,0.0437789705598205,,,,-0.0890128758246163,,,5.92923703289358e-06,0.0296828250646113,0.15506366676927,4.90071260056378,EA,,,,,0.801235595845633,,,,,,2018
1.37484619904632e-05,,,,,,,,8.46133540761188e-05,0.0930136184514256,0.714744366022723,2.74272864448752,EBAY,,,,,,,,,,,2018
0.00108750921954684,,,,,,,,2.99721720765032e-06,0.122000308010512,0.173137429959562,4.26856521307449,ECL,,,,,0.703855979727708,,,,,,2018
-0.000238096818310627,,,,,,,,1.35150362875466e-07,1.44178838547632e-06,0.998997037612922,8.70270322014791,ED,,0.762822738620316,,,,,,,,,2018
2.33752921095653e-05,0.0606005239566387,,,,,,,5.4508604291367e-06,0.0163490852018428,0.966780043255705,2.88856838988649,EFX,,,,,,,,,,,2018
0.000201953599354022,,,,,,,,1.83455495810725e-05,0.083965162643169,0.836710100959203,3.36147142154058,EG,,,,,,,,,,,2018
7.38078361647393e-06,1.13031211758365,-0.142414653588398,,,-1.06389350156851,-0.163994512312768,0.217427872241984,5.57945007187789e-05,0.353683712584892,0.437488009460918,4.10742192228487,EIX,,,,,,,,,,,2018
0.000996708621755538,,,,,,,,1.51188544621632e-06,0.0131963332743464,0.985803280148718,3.16561943610954,EL,,,,,,,,,,,2018
0.00138255801959328,,,,,,,,5.32099137461357e-06,0.0880852018337264,0.906066523891518,3.52016093289691,ELV,,,,,,,,,,,2018
-0.000203059121746803,,,,,,,,6.81889392948963e-06,0.0667348127022391,0.913670965663689,5.12536915974317,EMN,,,,,,,,,,,2018
-0.000379197634676333,,,,,,,,4.14797835851015e-06,1.89086948395528e-08,0.933379223179241,10.0675981508206,EMR,0.291857036723691,,1.82095607692875e-08,-0.190772619654695,,,,,,,2018
-0.000342950272294357,,,,,,,,0.000370271360076064,0.0430384634806424,0.793166246375678,6.92107910542929,ENPH,0.037938016324215,,,,,,,,,,2018
0.000587328092569479,,,,,,,,3.15371103240933e-05,0.184577700079702,0.198766922059725,7.19341080103304,EOG,,,,,0.554647438173892,,,,,,2018
0.00119782050196034,,,,,,,,4.46181097408544e-05,0.193543667097781,0.716510556446671,5.81540451137427,EPAM,,,,,,,,,,,2018
0.000348803142808809,,,,,,,,4.01874884400922e-05,0.0694623582736408,0.767901740709177,4.40510375051127,EQIX,,,,,,,,,,,2018
0.000683296100377266,,,,,,,,9.37596033368421e-06,0.0415645917593747,0.896984145189058,5.44743552854845,EQR,,,,,,,,,,,2018
-0.000898254826355595,0.0666847438281739,,,,,,,4.84997978153141e-05,0.105739120408141,0.843805994197551,4.18027845685487,EQT,,,1.06057086685776e-08,,,,,,,,2018
0.00100078451703233,,,,,,,,7.03944152516282e-06,0.0443852109637996,0.905247462904961,4.67789255638143,ES,,,,,,,,,,,2018
0.000280349167387891,0.0774800056602968,-0.0464569489708455,0.0990259913472375,,,,,0.000142185379742099,0.274273890474057,0.0739132683611554,4.681230508253,ETN,,,,,,,,,,,2018
0.000587139981730752,,,,,,,,1.10591330871679e-05,0.0640150567365104,0.85042636707277,11.6802675060268,ETR,,0.913885467087492,,,,,,,,,2018
0.00263976295317994,,,,,,,,1.87457156382919e-05,1.71634737279362e-09,0.998999997405306,2.3314538875677,ETSY,,1.03954868576449,,,,,,,,,2018
0.00244638558737702,,,,,,,,2.67733499485863e-06,0.0388145737307133,0.960185422513365,3.65105656261612,EW,,,,,,,,,,,2018
0.000792418468800178,,,,,,,,2.93356460567725e-06,0.0337498261985941,0.939300180112218,9.86005884247828,EXC,,0.781559656852959,,,,,,,,,2018
0.000766252547656197,,,,,,,,1.13863826108628e-06,5.36440061258356e-09,0.998999984411253,2.94653212021614,EXPD,,,,,,,,,,,2018
-9.84220835109705e-05,,,,,,,,9.8035913216904e-06,2.2839552984748e-09,0.95269900691553,4.88020181246864,EXPE,0.335810914621955,,5.32928149317098e-11,-0.308065325091188,,,,,,,2018
0.000515985971312735,,,,,,,,3.48110419977703e-06,0.0195672213045197,0.95793216469044,9.41151589887708,EXR,,,,,,,,,,,2018
-0.00097944855031187,,,,,,,,1.92573023107068e-06,0.00900214895666898,0.963493181754733,4.23449691604291,F,0.0431854535709575,,,,,,,,,,2018
-0.000437880125481632,,,,,,,,9.51774108478129e-07,1.9553404382597e-09,0.998999967697044,7.55532933266895,FANG,,,,,,,,,,,2018
0.000776644059977184,,,,,,,,6.02659588695332e-07,2.54586638288891e-05,0.99770026164925,3.90774638243696,FAST,,,,,,,,,,,2018
-0.00137706232758748,,,,,,,,9.4421984291837e-07,4.47569919385268e-09,0.998999802293647,5.47784947446563,FCX,,,,,,,,,,,2018
0.00151002074253773,,,,,,,,3.7329291175002e-05,0.245224993168645,0.576545311252608,4.73293647736411,FDS,,,,,,,,,,,2018
0.000515533209585068,0.690048669960395,,,,-0.648545764226381,,,3.64069079186398e-05,0.0908431316161455,0.799215278520523,4.23645045891353,FDX,,,,,,,,,,,2018
0.00115817605881171,,,,,0.0135850734890728,-0.1680435924153,0.0984466050688269,6.97035534087382e-06,0.0197297866089943,0.933039929309765,4.18199759918916,FE,,,,,,,,,,,2018
0.00290144151418869,,,,,,,,8.38846029750722e-06,0.172394472261616,0.255699839683435,3.90775288345864,FFIV,,,,,0.570905048477612,,,,,,2018
0.00149676197240518,,,,,,,,4.11830192340649e-06,0.0993286062919168,0.899670131908301,3.62602223709094,FI,,,,,,,,,,,2018
0.00220179736352764,,,,,,,,9.88604003574799e-06,0.147534396070463,0.839190462554422,7.16787582496577,FICO,,,,,,,,,,,2018
0.00108188772279908,,,,,,,,1.70935929518842e-05,0.234906500059416,0.714576245772632,3.79645196363629,FIS,,,,,,,,,,,2018
